g_m_t,airport_id,iata_code,city_iata,icao_code,geoname_id,latitude,longitude,airport_name,country
10,8582,WPK,WPK,YWMP,7731625.0,-16.633333,144.0,Wrotham Park,Australia
8,8596,WRW,WRW,,7731627.0,-20.866667,120.71667,Warrawagine,Australia
9.30,8629,WUD,WUD,YWUD,7731629.0,-33.016666,135.61945,Wudinna,Australia
8,8633,WUN,WUN,YWLU,7668785.0,-26.633333,120.21667,Wiluna,Australia
8,8646,WWI,WWI,YWWI,7731631.0,-21.633333,121.23333,Woodie Woodie,Australia
10,8652,WWY,WWY,YWWL,2143930.0,-33.933334,147.25,West Wyalong,Australia
9.30,8655,WYA,WYA,YWHA,7730278.0,-33.05241,137.52197,Whyalla,Australia
8,8658,WYN,WYN,YWYM,7731633.0,-15.507222,128.1375,Wyndham,Australia
10,8689,XCO,XCO,YOLA,7731634.0,-38.35,143.58333,Colac,Australia
9.30,8796,XHW,ASP,,0.0,-23.7002104,133.8806114,Alice Springs Railway,Australia
9.30,8797,XHX,ADL,,0.0,-34.9286212,138.5999594,Adelaide Keswick Railway,Australia
9.30,8827,XJG,DRW,,0.0,-12.4628198,130.8417694,Darwin Railway,Australia
10,8882,XMC,XMC,YMCO,7668739.0,-37.6,149.71666,Mallacoota,Australia
9.30,8887,XML,XML,YMIN,7731638.0,-35.0,137.5,Minlaton,Australia
10,8891,XMY,XMY,YYMI,7731639.0,-10.483333,142.45,Yam Island,Australia
10,8918,XOM,MEL,,0.0,-37.8131869,144.9629796,Melbourne Ferry Port,Australia
8,8936,XPO,PER,,0.0,-31.9522222,115.8588889,Perth Ferry Port,Australia
10,8955,XQN,BNE,,0.0,-27.4709331,153.0235024,Brisbane Ferry Port,Australia
10,8967,XRH,XRH,,0.0,-33.6,150.76889,Richmond AFB,Australia
10,8983,XTG,XTG,YTGM,7668777.0,-27.966667,143.76666,Thargomindah,Australia
10,8988,XTO,XTO,YTAM,7731640.0,-25.433332,149.8,Taroom,Australia
10,8990,XTR,XTR,YTAA,7731641.0,-27.283333,150.46666,Tara,Australia
10,9090,XYS,SYD,,0.0,-33.8689009,151.2070914,Sydney Ferry Port,Australia
8,9328,YLG,YLG,YYAL,7731645.0,-28.35,116.666664,Yalgoo,Australia
8,9380,YNN,YNN,,8260976.0,-22.766666,119.23333,Yandi,Australia
9.30,9516,YUE,YUE,YYND,7731647.0,-22.266666,131.81667,Yuendumu,Australia
10,9637,ZBL,ZBL,,2175819.0,-24.4,150.51666,Biloela,Australia
10,9640,ZBO,ZBO,YBWN,7731650.0,-20.016666,148.21666,Bowen,Australia
10,9722,ZGL,ZGL,YSGW,7731652.0,-25.683332,142.11667,South Galway,Australia
9.30,9763,ZII,ADL,,0.0,-34.9286212,138.5999594,Adelaide Ferry Port,Australia
8,9871,ZNE,ZNE,YNWM,7668751.0,-23.416517,119.80137,Newman,Australia
8,9989,ZVG,ZVG,,8224808.0,-17.866667,127.583336,Springvale,Australia
10,10345,BBL,,YLLE,8533832.0,-27.405633,141.809458,Ballera Airport,Australia
8,10353,BYP,,YBRY,8555592.0,-22.6739006042,119.1660003662,Barimunya Airport,Australia
8,10357,CJF,,YCWA,8555599.0,-22.9666996002,118.81300354,Coondewanna Airport,Australia
8,10377,GBW,,YGIA,,-22.5812,120.03553,Ginbata Airport,Australia
11,10387,GYZ,,YGRM,12110485.0,-28.01838,123.80329,Gruyere Mine Airport,Australia
8,10433,OCM,,YBGD,8533724.0,-22.54,117.275,Boolgeeda Airport,Australia
10.3,10436,OOD,,YOOD,7731357.0,-27.56,135.445,Oodnadatta Airport,Australia
7,10438,PHQ,,YTMO,8555618.0,-21.811667,139.923333,The Monument Airport,Australia
10,10491,TQP,,YTEE,8533833.0,-21.835,140.888056,Trepell Airport,Australia
-5,10499,WLE,,YMLS,8556009.0,-26.809167,150.165,Miles Airport,Australia
8,10500,WLP,,YANG,8556010.0,,,West Angelas Airport,Australia
10,10505,WTB,,YBWW,9881357.0,-27.558332,151.793335,Toowoomba Wellcamp Airport,Australia
8,10562,TTX,,YTST,8644119.0,-14.089722,126.380833,Mungalalu Truscott Airbase,Australia
8,10567,WRN,,YWDG,8555625.0,-30.031667,119.39,Windarling Airport,Australia
-4,425,AUA,AUA,TNCA,3577126.0,12.502222,-70.013885,Reina Beatrix,Aruba
4,2497,GBB,GBB,UBBQ,8181785.0,27.0,-7.566667,Gabala,Azerbaijan
4,2823,GYD,BAK,UBBB,6300924.0,40.462486,50.05039,Heydar Aliyev International (Bina International),Azerbaijan
4,4106,KVD,KVD,UBBG,6300925.0,40.733334,46.316666,Gyandzha,Azerbaijan
4,4389,LLK,LLK,UBBL,388727.0,38.74203,48.824093,Lankaran,Azerbaijan
4,5300,NAJ,NAJ,UBBN,7730185.0,39.190277,45.45889,Nakhichevan,Azerbaijan
4,9969,ZTU,ZTU,UBBY,8349590.0,41.56166,46.664787,Zaqatala,Azerbaijan
4,10019,ZXT,BAK,,0.0,40.485,49.983612,Heydar Aliyev,Azerbaijan
1,858,BNX,BNX,LQBK,6299693.0,44.933334,17.3,Banja Luka,Bosnia and Herzegovina
1,5776,OMO,OMO,LQMO,6299695.0,43.285557,17.846666,Mostar,Bosnia and Herzegovina
1,7133,SJJ,SJJ,LQSA,6299696.0,43.826687,18.336065,Sarajevo,Bosnia and Herzegovina
1,8029,TZL,TZL,LQTZ,6299697.0,44.40972,18.709167,Tuzla International,Bosnia and Herzegovina
-4,673,BGI,BGI,TBPB,3374036.0,13.080732,-59.487835,Grantley Adams International,Barbados
6,1110,BZL,BZL,VGBR,7668599.0,22.8,90.3,Barisal,Bangladesh
6,1278,CGP,CGP,VGEG,6301082.0,22.245201,91.81516,Patenga,Bangladesh
6,1372,CLA,CLA,VGCM,7730922.0,23.4375,91.19222,Comilla,Bangladesh
6,1631,CXB,CXB,VGCB,6301081.0,21.45,91.96667,Cox's Bazar,Bangladesh
6,1685,DAC,DAC,VGZR,6301871.0,23.848648,90.405876,Zia International,Bangladesh
6,3338,IRD,IRD,VGIS,6301083.0,24.133333,89.05278,Ishurdi,Bangladesh
6,3625,JSR,JSR,VGJR,6301084.0,23.17696,89.160645,Jessore,Bangladesh
6,6723,RJH,RJH,VGRJ,6301085.0,24.433332,88.61667,Rajshahi,Bangladesh
6,7278,SPD,SPD,VGSD,7668600.0,25.783333,88.9,Saidpur,Bangladesh
6,7756,TKR,TKR,VGSG,7731549.0,26.016666,88.4,Thakurgaon,Bangladesh
6,9744,ZHM,ZHM,VGSH,7731653.0,24.398611,91.92111,Shamshernagar,Bangladesh
6,10033,ZYL,ZYL,VGSY,6301086.0,24.957598,91.870476,Osmani International,Bangladesh
1,292,ANR,ANR,EBAW,6296483.0,51.18916,4.450672,Deurne/ Antwerp Airport,Belgium
1,937,BRU,BRU,EBBR,6296486.0,50.89717,4.483602,Brussels Airport,Belgium
1,1509,CRL,BRU,EBCI,6296489.0,50.456696,4.451703,Charleroi Brussels South,Belgium
1,3860,KJK,KJK,EBKT,7668190.0,50.817223,3.201667,Kortrijk,Belgium
1,4303,LGG,LGG,EBLG,6296496.0,50.643333,5.460149,Liege Airport,Belgium
1,5645,OBL,OBL,EBZR,7668192.0,51.266666,4.75,Zoersel,Belgium
1,5855,OST,OST,EBOS,6296498.0,51.199722,2.863611,Ostend/Bruges International Airport,Belgium
1,6495,QMO,QMO,,0.0,0.0,0.0,Mons Railway Station,Belgium
1,8788,XHN,LGG,,0.0,50.63333,5.56666,"Guillemins, Raiway Stn",Belgium
1,9626,ZAY,ANR,,0.0,51.21992,4.39625,De Keyserlei Bus Station,Belgium
1,9721,ZGJ,OST,,0.0,51.2166667,2.9,Brugge Railway Station,Belgium
1,9999,ZWE,ANR,,0.0,49.21516,7.399708,Antwerp Central Railway Station,Belgium
1,10039,ZYR,BRU,,0.0,-1.0,-1.0,Midi Railway Station,Belgium
1,10047,ZYZ,ANR,,0.0,51.21992,4.39625,Berchem Railway,Belgium
0,361,ARL,ARL,DFER,7730461.0,11.6,1.483333,Arly,Burkina Faso
0,853,BNR,BNR,DFOB,7730463.0,10.666667,-4.666667,Banfora,Burkina Faso
0,882,BOY,BOY,DFOO,6296412.0,11.163611,-4.324444,Borgo,Burkina Faso
0,1770,DGU,DGU,DFOD,6296410.0,12.466667,-3.483333,Dedougou,Burkina Faso
0,1792,DIP,DIP,DFED,7668176.0,12.033333,2.033333,Diapaga,Burkina Faso
0,1883,DOR,DOR,DFEE,6296407.0,14.033333,-0.033333,Dori,Burkina Faso
0,2372,FNG,FNG,DFEF,6296408.0,12.066667,0.35,Fada Ngourma,Burkina Faso
0,5880,OUA,OUA,DFFD,6296409.0,12.355019,-1.514283,Ouagadougou,Burkina Faso
0,5883,OUG,OUG,DFCC,6296404.0,13.516667,-2.333333,Ouahigouya,Burkina Faso
0,6375,PUP,PUP,DFCP,6296406.0,11.183333,-1.166667,Po,Burkina Faso
0,7630,TEG,TEG,DFET,7668179.0,11.9,-0.316667,Tenkodogo,Burkina Faso
0,7805,TMQ,TMQ,DFEM,7730460.0,14.783333,0.083333,Tambao,Burkina Faso
0,7977,TUQ,TUQ,DFOT,7730465.0,13.0,-3.0,Tougan,Burkina Faso
0,8668,XAR,XAR,DFOY,7730466.0,14.233333,-0.866667,Aribinda,Burkina Faso
0,8676,XBG,XBG,DFEB,7668175.0,12.983333,-0.133333,Bogande,Burkina Faso
0,8680,XBO,XBO,DFEA,7668174.0,12.65,-0.566667,Boulsa,Burkina Faso
0,8693,XDE,XDE,DFOU,7668181.0,10.966667,-3.25,Diebougou,Burkina Faso
0,8696,XDJ,XDJ,DFCJ,7730458.0,14.1,-1.633333,Djibo,Burkina Faso
0,8755,XGA,XGA,,0.0,10.333333,-3.183333,Gaoua,Burkina Faso
0,8760,XGG,XGG,DFEG,7730459.0,14.433333,-0.233333,Gorom-Gorom,Burkina Faso
0,8843,XKA,XKA,DFEL,7668177.0,12.483333,1.516667,Kantchari,Burkina Faso
0,8864,XKY,XKY,DFCA,7668172.0,13.083333,-1.083333,Kaya,Burkina Faso
0,8875,XLU,XLU,DFCL,7668173.0,11.1,-2.1,Leo,Burkina Faso
0,8904,XNU,XNU,DFON,7730464.0,12.733333,-3.866667,Nouna,Burkina Faso
0,8927,XPA,XPA,DFEP,7668178.0,11.25,0.7,Pama,Burkina Faso
0,8976,XSE,XSE,DFES,7730462.0,13.433333,0.533333,Sebba,Burkina Faso
0,9095,XZA,XZA,DFEZ,7668180.0,11.133333,-1.0,Zabre,Burkina Faso
2,869,BOJ,BOJ,LBBG,6299305.0,42.416668,27.283333,Bourgas,Bulgaria
2,2704,GOZ,GOZ,LBGO,6299306.0,43.11667,25.666668,Gorna Oriahovitsa,Bulgaria
2,2972,HKV,HKV,LB14,7731088.0,41.933334,25.55,Haskovo,Bulgaria
2,3441,JAM,JAM,LBIA,7731131.0,42.516666,26.483334,Jambol,Bulgaria
2,6022,PDV,PDV,LBPD,6299307.0,42.3,24.716667,Plovdiv,Bulgaria
2,7190,SLS,SLS,LBSS,7730627.0,44.05639,27.180555,Silistra,Bulgaria
2,7255,SOF,SOF,LBSF,6299309.0,42.688343,23.41443,Sofia,Bulgaria
2,7527,SZR,SZR,,726848.0,42.433334,25.616667,Stara Zagora,Bulgaria
2,7676,TGV,TGV,,8298660.0,42.416668,24.5,Targovishte,Bulgaria
2,8247,VAR,VAR,LBWN,6299310.0,43.23726,27.829096,Varna,Bulgaria
3,527,BAH,BAH,OBBI,290288.0,26.26918,50.62605,Bahrain International,Bahrain
3,10411,KHB,,OBKH,,26.034722,50.524444,Sakhir Air Base,Bahrain
2,751,BJM,BJM,HBBA,425378.0,-3.383333,29.366667,Melchior Ndadaye International Airport,Burundi
2,2602,GID,GID,,426272.0,-3.416667,29.916668,Gitega,Burundi
2,4009,KRE,KRE,HBBO,8299091.0,-3.333333,29.0,Kirundo,Burundi
1,1460,COO,COO,DBBB,6296398.0,6.353097,2.385271,Cotonou,Benin
1,1800,DJA,DJA,DBBD,8298719.0,9.7,1.666667,Djougou,Benin
1,3738,KDC,KDC,DBBK,6296400.0,11.116667,2.916667,Kandi,Benin
1,5295,NAE,NAE,,2392601.0,10.383333,1.366667,Natitingou,Benin
1,6146,PKO,PKO,DBBP,6296402.0,9.35,2.616667,Parakou,Benin
1,7421,SVF,SVF,DBBS,6296403.0,8.033333,2.483333,Save,Benin
-4,6939,SBH,SBH,TFFJ,0.0,17.9,-62.85,Gustaf III (St-Jean),Saint Barthélemy
-4,593,BDA,BDA,TXKF,3573197.0,32.35994,-64.70115,L. F. Wade International,Bermuda
-4,5609,NWU,BDA,,0.0,32.75,-65.0,Bermuda NAS,Bermuda
8,1048,BWN,BWN,WBSB,1820906.0,4.945197,114.93375,Bandar Seri Begwan International Airport,Brunei
-4,320,APB,APB,SLAP,6300764.0,-14.716667,-68.51667,Apolo,Bolivia
-4,377,ASC,ASC,SLAS,6300765.0,-15.916667,-63.15,Ascension,Bolivia
-4,753,BJO,BJO,SLBJ,7668467.0,-22.866667,-64.333336,Bermejo,Bolivia
-4,1024,BVK,BVK,,3915079.0,-13.55,-63.75,Huacaraje,Bolivia
-4,1025,BVL,BVL,,7730889.0,-13.583333,-63.583332,Baures,Bolivia
-4,1080,BYC,BYC,SLYA,6300794.0,-21.95,-63.65,Yacuiba,Bolivia
-4,1134,CAM,CAM,SLCA,6300766.0,-20.01111,-63.56111,Camiri,Bolivia
-4,1149,CBB,CBB,SLCB,3919968.0,-17.413954,-66.178894,J Wilsterman,Bolivia
-4,1234,CEP,CEP,SLCP,6300770.0,-16.233334,-62.083332,Concepcion,Bolivia
-4,1321,CIJ,CIJ,SLCO,6300769.0,-11.026389,-68.75278,Capitan Anibal Arab,Bolivia
-4,2822,GYA,GYA,SLGY,6300772.0,-10.83,-65.361664,Guayaramerin,Bolivia
-4,4467,LPB,LPB,SLLP,3913354.0,-16.50889,-68.1769,El Alto,Bolivia
-4,4799,MGD,MGD,SLMG,6300777.0,-13.325278,-64.124725,Magdalena,Bolivia
-4,4841,MHW,MHW,SLAG,7731273.0,-19.8325,-63.966667,Monteagudo,Bolivia
-4,5051,MQK,MQK,SLTI,7731290.0,-16.334444,-58.385555,San Matias,Bolivia
-4,5835,ORU,ORU,SLOR,6300778.0,-17.964167,-67.08083,Oruro,Bolivia
-4,6235,POI,POI,SLPO,6300779.0,-19.543056,-65.72361,Potosi,Bolivia
-4,6335,PSZ,PSZ,SLPS,6300780.0,-18.966667,-57.8,Puerto Suarez,Bolivia
-4,6377,PUR,PUR,SLPR,7731417.0,-11.1125,-67.52,Puerto Rico,Bolivia
-4,6611,RBO,RBO,SLRB,6300781.0,-18.344444,-59.75528,Robore,Bolivia
-4,6613,RBQ,RBQ,SLRQ,6300783.0,-14.45,-67.55,Rurrenabaque,Bolivia
-4,6670,REY,REY,SLRY,6300784.0,-14.316667,-67.26667,Reyes,Bolivia
-4,6702,RIB,RIB,SLRI,6300782.0,-11.006944,-66.093056,Gen Buech,Bolivia
-4,6943,SBL,SBL,SLSA,6300785.0,-13.716667,-65.45,Yacuma,Bolivia
-4,7125,SJB,SJB,SLJO,6300774.0,-13.083333,-64.8,San Joaquin,Bolivia
-4,7141,SJS,SJS,SLJE,6300773.0,-17.827223,-60.738335,San Jose,Bolivia
-4,7144,SJV,SJV,SLJV,6300775.0,-16.233334,-62.416668,San Javier,Bolivia
-4,7230,SNG,SNG,SLSI,6300787.0,-16.383057,-60.97639,San Ignacio De Velasco,Bolivia
-4,7236,SNM,SNM,SLSM,6300788.0,-14.966389,-65.63556,San Ignacio De M,Bolivia
-4,7322,SRB,SRB,SLSR,7731510.0,-10.6,-67.333336,Santa Rosa,Bolivia
-4,7324,SRD,SRD,SLRA,7731511.0,-13.283333,-64.71667,San Ramon,Bolivia
-4,7325,SRE,SRE,SLSU,6300789.0,-19.007778,-65.30167,Juana Azurduy de Padilla,Bolivia
-4,7329,SRJ,SRJ,SLSB,6300786.0,-14.816667,-66.833336,Capitan G Q Guardia,Bolivia
-4,7343,SRZ,SRZ,SLET,6300771.0,-17.804167,-63.1725,El Trompillo,Bolivia
-4,7609,TDD,TDD,SLTR,6300791.0,-14.822613,-64.91931,Trinidad,Bolivia
-4,7725,TJA,TJA,SLTJ,6300790.0,-21.554167,-64.745834,Tarija,Bolivia
-4,8228,UYU,UYU,,0.0,-20.4463,-66.8484,Uyuni,Bolivia
-4,8239,VAH,VAH,SLVG,7731594.0,-18.483334,-64.1,Vallegrande,Bolivia
-4,8339,VLM,VLM,SLVM,6300792.0,-21.25,-63.5,Villamontes,Bolivia
-4,8413,VVI,SRZ,SLVR,6300793.0,-17.648233,-63.140488,Viru Viru International,Bolivia
-4,873,BON,BON,TNCB,3513745.0,12.133403,-68.27687,Flamingo International,"Bonaire, Saint Eustatius and Saba"
-4,2215,EUX,EUX,TNCE,3513734.0,17.493055,-62.97778,F D Roosevelt,"Bonaire, Saint Eustatius and Saba"
-4,6911,SAB,SAB,TNCS,3513628.0,17.65,-63.216667,J. Yrausquin,"Bonaire, Saint Eustatius and Saba"
-3,6,AAG,AAG,SSYA,3471795.0,-24.103611,-49.79,Arapoti,Brazil
-3,8,AAI,AAI,SWRA,7668483.0,-12.916667,-46.933334,Arraias,Brazil
-3,22,AAX,AAX,SBAX,7668431.0,-19.568056,-46.92917,Araxa,Brazil
-4,119,AFL,AFL,SBAT,6316343.0,-9.872456,-56.104767,Alta Floresta,Brazil
-3,174,AIF,AIF,SNAX,8298688.0,-22.666668,-50.416668,Assis,Brazil
-4,184,AIR,AIR,SWRP,7730811.0,-10.25,-59.38333,Aripuana,Brazil
-3,200,AJU,AJU,SBAR,6300597.0,-10.987206,-37.072792,Santa Maria,Brazil
-3,243,ALQ,ALQ,SSLT,8260983.0,-29.799723,-55.763332,Federal,Brazil
-3,246,ALT,ALT,,3407980.0,-1.933333,-54.766666,Alenquer,Brazil
-3,260,AMJ,AMJ,SNAR,7730821.0,-16.183332,-40.683334,Almenara,Brazil
-3,332,APQ,APQ,SNAL,7730827.0,-9.75,-36.65,Arapiraca,Brazil
-3,334,APS,APS,SBAN,6300596.0,-16.333332,-48.966667,Anapolis,Brazil
-3,336,APU,APU,SSAP,7668471.0,-23.55,-51.483334,Apucarana,Brazil
-3,339,APX,APX,SSOG,7668475.0,-23.483334,-51.466667,Arapongas,Brazil
-3,340,APY,APY,,8260719.0,-9.133333,-45.933334,Alto Parnaiba,Brazil
-3,342,AQA,AQA,SBAQ,7668428.0,-21.816668,-48.13333,Araraquara,Brazil
-4,347,AQM,AQM,SWNI,7730829.0,-9.933333,-63.066666,Ariquemes,Brazil
-3,368,ARS,ARS,,8299188.0,-15.9,-52.233334,Aragarcas,Brazil
-3,370,ARU,ARU,SBAU,7668429.0,-21.143612,-50.42611,Aracatuba,Brazil
-3,412,ATM,ATM,SBHT,6300631.0,-3.2,-52.216667,Altamira,Brazil
-4,426,AUB,AUB,,0.0,-5.766667,-63.35,Itauba,Brazil
-3,448,AUX,AUX,SWGN,7668482.0,-7.2,-48.2,Araguaina,Brazil
-3,477,AXE,AXE,,8298996.0,-26.883333,-52.38333,Xanxere,Brazil
-4,512,AZL,AZL,,8260711.0,-13.47,-58.85,Fazenda Tucunare,Brazil
-3,537,BAT,BAT,SNBA,7730152.0,-20.55,-48.55,Airport Chafei Amsei,Brazil
-4,543,BAZ,BAZ,SWBC,0.0,-0.966944,-62.933613,Barbelos,Brazil
-4,584,BCR,BCR,SWNK,7730850.0,-8.75,-67.38333,Boca Do Acre,Brazil
-3,595,BDC,BDC,SNBC,7730853.0,-5.466667,-45.266666,Barra Do Corda,Brazil
-3,629,BEL,BEL,SBBE,6300600.0,-1.389865,-48.480003,Val De Cans,Brazil
-3,649,BFH,BFH,SBBI,6300603.0,-25.4025,-49.23389,Bacacheri,Brazil
-3,685,BGV,BGV,,8298946.0,-29.166668,-51.516666,Bento Goncalves,Brazil
-3,687,BGX,BGX,SBBG,6300601.0,-31.398611,-54.1125,Airport Cmdt. Gustavo Kraemer,Brazil
-3,754,BJP,BJP,SBBP,8298897.0,-22.95,-46.566666,Braganca Paulista,Brazil
-3,830,BMS,BMS,SNBU,7730874.0,-14.233333,-41.63333,Brumado,Brazil
-3,856,BNU,BNU,SSBL,7730875.0,-27.0,-49.0,Blumenau,Brazil
-4,889,BPG,BPG,SBBW,6300608.0,-15.85,-52.38333,Barra Do Garcas,Brazil
-3,896,BPS,BPS,SBPS,6300659.0,-16.441158,-39.081097,Porto Seguro,Brazil
-3,912,BQQ,BQQ,SNBX,6453436.0,-11.083333,-43.13333,Barra,Brazil
-3,918,BRA,BRA,SNBR,7730878.0,-12.073056,-45.00833,Barreiras,Brazil
-3,919,BRB,BRB,SBRR,7730879.0,-2.910626,-57.11111,Barreirinhas,Brazil
-3,944,BSB,BSB,SBBR,6300605.0,-15.869807,-47.921486,Presidente Juscelino Kubitschek,Brazil
-3,961,BSS,BSS,SNBS,7730881.0,-7.516667,-46.05,Balsas,Brazil
-4,1017,BVB,BVB,SBBV,6300607.0,2.833333,-60.666668,Boa Vista,Brazil
-4,1022,BVH,BVH,SBVH,6300684.0,-12.716667,-60.11667,Vilhena,Brazil
-3,1026,BVM,BVM,SNBL,7730890.0,-15.833333,-38.916668,Belmonte,Brazil
-3,1029,BVS,BVS,SNVS,7730891.0,-1.666667,-50.466667,Breves,Brazil
-4,1091,BYO,BYO,SJDB,8260787.0,-21.229445,-56.456112,Bonito Airport,Brazil
-3,1102,BZC,BZC,SBBZ,7730153.0,-22.769444,-41.964443,Buzios,Brazil
-3,1124,CAC,CAC,SBCA,7668432.0,-24.95,-53.466667,Cascavel,Brazil
-4,1127,CAF,CAF,SWCA,7730901.0,-4.9,-66.916664,Carauari,Brazil
-3,1142,CAU,CAU,SNRU,7730902.0,-8.25,-35.916668,Caruaru,Brazil
-3,1144,CAW,CAW,SBCP,6300614.0,-21.75,-41.3,Bartolomeu Lisandro,Brazil
-3,1170,CBW,CBW,,8298747.0,-24.001944,-52.356388,Campo Mourao,Brazil
-3,1181,CCI,CCI,SSCK,7668472.0,-27.181389,-52.050556,Concordia,Brazil
-3,1185,CCM,CCM,SBCM,7668435.0,-28.7,-49.36667,Criciuma,Brazil
-3,1189,CCQ,CCQ,,8298778.0,-12.6,-38.966667,Cachoeira,Brazil
-4,1195,CCX,CCX,,8298818.0,-16.066668,-57.7,Caceres,Brazil
-3,1205,CDI,CDI,,0.0,-20.836111,-41.186943,Cachoeiro Itapemirim,Brazil
-3,1206,CDJ,CDJ,SBAA,6300594.0,-8.233333,-49.283333,Conceicao Do Araguaia,Brazil
-3,1246,CFB,CFB,SBCB,7668433.0,-22.925,-42.07861,Cabo Frio,Brazil
-3,1247,CFC,CFC,SBCD,7910371.0,-26.790556,-50.941387,Cacador,Brazil
-4,1256,CFO,CFO,SJHG,7730912.0,-10.633333,-51.566666,Confreza,Brazil
-4,1265,CGB,CGB,SBCY,6300617.0,-15.651725,-56.120266,International Airport Marechal Rondon,Brazil
-3,1271,CGH,SAO,SBSP,6301857.0,-23.626902,-46.659557,Congonhas International Airport,Brazil
-4,1280,CGR,CGR,SBCG,6300610.0,-20.456991,-54.668873,International Airport Campo Grande,Brazil
-4,1337,CIZ,CIZ,SWKO,7730920.0,-4.083333,-63.13333,Coari,Brazil
-3,1362,CKO,CKO,SSCP,7730921.0,-23.116667,-50.666668,Cornelio Procopio,Brazil
-3,1364,CKS,CKS,SBCJ,6300612.0,-6.114749,-50.001945,Carajas,Brazil
-3,1382,CLN,CLN,SBCI,6300611.0,-7.333333,-47.45,Carolina,Brazil
-3,1390,CLV,CLV,SBCN,7730779.0,-17.75,-48.63333,Caldas Novas,Brazil
-3,1397,CMC,CMC,SNWC,7730925.0,-2.916667,-40.833332,Camocim,Brazil
-4,1401,CMG,CMG,SBCR,6300615.0,-19.01111,-57.672222,International Airport Corumba,Brazil
-3,1410,CMP,CMP,SNKE,7730927.0,-9.8,-36.35,Campo Alegre,Brazil
-3,1414,CMT,CMT,,8260789.0,-2.2,-49.5,Cameta,Brazil
-3,1426,CNF,BHZ,SBCF,6301851.0,-19.632418,-43.963215,Tancredo Neves International Airport,Brazil
-3,1441,CNV,CNV,SNED,7730930.0,-15.666667,-38.983334,Canavieiras,Brazil
-3,1485,CPQ,CPQ,SDAM,7730937.0,-22.856462,-47.111595,Campo dos Amarais–Prefeito Francisco Amaral State Airport,Brazil
-3,1489,CPU,CPU,SNCU,7730938.0,-1.8,-44.86667,Cururupu,Brazil
-3,1490,CPV,CPV,SBKG,6300636.0,-7.266667,-35.9,Joao Suassuna,Brazil
-4,1492,CQA,CQA,SWEK,7730939.0,-13.574167,-52.27028,Canarana Airport,Brazil
-4,1496,CQS,CQS,SWCQ,7730941.0,-12.416667,-64.25,Costa Marques,Brazil
-3,1513,CRQ,CRQ,SBCV,6300616.0,-17.75,-39.25,Caravelas,Brazil
-4,1540,CSS,CSS,,8260793.0,-18.983334,-51.983334,Cassilandia,Brazil
-3,1542,CSU,CSU,SSSC,7730949.0,-29.683332,-52.416668,Santa Cruz Do Sul,Brazil
-4,1544,CSW,CSW,,8260798.0,-13.019444,-61.168056,Colorado do Oeste,Brazil
-3,1563,CTP,CTP,SNCP,7730950.0,-1.25,-46.016666,Carutapera,Brazil
-3,1564,CTQ,CTQ,SSVP,7730951.0,-18.85,-50.1,Do Palmar,Brazil
-3,1617,CWB,CWB,SBCT,6301852.0,-25.5322,-49.176544,Afonso Pena International Airport,Brazil
-3,1636,CXJ,CXJ,SBCX,7668436.0,-29.166668,-51.183334,Campo Dos Bugres,Brazil
-3,1664,CZB,CZB,,8298857.0,-28.641666,-53.558334,Carlos Ruhl,Brazil
-5,1676,CZS,CZS,SBCZ,6300618.0,-7.583333,-72.78333,International Airport Cruzeiro Do Sul,Brazil
-3,1793,DIQ,DIQ,SNDV,7730973.0,-20.181389,-44.869446,Divinopolis,Brazil
-4,1844,DMT,DMT,SWDM,7730979.0,-14.5,-56.5,Diamantino,Brazil
-3,1858,DNO,DNO,SWDN,7730982.0,-11.616667,-46.85,Dianopolis,Brazil
-4,1884,DOU,DOU,SSDO,7730986.0,-22.202778,-54.925556,Dourados,Brazil
-3,1931,DTI,DTI,SNDT,8260803.0,-18.230804,-43.647846,Diamantina,Brazil
-3,2168,ERM,ERM,SSER,7668473.0,-27.641666,-52.275555,Comandante Kraemer,Brazil
-5,2169,ERN,ERN,SWEI,7731012.0,-6.583333,-69.88333,Eirunepe,Brazil
-3,2186,ESI,ESI,,3463939.0,-15.0,-44.0,Espinosa,Brazil
-4,2265,FBA,FBA,SWOB,8260811.0,-2.531212,-66.08454,Fonte Boa,Brazil
-3,2267,FBE,FBE,SSFB,7731020.0,-26.083332,-53.066666,Francisco Beltrao,Brazil
-3,2293,FEC,FEC,,8298693.0,-12.2025,-38.906113,Feira De Santana,Brazil
-2,2297,FEN,FEN,SBFN,6300625.0,-3.85,-32.416668,Fernando De Noronha,Brazil
-3,2336,FLB,FLB,SNQG,7731027.0,-6.8,-43.033333,Cangapara,Brazil
-3,2346,FLN,FLN,SBFL,6300624.0,-27.664446,-48.5452,Hercilio Luz,Brazil
-3,2392,FOR,FOR,SBFZ,3399415.0,-3.779073,-38.540836,Pinto Martins,Brazil
-3,2403,FRC,FRC,SIMK,7731033.0,-20.551945,-47.4375,Franca,Brazil
-3,2527,GCV,GCV,,8299185.0,-29.941668,-50.994167,Gravatai,Brazil
-3,2542,GDP,GDP,SNGD,7731046.0,-6.781944,-43.58167,Guadalupe,Brazil
-3,2558,GEL,GEL,SBNM,7668440.0,-28.28111,-54.168056,Sepe Tiaraju,Brazil
-3,2604,GIG,RIO,SBGL,6301853.0,-22.814653,-43.24651,Galeao Antonio Carlos Jobim,Brazil
