age_fleet,airline_id,callsign,code_hub,code_iata_airline,code_icao_airline,code_iso2_country,iata_prefix_accounting,name_airline,name_country,size_airline,status_airline,type
6.1,15,EMIRATES,DXB,EK,UAE,AE,176.0,Emirates,United Arab Emirates,249,active,scheduled
5.8,40,ETIHAD,AUH,EY,ETD,AE,607.0,Etihad Airways,United Arab Emirates,126,active,scheduled
3.6,113,SKYDUBAI,DXB,FZ,FDB,AE,141.0,flydubai,United Arab Emirates,50,active,scheduled
2.9,149,ARABIA,SHJ,G9,ABY,AE,514.0,Air Arabia,United Arab Emirates,36,active,scheduled
12.2,569,ROTANA,AUH,RG,RJD,AE,482.0,Rotana Jet Aviation dba Rotana Jet,United Arab Emirates,4,active,scheduled
0.0,1134,UNICARGO,SHJ,6U,UQA,AE,,Unique Air,United Arab Emirates,0,active,cargo
0.0,1514,Unknown,SHJ,C4,CGK,AE,,Click Airways,United Arab Emirates,0,active,cargo
0.0,1965,Unknown,FJR,GL*,,AE,914.0,AirGlow Aviation Services,United Arab Emirates,0,active,cargo
0.0,2054,HEAVYLIFT INTERNATIONAL,RKT,HC,HVL,AE,310.0,Heavylift International,United Arab Emirates,0,active,cargo
0.0,2260,OPS-JET,DCG,J6,OPS,AE,,Jet Ops,United Arab Emirates,0,active,"charter,virtual"
0.0,2616,MIDEX CARGO,SHJ,MG,MIX,AE,791.0,Midex Airlines,United Arab Emirates,0,active,"scheduled,cargo"
0.0,2640,SULTAN,UNKNOWN,MO*,AUH,AE,,Abu Dhabi Amiri Flight,United Arab Emirates,0,active,Unknown
0.0,3082,RELIABLE,SHJ,R4,RLB,AE,827.0,RUS Aviation,United Arab Emirates,0,active,cargo
16.0,3990,DUBAI,DXB,,DUB,AE,,Dubai Air Wing / Royal Flight,United Arab Emirates,11,active,government
14.2,4017,ROYALJET,AUH,,ROJ,AE,,Royal Jet,United Arab Emirates,7,active,charter
1.4,4042,FALCON AVIATION,AZI,,FVS,AE,,Falcon Aviation Services,United Arab Emirates,4,active,charter
27.6,4093,Unknown,DXB,,GBG,AE,,Global Jet,United Arab Emirates,2,active,charter
5.9,4094,Unknown,UNKNOWN,,JBA,AE,,Al Jaber Aviation,United Arab Emirates,2,active,Unknown
6.5,4096,EMJET,DXB,,MJE,AE,,Empire Aviation Group,United Arab Emirates,2,active,private
34.6,4147,FLYING DOLPYHINS,DXB,,FDN,AE,,Dolphin Air,United Arab Emirates,1,active,charter
4.7,4181,RIZON JET,DOH,,RZJ,AE,,Rizon Jet,United Arab Emirates,1,active,private
0.0,4893,Unknown,AUH,,AUH,AE,,Presidential Flight Authority,United Arab Emirates,0,active,government
0.0,5003,Unknown,AUH,,AXU,AE,,Abu Dhabi Aviation,United Arab Emirates,0,active,charter
0.0,6268,DANAJET,UNKNOWN,,DEJ,AE,,Dana Executive Jets,United Arab Emirates,0,active,Unknown
0.0,6602,MIDJET,DWC,,EJO,AE,,Execujet Middle East,United Arab Emirates,0,active,private
0.0,6733,EASTERN SKYJETS,DXB,,ESJ,AE,,Eastern Skyjets,United Arab Emirates,0,active,"scheduled,charter"
0.0,6921,FALCON CARGO,DXB,,FCX,AE,,Falcon Express Cargo,United Arab Emirates,0,active,cargo
0.0,7098,Unknown,SHJ,,FNV,AE,,Transavia Service,United Arab Emirates,0,active,charter
0.0,7116,Unknown,UNKNOWN,,FOW,AE,,Fliteport,United Arab Emirates,0,active,Unknown
0.0,7127,RAKWAY,RKT,,FRB,AE,,Fly RAK,United Arab Emirates,0,active,charter
0.0,7204,Unknown,FJR,,FUJ,AE,,Fujairah Aviation Academy,United Arab Emirates,0,active,private
0.0,7205,FUJAIRAH,UNKNOWN,,FUJ,AE,,Fujairah Aviation Centre,United Arab Emirates,0,active,Unknown
0.0,7588,GAMAMENA,UNKNOWN,,GSH,AE,,Gama Aviation,United Arab Emirates,0,active,Unknown
0.0,7635,GULF WINGS,UNKNOWN,,GWC,AE,,Gulf Wings,United Arab Emirates,0,active,Unknown
0.0,7801,Unknown,UNKNOWN,,HJT,AE,790.0,Al Rais Cargo,United Arab Emirates,0,active,cargo
0.0,8408,Unknown,RKT,,JLE,AE,,Jetline,United Arab Emirates,0,active,cargo
0.0,8488,Unknown,DXB,,JSP,AE,,Palm Aviation,United Arab Emirates,0,active,charter
0.0,8632,Unknown,SHJ,,KIR,AE,,Skiva Air,United Arab Emirates,0,active,cargo
0.0,8957,Unknown,AZI,,LJB,AE,,Al Jaber Aviation,United Arab Emirates,0,active,private
0.0,8958,AL JABEER,UNKNOWN,,LJB,AE,,Al Jabeer,United Arab Emirates,0,active,Unknown
0.0,9634,Unknown,AUH,,MXM,AE,,Maximus Airlines,United Arab Emirates,0,active,cargo
0.0,9643,CARGO MAX,AUH,,MXU,AE,,Maximus Air Cargo,United Arab Emirates,0,active,Unknown
0.0,9644,Unknown,AUH,,MXU,AE,,Maximus Air,United Arab Emirates,0,active,cargo
0.0,9833,NAKHEEL,UNKNOWN,,NKL,AE,,Istithmar World Aviation,United Arab Emirates,0,active,Unknown
0.0,10460,Unknown,AZI,,PJR,AE,,Prestige Jet Rental,United Arab Emirates,0,active,private
0.0,10461,Unknown,UNKNOWN,,PJR,AE,,Prestige Jets Rentals,United Arab Emirates,0,active,Unknown
0.0,10998,Unknown,RKT,,RKM,AE,,Dana Executive Jets,United Arab Emirates,0,active,private
0.0,11253,Unknown,DXB,,SAB,AE,,Sky Way Air,United Arab Emirates,0,active,cargo
0.0,11471,Unknown,SHJ,,SHJ,AE,,Sharjah Ruler&apos;s Flight,United Arab Emirates,0,active,government
0.0,11472,SHARJAH,UNKNOWN,,SHJ,AE,,Sharjah Ruler's Royal Flight,United Arab Emirates,0,active,Unknown
0.0,11600,Unknown,DXB,,SLT,AE,,Starlight Airlines,United Arab Emirates,0,active,cargo
0.0,11837,Unknown,SHJ,,STH,AE,,South Airlines (Armenia),United Arab Emirates,0,active,charter
0.0,12262,Unknown,SHJ,,TLZ,AE,,Transliz Aviation,United Arab Emirates,0,active,cargo
0.0,12370,Unknown,SHJ,,TRE,AE,,TRAST Aero Atlantic,United Arab Emirates,0,active,cargo
0.0,12565,UNIFORCE,UNKNOWN,,UAF,AE,,United Arab Emirates Air Force,United Arab Emirates,0,active,government
0.0,12827,VISTA GULF,DXB,,VGF,AE,,Aerovista Gulf Express,United Arab Emirates,0,active,charter
0.0,13143,WIZZ SKY,AUH,5W,WAZ,AE,,Wizz Air Abu Dhabi,United Arab Emirates,12,active,scheduled
27.7,485,KAMGAR,KBL,RQ,KMF,AF,384.0,Kam Air,Afghanistan,6,active,scheduled
24.7,510,ARIANA,KBL,FG,AFG,AF,255.0,Ariana Afghan Airlines,Afghanistan,5,active,scheduled
20.6,538,SAFI AIRWAYS,KBL,4Q,SFW,AF,741.0,Safi Airways,Afghanistan,4,active,scheduled
0.0,2088,AFGHAN JET,KBL,HN,AJA,AF,,Afghan Jet International,Afghanistan,0,active,scheduled
0.0,4399,AIR AFGHANISTAN,UNKNOWN,,AFH,AF,,Air Afghanistan International,Afghanistan,0,active,Unknown
0.0,5211,SHARIF,KBL,,BHI,AF,,Balkh Airlines,Afghanistan,0,active,scheduled
0.0,6587,EAST HORIZON,KBL,,EHN,AF,,East Horizon Airlines,Afghanistan,0,active,scheduled
0.0,7251,Unknown,UNKNOWN,,FYT,AF,,Bakhtar Star Airlines,Afghanistan,0,active,Unknown
0.0,8566,KABUL AIR,KBL,,KBL,AF,,Kabul Air,Afghanistan,0,active,cargo
0.0,8625,KHYBER,JAA,,KHY,AF,,Khyber Afghan Airlines,Afghanistan,0,active,cargo
0.0,9242,MARCOPOLO,UNKNOWN,,MCP,AF,,Marcopolo Airways,Afghanistan,0,active,Unknown
0.0,10255,OXUS AIRWAYS,UNKNOWN,,OXS,AF,,Oxus Airways,Afghanistan,0,active,Unknown
6.1,347,LIAT,ANU,LI,LIA,AG,140.0,LIAT Airlines,Antigua and Barbuda,11,active,scheduled
0.0,4961,SKYRIBBEAN,UNKNOWN,,AWG,AG,,Aerowings,Antigua and Barbuda,0,active,Unknown
0.0,6242,DESERT STAR,UNKNOWN,,DCF,AG,,DC Aviation Al-Futtaim,Antigua and Barbuda,0,active,Unknown
0.0,7291,GLOBE CARGO,UNKNOWN,,GBC,AG,,Globe Air Cargo,Antigua and Barbuda,0,active,cargo
0.0,4994,Unknown,AXA,,AXL,AI,,Anguilla Air Services,Anguilla,0,active,scheduled
0.0,2578,ALBAN-BELLE,TIA,LZ,LBY,AL,196.0,Belle Air,Albania,0,active,scheduled
0.0,4977,ALBAWINGS,TIA,,AWT,AL,,Albawings,Albania,0,active,scheduled
0.0,13140,AIR ALBANIA,TIA,ZB,ABN,AL,,Air Albania,Albania,4,active,scheduled
22.3,724,AIR ARMENIA,EVN,QN,ARR,AM,907.0,Air Armenia,Armenia,1,active,scheduled
0.0,1073,Unknown,EVN,6A,AMW,AM,616.0,Armenia Airways Aircompany CJSC,Armenia,0,active,scheduled
0.0,2379,TARONAVIA,UDYE,K7*,TRV,AM,,Taron-Avia,Armenia,0,active,scheduled
0.0,3135,Unknown,EVN,RM,NGT,AM,437.0,Aircompany Armenia LLC,Armenia,0,active,scheduled
0.0,3328,ATLANTIS LINER,EVN,TD,LUR,AM,432.0,Atlantis European Airways,Armenia,0,active,scheduled
0.0,3929,ARK AIRWAYS,EVN,ZQ,ARQ,AM,327.0,Ark Airways,Armenia,0,active,cargo
25.1,4114,Unknown,UNKNOWN,,STH,AM,,South-Airlines,Armenia,2,active,Unknown
0.0,4801,YERAZ,UNKNOWN,,ARY,AM,,ATC,Armenia,0,active,Unknown
0.0,5009,Unknown,EVN,,AYK,AM,,Ayk Avia,Armenia,0,active,cargo
0.0,5010,Unknown,UNKNOWN,,AYK,AM,,Aykavia,Armenia,0,active,Unknown
0.0,5829,Unknown,UNKNOWN,,CKW,AM,,Click Airways International,Armenia,0,active,Unknown
0.0,6439,DVIN-AVIA,UNKNOWN,,DVN,AM,,Dvin-Avia,Armenia,0,active,Unknown
0.0,7865,HIGHNESSES,EVN,,HNS,AM,,Air Highnesses,Armenia,0,active,"scheduled,cargo"
0.0,8633,SKIVA AIR,UNKNOWN,,KIR,AM,,Skiva Air,Armenia,0,active,Unknown
0.0,10428,PHOENIX ARMENIA,EVN,,PHY,AM,,Phoenix Avia,Armenia,0,active,Unknown
0.0,11042,ARM-AERO,UNKNOWN,,RMO,AM,,Arm-Aero,Armenia,0,active,Unknown
0.0,11061,ARMAVIA,EVN,,RNV,AM,,Armavia,Armenia,0,active,scheduled
0.0,11206,Unknown,UNKNOWN,,RVT,AM,,Veteran Avia,Armenia,0,active,Unknown
0.0,11552,SKYNET AIR,EVN,,SKJ,AM,,Sky Net Airline,Armenia,0,active,charter
0.0,11572,SKYSTORM,UNKNOWN,,SKX,AM,,Alliance Air Company,Armenia,0,active,Unknown
0.0,11836,Unknown,SHJ,,STH,AM,,South Airlines (Armenia),Armenia,0,active,Unknown
0.0,12702,URARTU AIR,UNKNOWN,,URT,AM,,Avia-Urartu,Armenia,0,active,Unknown
0.0,12766,Unknown,UNKNOWN,,VBD,AM,,V Berd Avia,Armenia,0,active,Unknown
0.0,12950,VERTIR,UNKNOWN,,VRZ,AM,,Vertir,Armenia,0,active,Unknown
0.0,5516,BONEXEL,UNKNOWN,,BXL,AN,,Dutch Eagle Express N.V. (Bonexel),Netherlands Antilles,0,active,Unknown
0.0,6441,DIVI AIR,UNKNOWN,,DVR,AN,,Divi Divi Air,Netherlands Antilles,0,active,Unknown
0.0,6849,Unknown,UNKNOWN,,EZR,AN,,Ezair,Netherlands Antilles,0,active,Unknown
0.0,8499,Unknown,UNKNOWN,,JTB,AN,,Jet Budget,Netherlands Antilles,0,active,Unknown
12.8,283,ANGOLA,LAD,DT,DTA,AO,118.0,TAAG - Angola Airlines,Angola,15,active,scheduled
16.5,3976,SONAIR,LAD,,SOR,AO,,Sonair,Angola,16,active,scheduled
27.1,4095,MABECO,LAD,,MBC,AO,,Airjet Exploracao Aerea de Carga,Angola,2,active,charter
27.7,4124,ANGOLA CHARTER,LAD,,AGO,AO,,AAC - Angola Air Charter,Angola,1,active,cargo
0.0,4661,AIR NICOIA,UNKNOWN,,ANL,AO,,Nacoia,Angola,0,active,Unknown
0.0,4721,ASA PESADA,UNKNOWN,,API,AO,,ASA Pesada,Angola,0,active,Unknown
0.0,6023,AIR CRUZAL,UNKNOWN,,CRJ,AO,,Air Cruzal,Angola,0,active,Unknown
0.0,6239,Unknown,LAD,,DCD,AO,,Air 26,Angola,0,active,"scheduled,charter"
0.0,6240,DUCARD,UNKNOWN,,DCD,AO,,Air26,Angola,0,active,Unknown
0.0,6565,EFAOS,UNKNOWN,,EFS,AO,,Efaos,Angola,0,active,Unknown
0.0,6761,Unknown,LAD,,ETM,AO,,Etram Air Wing,Angola,0,active,cargo
0.0,6864,FANBIRD,UNKNOWN,,FAN,AO,,AF-Air International,Angola,0,active,Unknown
0.0,7400,Unknown,LAD,,GGL,AO,,Gira Globo Aeronautica,Angola,0,active,cargo
0.0,7402,GIRA GLOBO,UNKNOWN,,GGL,AO,,Gira Globo,Angola,0,active,Unknown
0.0,7403,Unknown,UNKNOWN,,GGL,AO,,Gira Globo Ltda Aeronautica,Angola,0,active,Unknown
0.0,7489,TWINS,LAD,,GLL,AO,,Air Gemini,Angola,0,active,charter
0.0,8258,AIR AVITA,UNKNOWN,,ITF,AO,,Avita-Servicos Aereos,Angola,0,active,Unknown
0.0,8721,KISSARI,UNKNOWN,,KSI,AO,,Air Kissari,Angola,0,active,Unknown
0.0,9206,Unknown,LAD,,MBC,AO,,AeroJet (Angola),Angola,0,active,charter
0.0,9497,Unknown,UNKNOWN,,MOP,AO,,APA - Aeropublicitaria de Angola,Angola,0,active,Unknown
0.0,9587,AIRMETACK,UNKNOWN,,MTK,AO,,Air Metack,Angola,0,active,Unknown
0.0,9711,Unknown,LAD,,NCL,AO,,Guicango,Angola,0,active,charter
0.0,9712,ANCARGO AIR,UNKNOWN,,NCL,AO,,ACA-Ancargo Air Sociedade de Transporte de Carga,Angola,0,active,cargo
0.0,9772,Unknown,UNKNOWN,,NGC,AO,,"Angoservice, Lda.",Angola,0,active,Unknown
0.0,9782,AIR ANGOL,UNKNOWN,,NGO,AO,,Air-Angol Sociedad Aeronautica,Angola,0,active,Unknown
0.0,9786,ANGOAVIA,UNKNOWN,,NGV,AO,,Angoavia,Angola,0,active,Unknown
0.0,10141,MANBRA,UNKNOWN,,OML,AO,,Organizacoes Mambra,Angola,0,active,Unknown
0.0,10435,PINFRAMAT,UNKNOWN,,PIM,AO,,Pinframat,Angola,0,active,Unknown
0.0,10481,PLANAR,LAD,,PLN,AO,,Planar,Angola,0,active,cargo
0.0,10766,AIR ALADA,LAD,,RAD,AO,,Alada Empresa de Transportes Aereos,Angola,0,active,charter
0.0,10839,AIR CASSAI,UNKNOWN,,RCI,AO,,Air Cassai Lda.,Angola,0,active,Unknown
0.0,11323,SOCOFER,UNKNOWN,,SCF,AO,,Socofer,Angola,0,active,Unknown
0.0,11612,LUZA,UNKNOWN,,SLZ,AO,,Super Luza,Angola,0,active,Unknown
0.0,11927,SAVANAIR,UNKNOWN,,SVN,AO,,Savanair,Angola,0,active,Unknown
0.0,12125,Unknown,UNKNOWN,,TEJ,AO,,Aero Jet,Angola,0,active,Unknown
0.0,12156,Unknown,LAD,,TFK,AO,,Transafrik International,Angola,0,active,cargo
0.0,12332,AERO TROPICAL,UNKNOWN,,TPB,AO,,Aero Tropical,Angola,0,active,Unknown
0.0,12433,TRANSTECO,UNKNOWN,,TTC,AO,,Transteco,Angola,0,active,Unknown
0.0,12516,WELWITCHIA,UNKNOWN,,TWW,AO,,Trans Air Welwitchia,Angola,0,active,Unknown
0.0,12842,AIR V-H,UNKNOWN,,VHA,AO,,VH-Air Industrie,Angola,0,active,Unknown
0.0,12943,VOAR-LINHAS,UNKNOWN,,VRL,AO,,Voar,Angola,0,active,Unknown
0.0,12975,ATACARGO,UNKNOWN,,VTG,AO,,Aviacao Transportes Aereos E Cargas,Angola,0,active,Unknown
8.9,103,ARGENTINA,AEP,AR,ARG,AR,44.0,Aerolineas Argentinas,Argentina,53,active,scheduled
5.1,202,AUSTRAL,AEP,AU,AUT,AR,143.0,Austral,Argentina,24,active,scheduled
13.4,300,LANAR,AEP,4M,DSM,AR,469.0,Lan Argentina,Argentina,14,active,scheduled
26.6,453,AEROANDES,SLA,OY,ANS,AR,650.0,Andes Lineas Aereas,Argentina,7,active,scheduled
0.0,1506,Unknown,UNKNOWN,C1,,AR,,Techtimes Sudamericana,Argentina,0,active,Unknown
0.0,2728,AVIP,AEP,NJ,AOG,AR,592.0,Aero VIP,Argentina,0,active,scheduled
0.0,3503,TAPSA,CRD,V8*,TPS,AR,,Transportes Aereos Petroleros / TAPSA,Argentina,0,active,charter
0.0,6858,FUAER,UNKNOWN,,FAG,AR,,Fuerza Aerea Argentina,Argentina,0,active,Unknown
0.0,7812,AIR HAW,AEP,,HKR,AR,,Hawk Air,Argentina,0,active,charter
0.0,8852,LADE,AEP,,LDE,AR,,LADE,Argentina,0,active,scheduled
0.0,8859,Unknown,COR,,LDS,AR,,Lineas Aereas del Sur,Argentina,0,active,charter
0.0,9237,JETMAC,AEP,,MCJ,AR,,Macair Jet,Argentina,0,active,scheduled
0.0,12353,Unknown,UNKNOWN,,TPS,AR,,TAPSA - Transportes Aereos Petroleros,Argentina,0,active,Unknown
0.0,13148,BONDI,AEP,FO,FBZ,AR,,Flybondi,Argentina,19,active,scheduled
15.8,65,AUSTRIAN,VIE,OS,AUA,AT,257.0,Austrian,Austria,85,active,scheduled
6.9,255,FLYNIKI,VIE,HG,AYP,AT,,NIKI,Austria,18,active,scheduled
9.5,718,PEOPLES,ACH,PE,PEV,AT,335.0,Altenrhein Luftfahrt GmbH,Austria,1,active,Unknown
0.0,867,WELCOMEAIR,INN,2W,WLC,AT,,Welcome Air,Austria,0,active,charter
0.0,1068,Unknown,UNKNOWN,5W*,,AT,,WESTbahn Management,Austria,0,active,Unknown
0.0,3567,TYROLEAN,INN,VO,TYR,AT,734.0,Austrian Arrows,Austria,0,active,scheduled
5.8,4012,ASTERIX,VIE,,AOJ,AT,,Avcon Jet,Austria,7,active,private
7.0,4036,VISTA JET,SZG,,VJS,AT,,Vista Jet,Austria,5,active,private
9.7,4045,EM-EXPRESS,VIE,,MJF,AT,,Mjet,Austria,4,active,private
7.3,4075,TYROLJET,INN,,TJS,AT,,Tyrolean Jet Service,Austria,3,active,charter
0.0,4490,CENTURY AIRBIRDS,UNKNOWN,,AID,AT,,Christian Konig - Century Airbirds,Austria,0,active,Unknown
0.0,4524,AVIACONSULT,UNKNOWN,,AJF,AT,,Avia Consult Flugbetriebs,Austria,0,active,Unknown
0.0,4585,ALPIN HELI,UNKNOWN,,ALJ,AT,,Heli Ambulance Team,Austria,0,active,Unknown
0.0,4625,AMER AIR,LNZ,,AMK,AT,,Amerer Air,Austria,0,active,cargo
0.0,4809,AUSTRIAN AIRFORCE,UNKNOWN,,ASF,AT,,Austrian Air Force,Austria,0,active,government
0.0,4895,AUSTROJET,UNKNOWN,,AUJ,AT,,BFS Business Flight Salzburg Bedarfsflug GesmbH,Austria,0,active,Unknown
0.0,4905,AUSTRIAN AMBULANCE,UNKNOWN,,AUV,AT,,Redair Luftfahrt,Austria,0,active,Unknown
0.0,5104,BACH,UNKNOWN,,BCF,AT,,B.A.C.H.,Austria,0,active,Unknown
0.0,5157,BEXJET,UNKNOWN,,BEX,AT,,Business-Express - Magna Air,Austria,0,active,Unknown
0.0,5772,CHARTER WIEN,UNKNOWN,,CHW,AT,,Charter Air,Austria,0,active,charter
0.0,5941,COMTEL-AIR,UNKNOWN,,COE,AT,,"Comitel, Bedarfsfluge",Austria,0,active,Unknown
0.0,6310,DYNAMICJET CHARTER,UNKNOWN,,DJC,AT,,DJT Aviation,Austria,0,active,Unknown
0.0,6738,EUROPSTAR,KLU,,ESQ,AT,,Europ Star Aircraft,Austria,0,active,Unknown
0.0,6803,Unknown,UNKNOWN,,EWE,AT,,EWAT,Austria,0,active,Unknown
0.0,7196,FLIGHT TRAINING,UNKNOWN,,FTT,AT,,Flight Track Training,Austria,0,active,Unknown
0.0,7199,FLY TYROL,UNKNOWN,,FTY,AT,,Fly Tyrol,Austria,0,active,Unknown
0.0,7226,Unknown,UNKNOWN,,FWZ,AT,,Flugwerkzeuge Aviation Software,Austria,0,active,Unknown
0.0,7232,Unknown,VIE,,FXO,AT,,Flex Ops,Austria,0,active,private
0.0,7261,DREAM TEAM,LNZ,,GAC,AT,,GlobeAir,Austria,0,active,private
0.0,7337,GOLDECK FLUG,UNKNOWN,,GDK,AT,,Goldeck-Flug,Austria,0,active,Unknown
0.0,7487,GLOBAL AUSTRIA,VIE,,GLJ,AT,,Global Jet Austria,Austria,0,active,private
0.0,7657,Unknown,UNKNOWN,,H1A,AT,,Helikopter Air Transport GmbH,Austria,0,active,Unknown
0.0,7943,Unknown,VIE,,HTG,AT,,Grossmann Air Service,Austria,0,active,private
0.0,7945,GROSSMANN,UNKNOWN,,HTG,AT,,Grossman Air Serivce,Austria,0,active,Unknown
0.0,7948,HOTLINE,UNKNOWN,,HTL,AT,,My Fair Jet,Austria,0,active,Unknown
0.0,7979,Unknown,UNKNOWN,,HWG,AT,,Hawei Air,Austria,0,active,Unknown
0.0,8022,IASON,UNKNOWN,,IAY,AT,,Daedalos Flugbetriebs,Austria,0,active,Unknown
0.0,8121,JET MANAGEMENT,VIE,,IJM,AT,,International Jet Management,Austria,0,active,private
0.0,8308,AIRLINK,SZG,,JAR,AT,,Airlink,Austria,0,active,private
0.0,8322,JETJACO,UNKNOWN,,JCA,AT,,Jetcontact,Austria,0,active,Unknown
0.0,8372,LINEFLYER,UNKNOWN,,JFL,AT,,Jetfly Airlines,Austria,0,active,Unknown
0.0,8487,JET SOUTH,UNKNOWN,,JSO,AT,,Jetalliance South,Austria,0,active,Unknown
0.0,8604,KRIFKA AIR,UNKNOWN,,KFK,AT,,Aero Charter Krifka,Austria,0,active,charter
0.0,8855,EXPERT,VIE,,LDM,AT,,LaudaMotion,Austria,0,active,private
0.0,9054,ALPAV,INN,,LPV,AT,,Air Alps Aviation,Austria,0,active,scheduled
0.0,9134,AIR SANTE,UNKNOWN,,LVD,AT,,LVD Luftfahrzeug-Vermietungs-Dienst Gesellscgraft,Austria,0,active,Unknown
0.0,9175,Unknown,UNKNOWN,,MAD,AT,,M.A.S.H. Service,Austria,0,active,Unknown
0.0,9177,MALI AIREXPRESS,UNKNOWN,,MAE,AT,,Mali Air Luftverkehr Gesellschaft,Austria,0,active,Unknown
0.0,9337,MAGNA AIR,UNKNOWN,,MGR,AT,,Magna Air,Austria,0,active,Unknown
0.0,9503,MOZART,UNKNOWN,,MOZ,AT,,SalzburgJetAviation,Austria,0,active,Unknown
0.0,9508,EXECUTIVE WALTZ,UNKNOWN,,MPF,AT,,MAP Executive Flight Service,Austria,0,active,Unknown
0.0,9511,MAPJET,UNKNOWN,,MPJ,AT,,MAP Management and Planning,Austria,0,active,Unknown
0.0,10096,ART AUSTRIA,UNKNOWN,,OES,AT,,Art Aviation Flugbetriebs,Austria,0,active,Unknown
0.0,10511,Unknown,UNKNOWN,,PN7,AT,,Pink Aviation Services,Austria,0,active,Unknown
0.0,10663,PRACTISE,UNKNOWN,,PUN,AT,,Punitz Flugbetrieb,Austria,0,active,Unknown
0.0,11828,AIR JET,FDH,,STC,AT,,Skytaxi,Austria,0,active,private
0.0,12333,TOP SPEED,UNKNOWN,,TPD,AT,,Top Speed,Austria,0,active,Unknown
0.0,12545,TYROL AMBULANCE,INN,,TYW,AT,,Tyrol Air Ambulance,Austria,0,active,charter
9.2,44,Q LINK,TMW,QF,QFA,AU,81.0,Qantas,Australia,118,active,scheduled
6.3,56,VIRGIN,BNE,VA,VOZ,AU,795.0,Virgin Australia,Australia,96,active,scheduled
6.2,76,JETSTAR,MEL,JQ,JST,AU,41.0,Jetstar Airways Pty Limited,Australia,69,active,scheduled
22.3,108,REX,SYD,ZL,REX,AU,899.0,REX Regional Express,Australia,52,active,scheduled
14.2,173,OZWEST,PER,XR,OZW,AU,608.0,Virgin Australia Regional,Australia,30,active,scheduled
23.8,187,ALLI,BNE,QQ,UTY,AU,,Alliance Airlines,Australia,27,active,scheduled
7.5,271,TIGGOZ,MEL,TT,TGG,AU,,Tigerair Australia,Australia,17,active,scheduled
19.3,425,TOPEND,DRW,TL,ANO,AU,935.0,Capiteq Limited dba AIRNORTH,Australia,8,active,scheduled
13.1,660,JETGO,BNE,JG,JGO,AU,,JetGo,Australia,2,active,scheduled
29.8,670,SKYTRANS,CNS,Q6,SKP,AU,,Skytrans,Australia,2,active,scheduled
24.1,705,TASMAN CARGO,SYD,HJ,TMN,AU,,Tasman Cargo Airlines PTY LTD,Australia,1,active,cargo
0.0,800,Unknown,UNKNOWN,1Z,APD,AU,,Sabre Pacific,Australia,0,active,Unknown
0.0,1385,AUSTRALIAN,CNS,AO,AUZ,AU,,Australian Airlines,Australia,0,active,scheduled
0.0,1446,Unknown,DRW,BF,VIN,AU,,Vincent Aviation,Australia,0,active,scheduled
0.0,1476,HORIZ AIR,UNKNOWN,BN*,HZA,AU,,Horizon Airlines,Australia,0,active,Unknown
0.0,1837,Unknown,CBR,FC,,AU,441.0,Vee H Aviation Pty Ltd. T/a FLY CORPORATE,Australia,0,active,virtual
0.0,1864,AIRTAS,HBA,FO,ATM,AU,,Par-Avion Airlines,Australia,0,active,scheduled
0.0,1878,Unknown,GOV,FS,,AU,,Mission Aviation Fellowship,Australia,0,active,charter
0.0,2078,Unknown,PER,HK,,AU,,Skippers Aviation,Australia,0,active,scheduled
0.0,2089,HEAVY CARGO,BNE,HN,HVY,AU,,Heavylift Cargo,Australia,0,active,cargo
0.0,2122,AUSCARGO,UNKNOWN,HW*,AUC,AU,,Transaustralian Air Express,Australia,0,active,Unknown
0.0,2439,Unknown,UNKNOWN,KN*,,AU,,Maroomba Airlines,Australia,0,active,Unknown
0.0,2835,HINTERLAND,CNS,OI,HND,AU,,Hinterland Aviation Pty Ltd,Australia,0,active,scheduled
0.0,2857,Unknown,BEO,OT*,PEL,AU,,Aeropelican Air Services,Australia,0,active,scheduled
0.0,2927,Unknown,UNKNOWN,PE*,,AU,,Pacific Air Express Australia,Australia,0,active,Unknown
0.0,3022,Unknown,UNKNOWN,QD*,QWA,AU,,Qwestair,Australia,0,active,Unknown
0.0,3113,Unknown,UNKNOWN,RF*,,AU,,Ord Air Charter,Australia,0,active,charter
0.0,3231,Unknown,HLT,SH,SHA,AU,,Sharp Airlines,Australia,0,active,scheduled
16.6,3963,NATIONAL JET,ADL,,NJS,AU,,Cobham Aviation,Australia,33,active,scheduled
6.7,3964,SUNSTATE,BNE,,SSQ,AU,,Sunstate Airlines,Australia,30,active,scheduled
24.0,3974,Unknown,PER,,WQ8,AU,,Skippers Aviation,Australia,17,active,scheduled
10.4,3983,AUSSY,UNKNOWN,,EVY,AU,,Royal Australian Air Force,Australia,13,active,government
25.6,4029,Unknown,UNKNOWN,,EFA,AU,,Express Freighters,Australia,5,active,Unknown
28.1,4080,Unknown,SYD,,XME,AU,,Qantas Freight,Australia,3,active,cargo
29.1,4118,TOLL EXPRESS,YBAF,,TFX,AU,,Toll Aviation,Australia,2,active,cargo
0.0,4193,Unknown,MCY,,93C,AU,,Aeromil Pacific,Australia,0,active,Unknown
0.0,4325,AUSCAL,UNKNOWN,,ADA,AU,,"Airservices Australia, Flight Inspection Unit",Australia,0,active,Unknown
0.0,4516,CRUISER,SYD,,AIX,AU,,Aircruising Australia,Australia,0,active,virtual
