status,aircraft_iata_code,aircraft_icao24,aircraft_icao_code,aircraft_reg_number,airline_iata_code,airline_icao_code,arrival_iata_code,arrival_icao_code,departure_iata_code,departure_icao_code,flight_iata_number,flight_icao_number,flight_number,geography_altitude,geography_direction,geography_latitude,geography_longitude,speed_horizontal,speed_is_ground,speed_vspeed,system_squawk,system_updated
en-route,B789,AB3856,B789,N822AN,AA,AAL,LAX,KLAX,HND,RJTT,AA170,AAL170,170,11276.4,83.0,49.0043,-159.984,1061.2,0.0,0.0,,2025-11-14 09:04:33+00:00
en-route,A21N,A53975,A21N,N436AN,AA,AAL,LAX,KLAX,HNL,PHNL,AA144,AAL144,144,6629.4,82.0,21.351,-156.511,835.252,0.0,0.0,2461.0,2025-11-14 09:04:33+00:00
en-route,B789,AB30E6,B789,N820AL,AA,AAL,HND,RJTT,LAX,KLAX,AA169,AAL169,169,10355.6,309.42,37.5782,-124.652,942.12,0.0,-1.188,,2025-11-14 09:14:52+00:00
en-route,B772,AA5F41,B772,N768AA,AA,AAL,DFW,KDFW,NRT,RJAA,AA60,AAL60,60,9753.6,79.84,35.9965,144.433,1155.24,0.0,0.0,,2025-11-14 09:13:47+00:00
Unknown,A321,A0428A,A321,N116AN,AA,AAL,BOS,KBOS,LAX,KLAX,AA2453,AAL2453,2453,10919.5,90.91,41.823,-88.6105,929.808,0.0,7.02,,2025-11-14 09:14:52+00:00
en-route,A321,A098F6,A321,N138AN,AA,AAL,CLT,KCLT,SLC,KSLC,AA2298,AAL2298,2298,10668.0,107.89,36.8197,-88.1008,976.932,0.0,0.0,,2025-11-14 09:14:52+00:00
Unknown,A21N,A526E2,A21N,N431AN,AA,AAL,PHL,KPHL,SEA,KSEA,AA2361,AAL2361,2361,10965.2,93.0,48.4183,-104.305,948.224,0.0,0.0,,2025-11-14 09:05:07+00:00
en-route,A21N,A4BB8A,A21N,N404AN,AA,AAL,PHX,KPHX,KOA,PHKO,AA664,AAL664,664,8839.2,64.0,23.6061,-146.896,814.88,0.0,0.0,,2025-11-14 09:04:30+00:00
en-route,B38M,A37EC4,B38M,N324SH,AA,AAL,MIA,KMIA,SFO,KSFO,AA1665,AAL1665,1665,9928.86,79.0,38.2418,-119.413,1011.19,0.0,0.0,,2025-11-14 09:04:48+00:00
en-route,B38M,A33EB5,B38M,N308TB,AA,AAL,DFW,KDFW,BOG,SKBO,AA1122,AAL1122,1122,10972.8,327.0,22.7026,-88.5971,801.916,0.0,0.0,,2025-11-14 09:05:18+00:00
en-route,B77W,A9CECF,B77W,N731AN,AA,AAL,DFW,KDFW,LHR,EGLL,AA51,AAL51,51,9144.0,322.19,53.0541,-1.4941,921.312,0.0,0.0,6242.0,2025-11-14 09:14:52+00:00
en-route,A321,A6CC45,A321,N537UW,AA,AAL,SJU,TJSJ,DFW,KDFW,AA702,AAL702,702,236.22,89.0,18.4336,-66.0574,279.652,0.0,0.0,,2025-11-14 09:05:12+00:00
en-route,B789,AB3FC4,B789,N824AN,AA,AAL,DOH,OTHH,PHL,KPHL,AA120,AAL120,120,11887.2,98.91,35.4438,17.5966,909.18,0.0,0.0,,2025-11-14 09:13:53+00:00
en-route,B789,AB6EA5,B789,N836AA,AA,AAL,PHL,KPHL,DOH,OTHH,AA121,AAL121,121,12192.0,281.0,55.1983,-29.0244,1007.49,0.0,0.0,,2025-11-14 09:04:58+00:00
en-route,B77W,A9A750,B77W,N721AN,AA,AAL,SYD,YSSY,LAX,KLAX,AA73,AAL73,73,9144.0,251.0,31.3913,-131.14,963.04,0.0,0.0,,2025-11-14 09:04:50+00:00
en-route,B77W,A9E167,B77W,N736AT,AA,AAL,LAX,KLAX,SYD,YSSY,AA72,AAL72,72,10669.2,333.0,8.6581,-146.32,911.184,0.0,0.0,,2025-11-14 09:04:28+00:00
en-route,B38M,A37AF8,B38M,N323RM,AA,AAL,MIA,KMIA,MDE,SKRG,AA910,AAL910,910,10363.2,331.73,24.3969,-79.1389,778.068,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A321,A71B43,A321,N557UW,AA,AAL,CLT,KCLT,LAS,KLAS,AA2931,AAL2931,2931,10675.6,87.38,37.3435,-101.448,932.544,0.0,0.0,,2025-11-14 09:14:49+00:00
en-route,A21N,A560F4,A21N,N446AN,AA,AAL,MIA,KMIA,LIM,SPIM,AA988,AAL988,988,10363.2,352.26,12.6435,-81.2598,893.412,0.0,-1.188,,2025-11-14 09:14:52+00:00
en-route,B788,AC1076,B788,N877BF,AA,AAL,EZE,SAEZ,MIA,KMIA,AA933,AAL933,933,11887.2,154.92,-10.23,-78.4315,961.092,0.0,-1.188,,2025-11-14 09:14:52+00:00
en-route,B789,AB6AFA,B789,N835AN,AA,AAL,DEL,VIDP,JFK,KJFK,AA292,AAL292,292,11277.6,112.11,49.3605,11.5593,969.48,0.0,-1.188,4640.0,2025-11-14 09:14:52+00:00
en-route,B77W,A9AB07,B77W,N722AN,AA,AAL,EZE,SAEZ,JFK,KJFK,AA953,AAL953,953,10363.2,174.0,-5.1904,-59.6925,896.368,0.0,0.0,,2025-11-14 09:05:03+00:00
started,B772,AA37CE,B772,N758AN,AA,AAL,MIA,KMIA,MAD,LEMD,AA69,AAL69,69,0.0,140.62,40.4844,-3.5755,0.0,1.0,0.0,6026.0,2025-11-14 09:14:39+00:00
en-route,B789,AB8748,B789,N842AA,AA,AAL,LHR,EGLL,DFW,KDFW,AA78,AAL78,78,11278.8,73.0,46.0563,-35.3057,966.744,0.0,0.0,,2025-11-14 09:04:56+00:00
en-route,B738,ABD010,B738,N860NN,AA,AAL,ORD,KORD,LAX,KLAX,AA999,AAL999,999,11277.6,67.88,35.2596,-114.811,1003.54,0.0,0.0,,2025-11-14 09:14:51+00:00
en-route,A21N,A5A10A,A21N,N462AA,AA,AAL,MCO,KMCO,LAX,KLAX,AA1118,AAL1118,1118,10058.4,118.82,31.8604,-87.432,987.192,0.0,1.188,,2025-11-14 09:14:51+00:00
en-route,B38M,A3484E,B38M,N310RF,AA,AAL,MIA,KMIA,LAX,KLAX,AA2976,AAL2976,2976,10668.0,100.2,33.3939,-108.281,920.16,0.0,0.0,,2025-11-14 09:14:52+00:00
Unknown,A21N,AD5480,A21N,N958XV,AA,AAL,DFW,KDFW,SMF,KSMF,AA1536,AAL1536,1536,10668.0,108.87,37.0554,-109.636,927.684,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B772,AAB202,B772,N789AN,AA,AAL,MIA,KMIA,GIG,SBGL,AA904,AAL904,904,11582.4,334.0,-5.2694,-51.662,938.964,0.0,0.0,,2025-11-14 09:03:58+00:00
en-route,B789,AB9383,B789,N845MD,AA,AAL,LHR,EGLL,ORD,KORD,AA90,AAL90,90,11581.2,74.0,48.3177,-16.2152,903.776,0.0,0.0,,2025-11-14 09:05:00+00:00
Unknown,A21N,A506D1,A21N,N423AN,AA,AAL,MCO,KMCO,PHX,KPHX,AA1865,AAL1865,1865,10058.4,103.52,29.8823,-85.7681,950.508,0.0,0.0,2661.0,2025-11-14 09:14:52+00:00
en-route,B788,AB148E,B788,N813AN,AA,AAL,MIA,KMIA,EZE,SAEZ,AA934,AAL934,934,12192.0,2.0,5.0318,-79.6735,920.444,0.0,0.0,,2025-11-14 09:05:03+00:00
en-route,B38M,A32861,B38M,N302SS,AA,AAL,MIA,KMIA,PHX,KPHX,AA2328,AAL2328,2328,11277.6,114.23,30.9473,-93.8759,934.2,0.0,1.188,,2025-11-14 09:14:52+00:00
en-route,A321,ACF486,A321,N934AA,AA,AAL,MIA,KMIA,LAX,KLAX,AA1729,AAL1729,1729,10058.4,113.49,28.7917,-86.9528,910.728,0.0,0.0,,2025-11-14 09:14:52+00:00
started,A21N,A58103,A21N,N454AL,AA,AAL,DFW,KDFW,SEA,KSEA,AA1209,AAL1209,1209,861.06,181.55,47.3985,-122.31,342.756,0.0,26.928,,2025-11-14 09:14:52+00:00
en-route,A21N,A4B7D3,A21N,N403AN,AA,AAL,DCA,KDCA,PHX,KPHX,AA1751,AAL1751,1751,10675.6,63.06,37.161,-102.423,895.356,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A21N,A59398,A21N,N459AN,AA,AAL,PHX,KPHX,LIH,PHLI,AA684,AAL684,684,8846.82,84.0,21.9706,-156.593,879.7,0.0,0.0,,2025-11-14 09:04:32+00:00
en-route,A21N,A52E50,A21N,N433AN,AA,AAL,PHX,KPHX,OGG,PHOG,AA432,AAL432,432,7018.02,81.0,21.0587,-155.138,803.768,0.0,0.0,,2025-11-14 09:04:33+00:00
en-route,A21N,A4F59C,A21N,N419AN,AA,AAL,MIA,KMIA,LAX,KLAX,AA1994,AAL1994,1994,10462.3,103.13,32.573,-103.354,905.22,0.0,11.7,,2025-11-14 09:14:52+00:00
Unknown,A321,A163F2,A321,N189UW,AA,AAL,DFW,KDFW,SFO,KSFO,AA1005,AAL1005,1005,10058.4,94.0,38.4581,-116.128,931.556,0.0,0.0,,2025-11-14 09:04:50+00:00
en-route,B788,AB236A,B788,N817AN,AA,AAL,MIA,KMIA,GRU,SBGR,AA958,AAL958,958,11574.8,296.0,24.0275,-76.674,783.396,0.0,0.0,,2025-11-14 09:05:39+00:00
en-route,B772,AA57DF,B772,N766AN,AA,AAL,EZE,SAEZ,MIA,KMIA,AA907,AAL907,907,10058.4,163.0,-19.6087,-75.0028,987.116,0.0,0.0,,2025-11-14 09:04:52+00:00
Unknown,B738,AD1218,B738,N941NN,AA,AAL,ORD,KORD,PHX,KPHX,AA1441,AAL1441,1441,11894.8,64.84,36.5283,-103.66,910.512,0.0,-1.188,,2025-11-14 09:14:52+00:00
Unknown,B38M,A35AF8,B38M,N315SD,AA,AAL,MIA,KMIA,UIO,SEQM,AA2162,AAL2162,2162,10972.8,5.0,22.2758,-78.9647,801.916,0.0,0.0,,2025-11-14 09:05:37+00:00
en-route,B788,AB2AD8,B788,N819AN,AA,AAL,FCO,LIRF,DFW,KDFW,AA240,AAL240,240,11879.6,121.78,44.7788,7.7491,910.692,0.0,0.0,5260.0,2025-11-14 09:14:52+00:00
en-route,B772,AA6914,B772,N770AN,AA,AAL,SCL,SCEL,DFW,KDFW,AA945,AAL945,945,9448.8,164.0,-21.634,-75.314,963.04,0.0,0.0,,2025-11-14 09:05:03+00:00
en-route,A321,ADACFD,A321,N980UY,AA,AAL,CLT,KCLT,LAX,KLAX,AA2953,AAL2953,2953,10668.0,96.29,37.4601,-96.7322,980.064,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A321,A0AA2B,A321,N142AN,AA,AAL,PHL,KPHL,LAX,KLAX,AA2004,AAL2004,2004,10066.0,72.82,37.105,-109.999,959.544,0.0,-2.34,,2025-11-14 09:14:52+00:00
en-route,A21N,A515AD,A21N,N427AN,AA,AAL,LIM,SPIM,MIA,KMIA,AA1307,AAL1307,1307,8839.2,154.32,-10.5297,-77.8479,910.332,0.0,-39.78,,2025-11-14 09:14:52+00:00
en-route,A321,AC7A52,A321,N903AA,AA,AAL,DFW,KDFW,LAX,KLAX,AA2320,AAL2320,2320,10050.8,85.19,34.3094,-111.027,949.716,0.0,1.188,,2025-11-14 09:14:52+00:00
Unknown,A21N,A5A4C1,A21N,N463AA,AA,AAL,PHL,KPHL,PHX,KPHX,AA1574,AAL1574,1574,10668.0,70.33,37.5035,-98.6926,924.372,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A321,A695EA,A321,N523UW,AA,AAL,CLT,KCLT,DEN,KDEN,AA2305,AAL2305,2305,3360.42,108.87,35.3612,-81.4084,767.232,0.0,-24.588,,2025-11-14 09:14:52+00:00
Unknown,A321,A6D9C3,A321,N540UW,AA,AAL,CLT,KCLT,SEA,KSEA,AA1559,AAL1559,1559,10058.4,115.79,38.6986,-91.7564,974.916,0.0,0.0,,2025-11-14 09:14:52+00:00
started,B788,AAF47D,B788,N805AN,AA,AAL,PHX,KPHX,HNL,PHNL,AA694,AAL694,694,0.0,163.12,21.3119,-157.946,27.792,1.0,0.0,2470.0,2025-11-14 09:14:30+00:00
Unknown,A21N,A56862,A21N,N448AN,AA,AAL,PHL,KPHL,SFO,KSFO,AA1826,AAL1826,1826,10058.4,83.39,42.1107,-104.756,1014.23,0.0,-1.188,,2025-11-14 09:14:52+00:00
en-route,B38M,A32851,B38M,N302SA,AA,AAL,JFK,KJFK,GEO,SYCJ,AA2694,AAL2694,2694,10363.2,348.0,31.7445,-71.1497,803.768,0.0,0.0,,2025-11-14 09:05:11+00:00
Unknown,A321,A6E131,A321,N542UW,AA,AAL,PHL,KPHL,LAS,KLAS,AA2919,AAL2919,2919,10058.4,74.31,37.6087,-105.461,917.604,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B788,AAFFA2,B788,N808AN,AA,AAL,GRU,SBGR,MIA,KMIA,AA925,AAL925,925,12489.2,155.0,-6.7477,-52.4966,857.476,0.0,0.0,,2025-11-14 09:03:59+00:00
Unknown,A21N,A5CC4C,A21N,N473AN,AA,AAL,CLT,KCLT,LAX,KLAX,AA2967,AAL2967,2967,10066.0,83.66,36.0611,-107.403,922.392,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B772,AA9F6F,B772,N784AN,AA,AAL,LHR,EGLL,LAX,KLAX,AA136,AAL136,136,11277.6,64.0,58.1271,-65.3564,890.812,0.0,0.0,,2025-11-14 09:05:24+00:00
en-route,A321,A6CFFC,A321,N538UW,AA,AAL,DFW,KDFW,ONT,KONT,AA2277,AAL2277,2277,10668.0,87.56,34.2373,-107.178,912.024,0.0,-2.34,,2025-11-14 09:14:52+00:00
en-route,B788,AAE597,B788,N801AC,AA,AAL,AMS,EHAM,PHL,KPHL,AA204,AAL204,204,670.56,143.0,52.5003,4.7036,355.584,0.0,0.0,6327.0,2025-11-14 09:05:24+00:00
Unknown,A321,A14DA8,A321,N183UW,AA,AAL,CLT,KCLT,PDX,KPDX,AA1849,AAL1849,1849,10668.0,104.59,39.2381,-92.2752,970.272,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B77W,A9B275,B77W,N724AN,AA,AAL,MIA,KMIA,EZE,SAEZ,AA900,AAL900,900,10972.8,1.0,20.0533,-79.1568,926.0,0.0,0.0,,2025-11-14 09:05:38+00:00
en-route,B772,AAD5CA,B772,N798AN,AA,AAL,LHR,EGLL,BOS,KBOS,AA108,AAL108,108,11399.5,80.62,50.5609,-3.5873,885.996,0.0,-28.08,5172.0,2025-11-14 09:14:52+00:00
en-route,A321,A0FAF3,A321,N162UW,AA,AAL,CLT,KCLT,PHX,KPHX,AA1578,AAL1578,1578,10050.8,89.21,36.2401,-96.0657,944.604,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B77W,A9C508,B77W,N729AN,AA,AAL,MIA,KMIA,GRU,SBGR,AA930,AAL930,930,10363.2,300.57,20.8369,-70.772,830.268,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B772,AA1A16,B772,N750AN,AA,AAL,GIG,SBGL,MIA,KMIA,AA905,AAL905,905,10668.0,155.0,-3.2144,-54.1248,885.256,0.0,0.0,,2025-11-14 09:03:58+00:00
en-route,B738,AB1D28,B738,N815NN,AA,AAL,ORD,KORD,SFO,KSFO,AA2761,AAL2761,2761,10660.4,85.39,40.068,-105.391,968.004,0.0,-1.188,,2025-11-14 09:14:52+00:00
Unknown,A321,A6C4D7,A321,N535UW,AA,AAL,CLT,KCLT,SFO,KSFO,AA2294,AAL2294,2294,10058.4,81.0,38.6494,-117.566,983.412,0.0,0.0,,2025-11-14 09:04:48+00:00
en-route,B789,AB7613,B789,N838AA,AA,AAL,JFK,KJFK,GRU,SBGR,AA950,AAL950,950,12192.0,349.0,28.1345,-68.5568,831.548,0.0,0.0,,2025-11-14 09:05:09+00:00
en-route,B77W,A9CB18,B77W,N730AN,AA,AAL,EZE,SAEZ,MIA,KMIA,AA931,AAL931,931,9296.4,105.36,-33.7928,-61.3888,950.724,0.0,-14.04,,2025-11-14 09:14:51+00:00
landed,B77W,A9C151,B77W,N728AN,AA,AAL,GRU,SBGR,MIA,KMIA,AA929,AAL929,929,0.0,253.0,-23.4287,-46.4689,27.78,1.0,0.0,3374.0,2025-11-14 09:05:35+00:00
en-route,B789,AB5FC9,B789,N832AA,AA,AAL,GRU,SBGR,DFW,KDFW,AA963,AAL963,963,11887.2,152.0,-10.4587,-50.6569,875.996,0.0,0.0,,2025-11-14 09:03:59+00:00
en-route,B77W,A9B9E3,B77W,N726AN,AA,AAL,LHR,EGLL,MIA,KMIA,AA56,AAL56,56,10668.0,77.0,46.1983,-26.1495,933.408,0.0,0.0,,2025-11-14 09:04:56+00:00
en-route,B789,AB4E94,B789,N828AA,AA,AAL,DFW,KDFW,GRU,SBGR,AA962,AAL962,962,12192.0,315.5,15.82,-81.5469,908.856,0.0,-1.188,,2025-11-14 09:14:51+00:00
en-route,B77W,A9D9F7,B77W,N734AR,AA,AAL,JFK,KJFK,EZE,SAEZ,AA954,AAL954,954,10668.0,21.19,35.4635,-76.6137,901.764,0.0,0.0,,2025-11-14 09:14:52+00:00
landed,B772,AAC6EE,B772,N794AN,AA,AAL,LHR,EGLL,CLT,KCLT,AA732,AAL732,732,0.0,180.0,51.4742,-0.4641,0.0,1.0,0.0,5163.0,2025-11-14 09:04:12+00:00
started,A321,A178DE,A321,N194UW,AA,AAL,DFW,KDFW,LAX,KLAX,AA2245,AAL2245,2245,3810.0,95.13,33.759,-117.726,766.08,0.0,14.04,,2025-11-14 09:14:52+00:00
en-route,B77W,A9A399,B77W,N720AN,AA,AAL,LHR,EGLL,LAX,KLAX,AA134,AAL134,134,10668.0,90.0,66.5764,-33.9614,946.372,0.0,0.0,,2025-11-14 09:05:47+00:00
en-route,B38M,A34C57,B38M,N311UN,AA,AAL,MIA,KMIA,PHX,KPHX,AA1408,AAL1408,1408,10668.0,133.72,30.4815,-86.8953,935.244,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B772,AAB812,B772,N790AN,AA,AAL,MIA,KMIA,GRU,SBGR,AA906,AAL906,906,11582.4,312.5,17.651,-66.2082,869.076,0.0,0.0,,2025-11-14 09:14:51+00:00
en-route,B772,AAAE4B,B772,N788AN,AA,AAL,MIA,KMIA,SCL,SCEL,AA912,AAL912,912,11574.8,351.52,23.108,-79.3535,866.952,0.0,0.0,,2025-11-14 09:14:30+00:00
en-route,B77W,A9D640,B77W,N733AR,AA,AAL,LHR,EGLL,DFW,KDFW,AA80,AAL80,80,11277.6,72.92,49.9622,-7.0047,869.94,0.0,0.0,,2025-11-14 09:14:51+00:00
en-route,B738,AB4C15,B738,N827NN,AA,AAL,DFW,KDFW,LAS,KLAS,AA2921,AAL2921,2921,11277.6,99.79,34.9698,-104.944,903.96,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B77W,A9961B,B77W,N717AN,AA,AAL,LHR,EGLL,JFK,KJFK,AA104,AAL104,104,8229.6,80.28,50.6627,-2.6963,822.996,0.0,0.0,5150.0,2025-11-14 09:14:52+00:00
en-route,B772,AA28F2,B772,N754AN,AA,AAL,DFW,KDFW,HNL,PHNL,AA102,AAL102,102,11887.2,72.0,28.3431,-137.46,857.476,0.0,0.0,,2025-11-14 09:04:32+00:00
en-route,B772,AAC337,B772,N793AN,AA,AAL,SCL,SCEL,MIA,KMIA,AA957,AAL957,957,11887.2,164.0,-13.8145,-77.5467,976.004,0.0,0.0,,2025-11-14 09:05:02+00:00
en-route,A21N,A57997,A21N,N452AN,AA,AAL,MIA,KMIA,SEA,KSEA,AA2142,AAL2142,2142,10058.4,135.22,38.2126,-93.4867,1007.06,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A21N,A57229,A21N,N450AN,AA,AAL,MIA,KMIA,LIM,SPIM,AA918,AAL918,918,853.44,86.94,25.779,-80.4816,346.824,0.0,-12.888,,2025-11-14 09:14:52+00:00
Unknown,B772,AA4903,B772,N762AN,AA,AAL,GRU,SBGR,MIA,KMIA,AA995,AAL995,995,11887.2,152.0,-10.0716,-50.857,850.068,0.0,0.0,,2025-11-14 09:04:00+00:00
en-route,A21N,A50A88,A21N,N424AN,AA,AAL,CLT,KCLT,PHX,KPHX,AA2001,AAL2001,2001,10058.4,84.67,33.799,-83.7044,996.984,0.0,0.0,766.0,2025-11-14 09:14:52+00:00
Unknown,A321,A09533,A321,N137AA,AA,AAL,CLT,KCLT,ONT,KONT,AA1920,AAL1920,1920,10668.0,89.78,37.0036,-93.4102,964.908,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B788,AC308F,B788,N885BP,AA,AAL,DFW,KDFW,OGG,PHOG,AA116,AAL116,116,11888.4,74.0,30.9742,-124.265,1044.53,0.0,0.0,,2025-11-14 09:04:51+00:00
en-route,A321,A01FEE,A321,N107NN,AA,AAL,JFK,KJFK,SFO,KSFO,AA276,AAL276,276,10668.0,91.23,42.527,-94.5495,950.292,0.0,0.0,,2025-11-14 09:14:52+00:00
Unknown,A321,ACB636,A321,N918US,AA,AAL,CLT,KCLT,SMF,KSMF,AA2464,AAL2464,2464,10668.0,104.53,38.8966,-92.7275,981.468,0.0,0.0,774.0,2025-11-14 09:14:52+00:00
en-route,B38M,A3B8F5,B38M,N339TP,AA,AAL,EWR,KEWR,PHX,KPHX,AA2669,AAL2669,2669,11277.6,87.78,40.7877,-79.4444,956.34,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A21N,A56C19,A21N,N449AN,AA,AAL,BOS,KBOS,PHX,KPHX,AA2701,AAL2701,2701,11262.4,82.41,42.3623,-78.9661,911.772,0.0,0.0,701.0,2025-11-14 09:14:52+00:00
en-route,B38M,A33766,B38M,N306UH,AA,AAL,JFK,KJFK,MEX,MMMX,AA2996,AAL2996,2996,11277.6,53.73,34.5595,-83.1816,923.472,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A321,A742C2,A321,N567UW,AA,AAL,CLT,KCLT,LAS,KLAS,AA1474,AAL1474,1474,10668.0,104.19,36.8259,-90.553,1004.8,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B772,AA7082,B772,N772AN,AA,AAL,LHR,EGLL,CLT,KCLT,AA734,AAL734,734,11887.2,77.0,47.8709,-30.8984,987.116,0.0,0.0,,2025-11-14 09:05:00+00:00
en-route,A321,A01C37,A321,N106NN,AA,AAL,JFK,KJFK,LAX,KLAX,AA10,AAL10,10,10675.6,82.71,41.6731,-89.9169,948.492,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,A321,A014C9,A321,N104NN,AA,AAL,JFK,KJFK,LAX,KLAX,AA28,AAL28,28,10066.0,71.25,39.4918,-103.584,944.676,0.0,-1.188,,2025-11-14 09:14:52+00:00
en-route,A21N,A5C895,A21N,N472AN,AA,AAL,MIA,KMIA,PDX,KPDX,AA2889,AAL2889,2889,10058.4,131.99,36.2363,-99.8418,946.8,0.0,0.0,,2025-11-14 09:14:51+00:00
en-route,B738,AD6116,B738,N961NN,AA,AAL,MIA,KMIA,DEN,KDEN,AA1003,AAL1003,1003,11277.6,128.07,32.3985,-87.0163,955.116,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B38M,A33E85,B38M,N308RD,AA,AAL,JFK,KJFK,PHX,KPHX,AA1280,AAL1280,1280,11277.6,71.24,39.7276,-94.2017,927.108,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B738,ABC649,B738,N858NN,AA,AAL,ORD,KORD,SEA,KSEA,AA2442,AAL2442,2442,8625.84,92.04,47.4078,-120.496,883.98,0.0,24.588,,2025-11-14 09:14:52+00:00
en-route,A321,A06DB4,A321,N127AA,AA,AAL,PHL,KPHL,SAN,KSAN,AA1166,AAL1166,1166,10668.0,80.32,39.3366,-94.3912,946.908,0.0,0.0,1045.0,2025-11-14 09:14:52+00:00
en-route,B788,AC053F,B788,N874AN,AA,AAL,GIG,SBGL,JFK,KJFK,AA973,AAL973,973,11887.2,158.0,3.6685,-57.1453,885.256,0.0,0.0,,2025-11-14 09:05:03+00:00
en-route,B789,AB6380,B789,N833AA,AA,AAL,JFK,KJFK,DEL,VIDP,AA293,AAL293,293,12192.0,223.62,43.7145,-69.7576,869.796,0.0,-1.188,,2025-11-14 09:14:52+00:00
en-route,B788,AB10CB,B788,N812AA,AA,AAL,JFK,KJFK,GIG,SBGL,AA974,AAL974,974,12193.2,339.0,27.1594,-66.7989,822.288,0.0,0.0,,2025-11-14 09:05:39+00:00
en-route,B772,AAA6DD,B772,N786AN,AA,AAL,MIA,KMIA,EZE,SAEZ,AA908,AAL908,908,11582.4,359.0,0.3724,-79.8432,914.888,0.0,0.0,,2025-11-14 09:05:03+00:00
en-route,B789,AB8B0B,B789,N843AN,AA,AAL,DFW,KDFW,EZE,SAEZ,AA996,AAL996,996,11582.4,325.63,16.1463,-88.7943,908.712,0.0,-2.34,5722.0,2025-11-14 09:14:51+00:00
Unknown,B789,AB839D,B789,N841AN,AA,AAL,HND,RJTT,JFK,KJFK,AA167,AAL167,167,11582.4,230.0,47.7808,155.649,844.512,0.0,0.0,,2025-11-14 09:05:05+00:00
en-route,B789,AB9630,B789,N846AN,AA,AAL,EZE,SAEZ,DFW,KDFW,AA997,AAL997,997,11887.2,116.0,-31.2341,-69.1955,1050.08,0.0,0.0,,2025-11-14 09:05:36+00:00
en-route,B788,ABFA24,B788,N871AY,AA,AAL,MIA,KMIA,GIG,SBGL,AA964,AAL964,964,4038.6,304.96,25.4802,-79.8669,601.128,0.0,-21.06,,2025-11-14 09:14:52+00:00
Unknown,A21N,A4D42D,A21N,N410AN,AA,AAL,DFW,KDFW,ANC,PANC,AA2572,AAL2572,2572,10058.4,131.0,43.557,-109.908,938.964,0.0,0.0,,2025-11-14 09:04:48+00:00
en-route,A321,A74679,A321,N568UW,AA,AAL,CLT,KCLT,LAX,KLAX,AA2074,AAL2074,2074,10668.0,93.1,35.8512,-85.4327,992.268,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B789,AB5C12,B789,N831AA,AA,AAL,JFK,KJFK,HND,RJTT,AA168,AAL168,168,10363.2,70.93,35.8429,144.378,1156.14,0.0,-1.188,,2025-11-14 09:14:51+00:00
en-route,B789,AB349F,B789,N821AN,AA,AAL,DFW,KDFW,AKL,NZAA,AA34,AAL34,34,11270.3,58.0,15.3803,-141.589,983.412,0.0,0.0,,2025-11-14 09:04:32+00:00
en-route,B789,AB9D9E,B789,N848AN,AA,AAL,DFW,KDFW,BNE,YBBN,AA8,AAL8,8,11581.2,51.0,19.6637,-140.098,976.004,0.0,0.0,,2025-11-14 09:04:28+00:00
Unknown,A321,A699A1,A321,N524UW,AA,AAL,DFW,KDFW,SEA,KSEA,AA3075,AAL3075,3075,10363.2,120.0,44.6793,-112.573,944.52,0.0,0.0,,2025-11-14 09:04:48+00:00
Unknown,A321,A0CFBD,A321,N151UW,AA,AAL,CLT,KCLT,SAN,KSAN,AA3293,AAL3293,3293,10675.6,93.64,36.1276,-86.9429,963.144,0.0,0.0,,2025-11-14 09:14:52+00:00
en-route,B788,AC1DF7,B788,N880BJ,AA,AAL,ORD,KORD,HNL,PHNL,AA74,AAL74,74,11887.2,60.0,31.6272,-127.027,916.74,0.0,0.0,,2025-11-14 09:05:05+00:00
en-route,B789,ABA155,B789,N849AN,AA,AAL,BNE,YBBN,DFW,KDFW,AA7,AAL7,7,10972.8,237.0,14.6457,-128.954,837.104,0.0,0.0,,2025-11-14 09:04:30+00:00
Unknown,A321,A708B0,A321,N552UW,AA,AAL,PHL,KPHL,PHX,KPHX,AA3239,AAL3239,3239,10050.8,84.13,39.7418,-87.3431,923.436,0.0,0.0,,2025-11-14 09:14:52+00:00
