airline_iata,airline_icao,arrival_iata,arrival_icao,arrival_terminal,arrival_time,codeshares,departure_iata,departure_icao,departure_terminal,departure_time,flight_number,reg_number
AA,AAL,JFK,KJFK,8,2025-11-09 07:11:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1568'}, {'airline_code': 'BA', 'flight_number': '2497'}, {'airline_code': 'CX', 'flight_number': '7723'}, {'airline_code': 'EY', 'flight_number': '3070'}, {'airline_code': 'JL', 'flight_number': '7453'}, {'airline_code': 'MH', 'flight_number': '9472'}, {'airline_code': 'QF', 'flight_number': '4646'}]",BOS,KBOS,B,2025-11-09 06:00:00+00:00,1,['N151UW']
AA,AAL,JFK,KJFK,8,2025-11-09 05:53:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1749'}, {'airline_code': 'BA', 'flight_number': '4314'}, {'airline_code': 'EY', 'flight_number': '3002'}, {'airline_code': 'HU', 'flight_number': '8902'}, {'airline_code': 'QF', 'flight_number': '3089'}, {'airline_code': 'TN', 'flight_number': '1108'}]",LAX,KLAX,4,2025-11-09 21:15:00+00:00,10,"['N101NN', 'N102NN', 'N103NN', 'N104NN', 'N105NN', 'N106NN', 'N107NN', 'N108NN', 'N109NN', 'N110AN', 'N111ZM', 'N112AN', 'N113AN', 'N114NN', 'N115NN', 'N116AN', 'N117AN']"
AA,AAL,LHR,EGLL,3,2025-11-09 06:20:00+00:00,"[{'airline_code': 'AY', 'flight_number': '4012'}, {'airline_code': 'BA', 'flight_number': '1511'}, {'airline_code': 'GF', 'flight_number': '6654'}, {'airline_code': 'IB', 'flight_number': '4218'}, {'airline_code': 'LY', 'flight_number': '8051'}, {'airline_code': 'QR', 'flight_number': '5290'}]",JFK,KJFK,8,2025-11-09 18:15:00+00:00,100,"['N756AM', 'N759AN', 'N760AN', 'N773AN', 'N788AN', 'N717AN', 'N718AN', 'N719AN', 'N720AN', 'N721AN', 'N722AN', 'N723AN', 'N724AN', 'N725AN', 'N726AN', 'N727AN', 'N728AN', 'N729AN', 'N730AN', 'N731AN', 'N732AN', 'N733AR', 'N734AR', 'N735AT', 'N736AT']"
AA,AAL,TPA,KTPA,,2025-11-09 15:41:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1179'}, {'airline_code': 'BA', 'flight_number': '4867'}, {'airline_code': 'JL', 'flight_number': '7402'}, {'airline_code': 'QF', 'flight_number': '4829'}]",DFW,KDFW,C,2025-11-09 12:15:00+00:00,1000,['N555AN']
AA,AAL,CUN,MMUN,3,2025-11-09 13:52:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7278'}]",DFW,KDFW,D,2025-11-09 11:10:00+00:00,1001,"['N127AA', 'N134AN', 'N135NN', 'N138AN', 'N141NN', 'N144AN', 'N149AN', 'N151AN', 'N152AA', 'N153AN', 'N154AA', 'N155NN', 'N156AN', 'N158AN', 'N159AN', 'N160AN', 'N161AA', 'N803NN', 'N847NN', 'N885NN', 'N904NN', 'N955NN']"
AA,AAL,DFW,KDFW,C,2025-11-09 22:24:00+00:00,"[{'airline_code': 'BA', 'flight_number': '4970'}, {'airline_code': 'JJ', 'flight_number': '2386'}, {'airline_code': 'LA', 'flight_number': '8205'}]",MIA,KMIA,N,2025-11-09 20:18:00+00:00,1002,"['N137AA', 'N144AN', 'N150NN', 'N151AN', 'N152AA', 'N810NN', 'N896NN', 'N901NN', 'N918NN', 'N920NN', 'N923NN', 'N966AN', 'N196AA', 'N678AN', 'N691AA', 'N343AN', 'N351AA', 'N353AA', 'N380AN', 'N382AN', 'N384AA', 'N387AM', 'N394AN']"
AA,AAL,DFW,KDFW,C,2025-11-09 08:03:00+00:00,"[{'airline_code': 'BA', 'flight_number': '5419'}]",DEN,KDEN,,2025-11-09 05:05:00+00:00,1003,Unknown
AA,AAL,DFW,KDFW,A,2025-11-09 09:52:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1876'}, {'airline_code': 'BA', 'flight_number': '4391'}, {'airline_code': 'JL', 'flight_number': '7235'}]",AUS,KAUS,,2025-11-09 08:45:00+00:00,1004,['N145AN']
AA,AAL,DFW,KDFW,D,2025-11-09 11:49:00+00:00,"[{'airline_code': 'BA', 'flight_number': '5339'}]",SJD,MMSD,2,2025-11-09 07:55:00+00:00,1005,Unknown
AA,AAL,BOS,KBOS,B,2025-11-09 13:31:00+00:00,"[{'airline_code': 'JJ', 'flight_number': '2218'}, {'airline_code': 'LA', 'flight_number': '8742'}]",MIA,KMIA,N,2025-11-09 10:07:00+00:00,1006,"['N135NN', 'N136AN', 'N137AA', 'N140AN', 'N145AN', 'N148AN', 'N153AN', 'N156AN', 'N158AN', 'N163AA', 'N988AL', 'N875NN', 'N881NN', 'N889NN', 'N897NN', 'N921NN', 'N940NN', 'N979NN', 'N174AA', 'N185AN', 'N186AN', 'N689AA']"
AA,AAL,GCM,MWCR,,2025-11-09 19:09:00+00:00,Unknown,MIA,KMIA,N,2025-11-09 18:40:00+00:00,1007,"['N12028', 'N8001N', 'N8031M', 'N90024', 'N9012', 'N9013A', 'N9015D', 'N9016', 'N9021H', 'N9023N', 'N9025B', 'N9029F']"
AA,AAL,IAD,KIAD,,2025-11-09 00:27:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1877'}, {'airline_code': 'QF', 'flight_number': '4813'}]",DFW,KDFW,C,2025-11-09 20:30:00+00:00,1008,['N437AA']
AA,AAL,MCO,KMCO,B,2025-11-09 11:09:00+00:00,Unknown,DFW,KDFW,A,2025-11-09 07:30:00+00:00,1009,"['N118NN', 'N184AN']"
AA,AAL,JFK,KJFK,8,2025-11-09 13:00:00+00:00,"[{'airline_code': 'AY', 'flight_number': '4011'}, {'airline_code': 'BA', 'flight_number': '1516'}, {'airline_code': 'GF', 'flight_number': '6631'}, {'airline_code': 'IB', 'flight_number': '4219'}, {'airline_code': 'LY', 'flight_number': '8066'}, {'airline_code': 'MH', 'flight_number': '9393'}, {'airline_code': 'QR', 'flight_number': '5569'}]",LHR,EGLL,3,2025-11-09 10:15:00+00:00,101,"['N751AN', 'N754AN', 'N756AM', 'N757AN', 'N759AN', 'N760AN', 'N761AJ', 'N768AA', 'N773AN', 'N785AN', 'N788AN', 'N795AN', 'N798AN']"
AA,AAL,STL,KSTL,1,2025-11-09 22:32:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1881'}, {'airline_code': 'BA', 'flight_number': '4941'}, {'airline_code': 'GF', 'flight_number': '4330'}]",DFW,KDFW,C,2025-11-09 20:45:00+00:00,1010,Unknown
AA,AAL,LGA,KLGA,B,2025-11-09 09:58:00+00:00,"[{'airline_code': 'BA', 'flight_number': '6896'}]",MIA,KMIA,N,2025-11-09 07:00:00+00:00,1011,"['N139AN', 'N153AN', 'N808NN', 'N810NN', 'N818NN', 'N821NN', 'N840NN', 'N843NN', 'N849NN', 'N851NN', 'N852NN', 'N854NN', 'N856NN', 'N861NN', 'N871NN', 'N872NN', 'N876NN', 'N878NN', 'N879NN', 'N893NN', 'N922AN', 'N925NN', 'N926NN', 'N928NN', 'N929NN', 'N933NN', 'N945NN', 'N963NN', 'N967NN', 'N972NN', 'N976NN', 'N992AN']"
AA,AAL,DFW,KDFW,A,2025-11-09 09:50:00+00:00,"[{'airline_code': 'BA', 'flight_number': '6777'}, {'airline_code': 'JL', 'flight_number': '7357'}]",RSW,KRSW,,2025-11-09 08:04:00+00:00,1012,"['N809NN', 'N817NN', 'N820NN', 'N946NN', 'N952NN', 'N958NN', 'N977NN', 'N979AN', 'N982AN']"
AA,AAL,GUA,MGGT,,2025-11-09 18:52:00+00:00,Unknown,DFW,KDFW,A,2025-11-09 16:35:00+00:00,1013,"['N801NN', 'N803NN', 'N804NN', 'N812NN', 'N814NN', 'N820NN', 'N825NN', 'N829NN', 'N830NN', 'N833NN', 'N843NN', 'N852NN', 'N855NN', 'N859NN', 'N861NN', 'N864NN', 'N866NN', 'N874NN', 'N877NN', 'N884NN', 'N891NN', 'N893NN', 'N903NN', 'N906NN', 'N907NN', 'N912NN', 'N913NN', 'N918NN', 'N921NN', 'N925NN', 'N927NN', 'N931AN', 'N931NN', 'N936NN', 'N943NN', 'N947NN', 'N955NN', 'N962NN', 'N966NN', 'N972NN', 'N978NN', 'N980AN', 'N982AN', 'N982NN', 'N983AN']"
AA,AAL,MIA,KMIA,N,2025-11-09 11:24:00+00:00,"[{'airline_code': 'BA', 'flight_number': '1704'}, {'airline_code': 'IB', 'flight_number': '7114'}]",SJU,TJSJ,B,2025-11-09 08:41:00+00:00,1014,"['N803NN', 'N822NN', 'N831NN', 'N858NN', 'N880NN', 'N916NN', 'N919NN', 'N935NN', 'N960NN', 'N977NN', 'N177AN', 'N187AN', 'N190AA', 'N194AA', 'N196AA', 'N691AA']"
AA,AAL,LAX,KLAX,4,2025-11-09 15:52:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1600'}]",EGE,KEGE,,2025-11-09 14:30:00+00:00,1015,['N9018E']
AA,AAL,STL,KSTL,1,Unknown,Unknown,ORD,KORD,3,Unknown,1017,Unknown
AA,AAL,ORD,KORD,3,2025-11-09 19:25:00+00:00,Unknown,RSW,KRSW,,2025-11-09 17:15:00+00:00,1018,"['N805NN', 'N829NN', 'N848NN', 'N854NN', 'N885NN', 'N890NN', 'N903NN', 'N907NN', 'N925AN', 'N926NN', 'N961AN', 'N967NN', 'N976NN', 'N977NN']"
AA,AAL,COS,KCOS,,2025-11-09 20:03:00+00:00,"[{'airline_code': 'BA', 'flight_number': '4817'}]",DFW,KDFW,C,2025-11-09 19:10:00+00:00,1019,Unknown
AA,AAL,DFW,KDFW,A,2025-11-09 08:43:00+00:00,"[{'airline_code': 'BA', 'flight_number': '2372'}, {'airline_code': 'QF', 'flight_number': '3279'}]",HNL,PHNL,M,2025-11-09 20:00:00+00:00,102,"['N343AN', 'N344AN', 'N347AN', 'N350AN', 'N351AA', 'N353AA', 'N354AA', 'N361AA', 'N362AA', 'N368AA', 'N369AA', 'N373AA', 'N377AN', 'N379AA', 'N380AN', 'N382AN', 'N383AN', 'N385AM', 'N387AM', 'N389AA', 'N390AA', 'N39356', 'N39365', 'N394AN', 'N396AN', 'N397AN', 'N399AN']"
AA,AAL,ORD,KORD,3,2025-11-09 05:19:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1212'}, {'airline_code': 'EY', 'flight_number': '3031'}, {'airline_code': 'IB', 'flight_number': '4335'}, {'airline_code': 'JL', 'flight_number': '7548'}, {'airline_code': 'QF', 'flight_number': '3154'}]",SFO,KSFO,2,2025-11-09 22:59:00+00:00,1020,['N889NN']
AA,AAL,PTY,MPTO,,2025-11-09 11:54:00+00:00,Unknown,MIA,KMIA,N,2025-11-09 09:46:00+00:00,1021,"['N812NN', 'N838NN', 'N839NN', 'N841NN', 'N848NN', 'N852NN', 'N857NN', 'N865NN', 'N868NN', 'N873NN', 'N929NN', 'N989AN', 'N992AN']"
AA,AAL,SAN,KSAN,2,2025-11-09 19:53:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1070'}, {'airline_code': 'BA', 'flight_number': '5079'}, {'airline_code': 'CX', 'flight_number': '7580'}, {'airline_code': 'GF', 'flight_number': '6530'}, {'airline_code': 'IB', 'flight_number': '4592'}, {'airline_code': 'QR', 'flight_number': '5182'}]",ORD,KORD,3,2025-11-09 17:42:00+00:00,1022,"['N801NN', 'N817NN', 'N818NN', 'N822NN', 'N823NN', 'N836NN', 'N838NN', 'N847NN', 'N848NN', 'N851NN', 'N854NN', 'N878NN', 'N885NN', 'N898NN', 'N901NN', 'N904NN', 'N905AN', 'N910NN', 'N915AN', 'N915NN', 'N920AN', 'N928NN', 'N929NN', 'N937AN', 'N939AN', 'N940NN', 'N943NN', 'N951NN', 'N953NN', 'N957AN', 'N959AN', 'N964AN', 'N964NN', 'N965NN', 'N971NN', 'N973NN', 'N976NN', 'N981NN']"
AA,AAL,LAX,KLAX,4,2025-11-09 23:35:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1621'}]",DFW,KDFW,A,2025-11-09 22:17:00+00:00,1023,"['N122NN', 'N124AA', 'N127AA', 'N134AN', 'N135NN', 'N136AN', 'N137AA', 'N138AN', 'N139AN', 'N140AN', 'N141NN', 'N142AN', 'N143AN', 'N144AN', 'N145AN', 'N147AA', 'N148AN', 'N149AN', 'N150NN', 'N152AA', 'N153AN', 'N154AA', 'N155NN', 'N156AN', 'N157AA', 'N158AN', 'N159AN', 'N160AN', 'N162AA', 'N163AA', 'N988AL', 'N368AA']"
AA,AAL,MIA,KMIA,N,2025-11-09 20:17:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1492'}, {'airline_code': 'GF', 'flight_number': '4135'}, {'airline_code': 'IB', 'flight_number': '7160'}, {'airline_code': 'JJ', 'flight_number': '2113'}, {'airline_code': 'LA', 'flight_number': '8737'}, {'airline_code': 'MH', 'flight_number': '9404'}, {'airline_code': 'QF', 'flight_number': '3297'}, {'airline_code': 'TN', 'flight_number': '1206'}]",LAX,KLAX,6,2025-11-09 12:05:00+00:00,1024,"['N173AN', 'N176AA', 'N177AN', 'N198AA', 'N342AN', 'N343AN', 'N344AN', 'N345AN', 'N347AN', 'N348AN', 'N350AN', 'N351AA', 'N361AA', 'N362AA', 'N368AA', 'N369AA', 'N373AA', 'N377AN', 'N379AA', 'N380AN', 'N381AN', 'N383AN', 'N384AA', 'N385AM', 'N387AM', 'N388AA', 'N390AA', 'N392AN', 'N39356', 'N39365', 'N393AN', 'N394AN', 'N395AN', 'N396AN', 'N397AN', 'N399AN', 'N727AN']"
AA,AAL,SMF,KSMF,A,2025-11-09 01:30:00+00:00,Unknown,DFW,KDFW,D,2025-11-09 23:59:00+00:00,1025,"['N961AN', 'N988NN']"
AA,AAL,MIA,KMIA,N,2025-11-09 11:20:00+00:00,"[{'airline_code': 'IB', 'flight_number': '4536'}]",SDQ,MDSD,,2025-11-09 09:00:00+00:00,1026,Unknown
AA,AAL,MCO,KMCO,B,2025-11-09 12:47:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1024'}]",ORD,KORD,3,2025-11-09 09:10:00+00:00,1027,Unknown
AA,AAL,AUA,TNCA,,2025-11-09 14:26:00+00:00,"[{'airline_code': 'IB', 'flight_number': '4076'}]",MIA,KMIA,N,2025-11-09 11:41:00+00:00,1028,"['N809NN', 'N830NN', 'N847NN', 'N939NN', 'N941NN']"
AA,AAL,ORD,KORD,3,2025-11-09 17:23:00+00:00,"[{'airline_code': 'AY', 'flight_number': '4065'}, {'airline_code': 'BA', 'flight_number': '8673'}, {'airline_code': 'GF', 'flight_number': '6403'}, {'airline_code': 'IB', 'flight_number': '7167'}, {'airline_code': 'QR', 'flight_number': '5367'}, {'airline_code': 'RJ', 'flight_number': '7464'}]",LAS,KLAS,1,2025-11-09 11:40:00+00:00,1029,"['N800NN', 'N801NN', 'N807NN', 'N813NN', 'N815NN', 'N816NN', 'N818NN', 'N819NN', 'N822NN', 'N823NN', 'N825NN', 'N829NN', 'N830NN', 'N832NN', 'N833NN', 'N837NN', 'N838NN', 'N841NN', 'N855NN', 'N856NN', 'N861NN', 'N863NN', 'N867NN', 'N869NN', 'N872NN', 'N874NN', 'N878NN', 'N881NN', 'N882NN', 'N886NN', 'N898NN', 'N903AN', 'N908AN', 'N909NN', 'N910NN', 'N912AN', 'N915NN', 'N919AN', 'N920NN', 'N921AN', 'N923NN', 'N926AN', 'N927NN', 'N929AN', 'N930AN', 'N930NN', 'N942NN', 'N946AN', 'N946NN', 'N947NN', 'N950NN', 'N951NN', 'N953AN', 'N954AN', 'N956AN', 'N956NN', 'N961NN', 'N964AN', 'N964NN', 'N968NN', 'N972AN', 'N973AN', 'N975AN', 'N980AN', 'N980NN', 'N981NN', 'N983NN', 'N987NN', 'N989AN']"
AA,AAL,SJC,KSJC,A,2025-11-09 12:46:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1987'}, {'airline_code': 'BA', 'flight_number': '6888'}]",DFW,KDFW,A,2025-11-09 11:10:00+00:00,103,"['N800NN', 'N807NN', 'N809NN', 'N810NN', 'N816NN', 'N820NN', 'N824NN', 'N839NN', 'N844NN', 'N848NN', 'N851NN', 'N854NN', 'N864NN', 'N866NN', 'N868NN', 'N870NN', 'N877NN', 'N879NN', 'N884NN', 'N887NN', 'N891NN', 'N894NN', 'N896NN', 'N897NN', 'N898NN', 'N899NN', 'N904NN', 'N909AN', 'N910NN', 'N912NN', 'N914AN', 'N917AN', 'N919NN', 'N920NN', 'N923NN', 'N925AN', 'N931NN', 'N933NN', 'N942AN', 'N945AN', 'N953AN', 'N955NN', 'N956AN', 'N962NN', 'N963AN', 'N964AN', 'N969NN', 'N970AN', 'N972NN', 'N976AN', 'N977NN', 'N979AN', 'N981AN', 'N981NN', 'N987AN', 'N988NN', 'N991AN', 'N991NN']"
AA,AAL,MIA,KMIA,N,2025-11-09 11:23:00+00:00,"[{'airline_code': 'IB', 'flight_number': '4050'}]",SAP,MHLM,,2025-11-09 07:00:00+00:00,1030,['N9013A']
AA,AAL,SJO,MROC,M,2025-11-09 19:19:00+00:00,"[{'airline_code': 'BA', 'flight_number': '5071'}]",MIA,KMIA,N,2025-11-09 18:25:00+00:00,1031,"['N809NN', 'N812NN', 'N820NN', 'N824NN', 'N832NN', 'N847NN', 'N854NN', 'N857NN', 'N860NN', 'N862NN', 'N865NN', 'N875NN', 'N881NN', 'N884NN', 'N908NN', 'N916NN', 'N923NN', 'N938NN', 'N942NN', 'N951NN', 'N973NN', 'N981NN', 'N984NN', 'N986NN']"
AA,AAL,DFW,KDFW,D,2025-11-09 20:29:00+00:00,Unknown,LIR,MRLB,,2025-11-09 15:18:00+00:00,1032,"['N4032T', 'N9015D', 'N813NN', 'N852NN', 'N855NN', 'N870NN', 'N879NN', 'N881NN', 'N890NN', 'N901NN', 'N902NN', 'N952NN', 'N992AN']"
AA,AAL,DCA,KDCA,C,2025-11-09 10:58:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1882'}]",DFW,KDFW,A,2025-11-09 07:00:00+00:00,1033,"['N118NN', 'N120EE', 'N124AA', 'N128AN', 'N129AA', 'N130AN', 'N131NN', 'N134AN', 'N138AN', 'N140AN', 'N141NN', 'N142AN', 'N143AN', 'N144AN', 'N147AA', 'N148AN', 'N149AN', 'N151AN', 'N152AA', 'N153AN', 'N154AA', 'N155NN', 'N156AN', 'N158AN', 'N159AN', 'N160AN', 'N162AA', 'N163AA', 'N842NN']"
AA,AAL,PHX,KPHX,4,2025-11-09 11:17:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1775'}]",SNA,KSNA,B,2025-11-09 10:00:00+00:00,1034,Unknown
AA,AAL,RNO,KRNO,,2025-11-09 10:33:00+00:00,"[{'airline_code': 'BA', 'flight_number': '1995'}, {'airline_code': 'QF', 'flight_number': '4475'}]",DFW,KDFW,A,2025-11-09 09:05:00+00:00,1035,"['N809NN', 'N812NN', 'N823NN', 'N834NN', 'N841NN', 'N844NN', 'N847NN', 'N850NN', 'N851NN', 'N855NN', 'N867NN', 'N877NN', 'N880NN', 'N891NN', 'N895NN', 'N899NN', 'N902NN', 'N913NN', 'N922NN', 'N925NN', 'N935NN', 'N937NN', 'N942NN', 'N947NN', 'N978NN', 'N982AN', 'N990NN', 'N993NN', 'N7520A', 'N965TW']"
AA,AAL,MIA,KMIA,N,2025-11-09 12:52:00+00:00,"[{'airline_code': 'BA', 'flight_number': '5782'}, {'airline_code': 'IB', 'flight_number': '7045'}]",AUA,TNCA,,2025-11-09 09:50:00+00:00,1036,"['N863NN', 'N902NN', 'N929NN', 'N983AN', 'N989NN']"
AA,AAL,MIA,KMIA,N,2025-11-09 20:50:00+00:00,"[{'airline_code': 'BA', 'flight_number': '2539'}, {'airline_code': 'LA', 'flight_number': '8663'}, {'airline_code': 'XL', 'flight_number': '6219'}]",EWR,KEWR,A,2025-11-09 17:37:00+00:00,1037,"['N830NN', 'N859NN', 'N875NN', 'N904NN', 'N910AN', 'N916AN', 'N919NN', 'N926NN', 'N930NN', 'N936NN', 'N953NN', 'N978NN']"
AA,AAL,MSY,KMSY,,2025-11-09 08:47:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1874'}, {'airline_code': 'BA', 'flight_number': '5532'}, {'airline_code': 'QF', 'flight_number': '4815'}]",DFW,KDFW,D,2025-11-09 07:20:00+00:00,1038,Unknown
AA,AAL,JFK,KJFK,8,2025-11-09 10:29:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1377'}, {'airline_code': 'BA', 'flight_number': '2433'}, {'airline_code': 'CX', 'flight_number': '7513'}, {'airline_code': 'EY', 'flight_number': '3174'}, {'airline_code': 'JJ', 'flight_number': '2151'}, {'airline_code': 'JL', 'flight_number': '7455'}, {'airline_code': 'LA', 'flight_number': '8265'}, {'airline_code': 'QF', 'flight_number': '4453'}, {'airline_code': 'QR', 'flight_number': '5173'}]",BOS,KBOS,B,2025-11-09 09:10:00+00:00,1039,['N108NN']
AA,AAL,LHR,EGLL,3,2025-11-09 10:30:00+00:00,"[{'airline_code': 'AY', 'flight_number': '4016'}, {'airline_code': 'BA', 'flight_number': '1515'}, {'airline_code': 'GF', 'flight_number': '6604'}, {'airline_code': 'IB', 'flight_number': '4220'}, {'airline_code': 'LY', 'flight_number': '8053'}, {'airline_code': 'QR', 'flight_number': '5292'}]",JFK,KJFK,8,2025-11-09 22:25:00+00:00,104,"['N751AN', 'N754AN', 'N756AM', 'N757AN', 'N759AN', 'N760AN', 'N761AJ', 'N762AN', 'N768AA', 'N773AN', 'N777AN', 'N785AN', 'N786AN', 'N787AL', 'N788AN', 'N795AN', 'N798AN', 'N725AN', 'N736AT']"
AA,AAL,DFW,KDFW,C,2025-11-09 20:41:00+00:00,"[{'airline_code': 'QF', 'flight_number': '4478'}, {'airline_code': 'WS', 'flight_number': '5052'}]",YYZ,CYYZ,3,2025-11-09 18:24:00+00:00,1040,"['N137AA', 'N467AA', 'N479AA', 'N7541A', 'N954U', 'N434AA', 'N569AA', 'N9621A', 'N9681B', 'N968TW']"
AA,AAL,ORD,KORD,3,2025-11-09 06:27:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1310'}, {'airline_code': 'BA', 'flight_number': '5022'}, {'airline_code': 'QF', 'flight_number': '4658'}]",MSP,KMSP,1,2025-11-09 05:00:00+00:00,1041,Unknown
AA,AAL,MIA,KMIA,N,2025-11-09 05:57:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1883'}, {'airline_code': 'JJ', 'flight_number': '2087'}]",SAN,KSAN,2,2025-11-09 22:00:00+00:00,1042,"['N800NN', 'N804NN', 'N808NN', 'N809NN', 'N814NN', 'N817NN', 'N818NN', 'N822NN', 'N823NN', 'N825NN', 'N832NN', 'N836NN', 'N845NN', 'N847NN', 'N848NN', 'N853NN', 'N854NN', 'N856NN', 'N859NN', 'N864NN', 'N871NN', 'N872NN', 'N875NN', 'N876NN', 'N878NN', 'N882NN', 'N885NN', 'N892NN', 'N898NN', 'N901AN', 'N905AN', 'N906NN', 'N913AN', 'N915NN', 'N920AN', 'N922NN', 'N923AN', 'N924AN', 'N924NN', 'N928NN', 'N929NN', 'N931NN', 'N934AN', 'N934NN', 'N937AN', 'N938AN', 'N944NN', 'N947AN', 'N948NN', 'N949AN', 'N950NN', 'N954AN', 'N955AN', 'N959AN', 'N963AN', 'N963NN', 'N964AN', 'N967AN', 'N968NN', 'N969NN', 'N971NN', 'N972NN', 'N975AN', 'N976NN', 'N983AN', 'N984NN', 'N988NN', 'N989NN', 'N990NN', 'N991AN', 'N992AN']"
AA,AAL,KIN,MKJP,,2025-11-09 20:53:00+00:00,"[{'airline_code': 'BA', 'flight_number': '5195'}]",MIA,KMIA,N,2025-11-09 20:05:00+00:00,1043,"['N821NN', 'N889NN', 'N926NN']"
AA,AAL,MIA,KMIA,N,2025-11-09 08:36:00+00:00,"[{'airline_code': 'LA', 'flight_number': '8726'}]",IAH,KIAH,A,2025-11-09 05:00:00+00:00,1044,"['N4005X', 'N4032T', 'N5007E', 'N70020', 'N8009T', 'N8027D', 'N8030F', 'N8031M', 'N90024', 'N9002U', 'N9004F', 'N9010R', 'N9011P', 'N9012', 'N9013A', 'N9017P', 'N9018E', 'N9021H', 'N9022G', 'N9023N', 'N9025B', 'N9026C', 'N93003']"
AA,AAL,ORD,KORD,3,2025-11-09 22:57:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1092'}, {'airline_code': 'QF', 'flight_number': '3123'}]",SFO,KSFO,2,2025-11-09 16:40:00+00:00,1045,"['N829NN', 'N876NN', 'N903AN', 'N935NN', 'N970AN']"
AA,AAL,DFW,KDFW,C,2025-11-09 19:07:00+00:00,"[{'airline_code': 'AS', 'flight_number': '1870'}]",MCI,KMCI,C,2025-11-09 17:28:00+00:00,1046,Unknown
AA,AAL,DFW,KDFW,A,2025-11-09 11:18:00+00:00,"[{'airline_code': 'AS', 'flight_number': '6123'}, {'airline_code': 'BA', 'flight_number': '4973'}, {'airline_code': 'QF', 'flight_number': '4680'}]",SLC,KSLC,1,2025-11-09 07:40:00+00:00,1047,"['N803NN', 'N809NN', 'N970NN']"
AA,AAL,JFK,KJFK,8,2025-11-09 16:58:00+00:00,"[{'airline_code': '4M', 'flight_number': '6385'}, {'airline_code': 'AY', 'flight_number': '4031'}, {'airline_code': 'BA', 'flight_number': '4346'}, {'airline_code': 'CX', 'flight_number': '7731'}, {'airline_code': 'EY', 'flight_number': '3438'}, {'airline_code': 'JJ', 'flight_number': '8434'}, {'airline_code': 'LA', 'flight_number': '9080'}, {'airline_code': 'MH', 'flight_number': '9373'}, {'airline_code': 'RJ', 'flight_number': '7144'}]",MIA,KMIA,N,2025-11-09 13:59:00+00:00,1048,"['N172AJ', 'N175AN', 'N185AN', 'N186AN', 'N187AN', 'N188AN', 'N189AN', 'N195AN', 'N196AA', 'N197AN', 'N199AN']"
AA,AAL,MIA,KMIA,N,2025-11-09 20:27:00+00:00,"[{'airline_code': 'JJ', 'flight_number': '7817'}, {'airline_code': 'LA', 'flight_number': '8723'}]",BWI,KBWI,,2025-11-09 17:44:00+00:00,1049,"['N812NN', 'N813NN', 'N821NN', 'N827NN', 'N831NN', 'N850NN', 'N852NN', 'N857NN', 'N858NN', 'N863NN', 'N868NN', 'N870NN', 'N871NN', 'N884NN', 'N886NN', 'N894NN', 'N903NN', 'N905NN', 'N919NN', 'N920NN', 'N939NN', 'N940NN', 'N943NN', 'N948NN', 'N953NN', 'N956NN', 'N957NN', 'N960NN', 'N965NN', 'N969AN', 'N978NN', 'N979NN', 'N988NN', 'N989NN']"
AA,AAL,JFK,KJFK,8,2025-11-09 18:05:00+00:00,"[{'airline_code': 'AY', 'flight_number': '4015'}, {'airline_code': 'BA', 'flight_number': '1506'}, {'airline_code': 'GF', 'flight_number': '6680'}, {'airline_code': 'IB', 'flight_number': '4221'}, {'airline_code': 'LY', 'flight_number': '8054'}, {'airline_code': 'QR', 'flight_number': '5571'}]",LHR,EGLL,3,2025-11-09 15:15:00+00:00,105,"['N751AN', 'N753AN', 'N754AN', 'N756AM', 'N757AN', 'N759AN', 'N760AN', 'N761AJ', 'N762AN', 'N768AA', 'N773AN', 'N776AN', 'N777AN', 'N785AN', 'N786AN', 'N787AL', 'N788AN', 'N795AN', 'N798AN', 'N736AT']"
AA,AAL,SJD,MMSD,2,2025-11-09 16:49:00+00:00,Unknown,LAX,KLAX,4,2025-11-09 13:20:00+00:00,1050,"['N808NN', 'N822NN', 'N855NN', 'N953NN', 'N981AN']"
