airline_iata,airline_icao,arrival_iata,arrival_icao,arrival_terminal,arrival_time,codeshares,departure_iata,departure_icao,departure_terminal,departure_time,flight_number,reg_number
CX,CPA,HKG,VHHH,1,2025-11-09 11:15:00+00:00,Unknown,CGO,ZHCC,T2,2025-11-09 08:35:00+00:00,51,['B-LIE']
CX,CPA,TPE,RCTP,1,2025-11-09 16:45:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7058'}, {'airline_code': 'KA', 'flight_number': '5510'}]",HKG,VHHH,1,2025-11-09 14:50:00+00:00,510,"['B-HLR', 'B-LAM', 'B-LAZ', 'B-LBG', 'B-HXG']"
CX,CPA,TPE,RCTP,1,2025-11-09 12:00:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7057'}]",FUK,RJFF,I,2025-11-09 10:20:00+00:00,511,"['B-HLD', 'B-HLU', 'B-LAM']"
CX,CPA,NRT,RJAA,2,2025-11-09 15:55:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8882'}, {'airline_code': 'JL', 'flight_number': '7046'}]",HKG,VHHH,1,2025-11-09 10:30:00+00:00,520,"['B-HLP', 'B-HLW', 'B-LAC', 'B-LAE', 'B-LAK', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-HXE', 'B-KPA', 'B-KPB', 'B-KPF', 'B-KPK', 'B-KPL', 'B-KPM', 'B-KPN', 'B-KPO', 'B-KPP', 'B-KPR', 'B-KPT', 'B-KPU', 'B-KPV', 'B-KPW', 'B-KQG', 'B-KQH', 'B-KQI', 'B-KQK', 'B-KQM', 'B-KQU', 'B-KQW']"
CX,CPA,HKG,VHHH,1,2025-11-09 20:40:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8883'}, {'airline_code': 'JL', 'flight_number': '7047'}, {'airline_code': 'QR', 'flight_number': '5807'}]",NRT,RJAA,2,2025-11-09 16:55:00+00:00,521,"['B-HLP', 'B-HLW', 'B-LAC', 'B-LAE', 'B-LAK', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-HXE', 'B-KPA', 'B-KPB', 'B-KPF', 'B-KPK', 'B-KPL', 'B-KPM', 'B-KPN', 'B-KPO', 'B-KPP', 'B-KPR', 'B-KPS', 'B-KPT', 'B-KPU', 'B-KPV', 'B-KQG', 'B-KQH', 'B-KQI', 'B-KQK', 'B-KQM', 'B-KQU', 'B-KQW']"
CX,CPA,NRT,RJAA,2,2025-11-09 06:25:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8884'}, {'airline_code': 'JL', 'flight_number': '7040'}, {'airline_code': 'QR', 'flight_number': '5844'}]",HKG,VHHH,1,2025-11-09 01:00:00+00:00,524,"['B-HNA', 'B-HNC', 'B-HND', 'B-HNE', 'B-HNF', 'B-HNG', 'B-HNH', 'B-HNI', 'B-HNJ', 'B-HNK', 'B-HNM', 'B-HNN', 'B-HNO', 'B-HNP', 'B-HNQ']"
CX,CPA,TPE,RCTP,1,2025-11-09 10:45:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7034'}, {'airline_code': 'KA', 'flight_number': '5530'}]",HKG,VHHH,1,2025-11-09 08:50:00+00:00,530,"['B-HLM', 'B-HNE', 'B-HNI']"
CX,CPA,HKG,VHHH,1,2025-11-09 21:55:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7037'}, {'airline_code': 'KA', 'flight_number': '5531'}]",TPE,RCTP,1,2025-11-09 20:00:00+00:00,531,Unknown
CX,CPA,NGO,RJGG,,2025-11-09 21:10:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7038'}]",HKG,VHHH,1,2025-11-09 16:15:00+00:00,532,"['B-HLD', 'B-HLF', 'B-HLH', 'B-HLM', 'B-HLN', 'B-HLO', 'B-HLR', 'B-HLU', 'B-HLW', 'B-LAC', 'B-LAD', 'B-LAE', 'B-LAI', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAP', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBE', 'B-LBF', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBJ', 'B-LBK', 'B-HXE', 'B-HXF', 'B-HXG', 'B-HXH', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HNL', 'B-HNJ', 'B-HNM']"
CX,CPA,HKG,VHHH,1,2025-11-09 13:20:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7033'}, {'airline_code': 'QR', 'flight_number': '5833'}]",NGO,RJGG,,2025-11-09 10:10:00+00:00,533,"['B-HLD', 'B-HLF', 'B-HLH', 'B-HLM', 'B-HLN', 'B-HLO', 'B-HLR', 'B-HLU', 'B-HLW', 'B-LAC', 'B-LAD', 'B-LAE', 'B-LAI', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAP', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBE', 'B-LBF', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBJ', 'B-LBK', 'B-HXE', 'B-HXF', 'B-HXG', 'B-HXH', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HNL', 'B-HNJ']"
CX,CPA,NGO,RJGG,,2025-11-09 15:00:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7036'}, {'airline_code': 'QR', 'flight_number': '5802'}]",HKG,VHHH,1,2025-11-09 10:10:00+00:00,536,"['B-HLD', 'B-HLF', 'B-HLN', 'B-HLO', 'B-HLP', 'B-HLR', 'B-HLU', 'B-HLW', 'B-LAF', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBE', 'B-HKT', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNN', 'B-KPO', 'B-KQM', 'B-KQS', 'B-KQW', 'B-KQX']"
CX,CPA,HKG,VHHH,1,2025-11-09 19:20:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7035'}, {'airline_code': 'QR', 'flight_number': '5849'}]",NGO,RJGG,,2025-11-09 16:10:00+00:00,539,"['B-HLD', 'B-HLF', 'B-HLN', 'B-HLO', 'B-HLP', 'B-HLR', 'B-HLU', 'B-HLW', 'B-LAF', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBE', 'B-HKT', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNN', 'B-KPO', 'B-KQL', 'B-KQM', 'B-KQS', 'B-KQW', 'B-KQX']"
CX,CPA,HND,RJTT,INTL,2025-11-09 21:35:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7032'}]",HKG,VHHH,1,2025-11-09 16:25:00+00:00,542,"['B-HKT', 'B-HUI', 'B-HUJ']"
CX,CPA,HKG,VHHH,1,2025-11-09 14:10:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7031'}, {'airline_code': 'QR', 'flight_number': '5841'}]",HND,RJTT,INTL,2025-11-09 10:35:00+00:00,543,"['B-HKT', 'B-HUI', 'B-HUJ']"
CX,CPA,HND,RJTT,INTL,2025-11-09 13:55:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7030'}]",HKG,VHHH,1,2025-11-09 08:45:00+00:00,548,"['B-KPB', 'B-KPC', 'B-KPD', 'B-KPE', 'B-KPF', 'B-KPG', 'B-KPH', 'B-KPI', 'B-KPJ', 'B-KPK', 'B-KPL', 'B-KPM', 'B-KPN', 'B-KPO', 'B-KPP', 'B-KPQ', 'B-KPS', 'B-KPT', 'B-KPU', 'B-KPV', 'B-KPW', 'B-KPX', 'B-KQG', 'B-KQI', 'B-KQJ', 'B-KQK', 'B-KQM', 'B-KQU', 'B-KQV', 'B-KQW']"
CX,CPA,HKG,VHHH,1,2025-11-09 20:05:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7039'}, {'airline_code': 'QR', 'flight_number': '5843'}]",HND,RJTT,INTL,2025-11-09 16:35:00+00:00,549,"['B-KPB', 'B-KPC', 'B-KPD', 'B-KPE', 'B-KPF', 'B-KPG', 'B-KPH', 'B-KPI', 'B-KPJ', 'B-KPK', 'B-KPL', 'B-KPM', 'B-KPN', 'B-KPO', 'B-KPP', 'B-KPQ', 'B-KPS', 'B-KPT', 'B-KPU', 'B-KPV', 'B-KPW', 'B-KPX', 'B-KQG', 'B-KQJ', 'B-KQK', 'B-KQM', 'B-KQU', 'B-KQV', 'B-KQW']"
CX,CPA,KIX,RJBB,1,2025-11-09 12:35:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7068'}]",HKG,VHHH,1,2025-11-09 07:50:00+00:00,562,Unknown
CX,CPA,TPE,RCTP,1,2025-11-09 15:10:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7054'}, {'airline_code': 'KA', 'flight_number': '5564'}]",HKG,VHHH,1,2025-11-09 13:10:00+00:00,564,['B-LBE']
CX,CPA,HKG,VHHH,1,2025-11-09 15:45:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7055'}, {'airline_code': 'KA', 'flight_number': '5565'}]",TPE,RCTP,1,2025-11-09 13:45:00+00:00,565,Unknown
CX,CPA,KIX,RJBB,1,2025-11-09 06:30:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7050'}, {'airline_code': 'QR', 'flight_number': '5838'}]",HKG,VHHH,1,2025-11-09 01:45:00+00:00,566,"['B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNL', 'B-HNE', 'B-HNF', 'B-HNG', 'B-HNH', 'B-HNI', 'B-HNJ', 'B-HNK', 'B-HNM', 'B-HNN', 'B-HNO', 'B-HNP']"
CX,CPA,HKG,VHHH,1,2025-11-09 12:20:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7051'}]",KIX,RJBB,1,2025-11-09 09:20:00+00:00,567,"['B-HLQ', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNL', 'B-HNE', 'B-HNF', 'B-HNG', 'B-HNH', 'B-HNI', 'B-HNJ', 'B-HNK', 'B-HNM', 'B-HNN', 'B-HNO', 'B-HNP', 'B-HNQ']"
CX,CPA,KIX,RJBB,1,2025-11-09 16:20:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7064'}]",HKG,VHHH,1,2025-11-09 11:30:00+00:00,568,"['B-HLD', 'B-HLF', 'B-HLH', 'B-HLP', 'B-HLR', 'B-HLU', 'B-HLV', 'B-HLW', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBF', 'B-LBG', 'B-LBI', 'B-LBK', 'B-HXG', 'B-KPD', 'B-KPJ', 'B-KPV', 'B-KQV', 'B-KQY']"
CX,CPA,HKG,VHHH,1,2025-11-09 21:55:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7063'}, {'airline_code': 'QR', 'flight_number': '5805'}, {'airline_code': 'QR', 'flight_number': '5859'}]",KIX,RJBB,1,2025-11-09 18:55:00+00:00,569,"['B-HLD', 'B-HLF', 'B-HLH', 'B-HLP', 'B-HLR', 'B-HLU', 'B-HLV', 'B-HLW', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBF', 'B-LBG', 'B-LBI', 'B-LBK', 'B-HXG', 'B-KPD', 'B-KPJ', 'B-KPV', 'B-KQV', 'B-KQY']"
CX,CPA,CTS,RJCC,I,2025-11-09 15:25:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7062'}]",HKG,VHHH,1,2025-11-09 09:25:00+00:00,580,"['B-HLD', 'B-HLH', 'B-HLN', 'B-HLO', 'B-HLT', 'B-HLU', 'B-HLV', 'B-LAJ', 'B-LAN', 'B-LBB', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBK', 'B-HXG', 'B-HXJ', 'B-HUJ', 'B-HND', 'B-HNL', 'B-HNE', 'B-HNF', 'B-HNG', 'B-HNH', 'B-HNI', 'B-HNJ', 'B-HNK', 'B-HNM', 'B-HNO', 'B-HNP', 'B-HNQ', 'B-KQA']"
CX,CPA,HKG,VHHH,1,2025-11-09 20:40:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7061'}]",CTS,RJCC,,2025-11-09 16:35:00+00:00,581,"['B-HLD', 'B-HLH', 'B-HLN', 'B-HLO', 'B-HLT', 'B-HLU', 'B-HLV', 'B-LAH', 'B-LAJ', 'B-LAN', 'B-LBB', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBK', 'B-HXG', 'B-HXJ', 'B-HUJ', 'B-HND', 'B-HNL', 'B-HNE', 'B-HNF', 'B-HNG', 'B-HNH', 'B-HNI', 'B-HNJ', 'B-HNK', 'B-HNM', 'B-HNO', 'B-HNP', 'B-HNQ', 'B-KQA']"
CX,CPA,CTS,RJCC,I,2025-11-09 13:55:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7066'}]",HKG,VHHH,1,2025-11-09 07:55:00+00:00,582,"['B-HLF', 'B-HLP', 'B-LAR', 'B-LBC', 'B-HNR', 'B-KPZ', 'B-KQE', 'B-KQX']"
CX,CPA,HKG,VHHH,1,2025-11-09 21:35:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7065'}]",CTS,RJCC,,2025-11-09 17:40:00+00:00,583,"['B-HLF', 'B-HLP', 'B-LAR', 'B-LBC', 'B-HNR', 'B-KPZ', 'B-KQE', 'B-KQX']"
CX,CPA,KIX,RJBB,1,2025-11-09 12:50:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7060'}]",HKG,VHHH,1,2025-11-09 08:00:00+00:00,594,"['B-HLD', 'B-HLF', 'B-HLM', 'B-HLO', 'B-HLP', 'B-HLQ', 'B-HLR', 'B-HLT', 'B-HLU', 'B-HLV', 'B-HLW', 'B-LAC', 'B-LAD', 'B-LAF', 'B-LAG', 'B-LAH', 'B-LAJ', 'B-LAK', 'B-LAL', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAQ', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBE', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBJ', 'B-LBK', 'B-HXE', 'B-HXG']"
CX,CPA,HKG,VHHH,1,2025-11-09 21:35:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7067'}, {'airline_code': 'QR', 'flight_number': '5803'}]",KIX,RJBB,1,2025-11-09 18:35:00+00:00,595,"['B-HLD', 'B-HLF', 'B-HLM', 'B-HLO', 'B-HLP', 'B-HLT', 'B-HLU', 'B-HLV', 'B-LAC', 'B-LAD', 'B-LAF', 'B-LAG', 'B-LAH', 'B-LAK', 'B-LAL', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAQ', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBE', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBJ', 'B-LBK', 'B-HXE', 'B-HXG']"
CX,CPA,KIX,RJBB,1,2025-11-09 12:45:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7028'}]",HKG,VHHH,1,2025-11-09 08:15:00+00:00,596,Unknown
CX,CPA,HKG,VHHH,1,2025-11-09 17:55:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7027'}, {'airline_code': 'QR', 'flight_number': '5804'}, {'airline_code': 'QR', 'flight_number': '5857'}]",KIX,RJBB,1,2025-11-09 14:55:00+00:00,599,"['B-HLT', 'B-HLW', 'B-LAJ', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBC', 'B-LBI', 'B-LBK']"
CX,CPA,NRT,RJAA,,2025-11-09 06:20:00+00:00,Unknown,HKG,VHHH,,2025-11-09 01:30:00+00:00,6,"['B-HKX', 'B-HUO', 'B-HUP', 'B-LIA', 'B-LIB', 'B-LIC', 'B-LID', 'B-LIE', 'B-LIF', 'B-LJA', 'B-LJB', 'B-LJC', 'B-LJD', 'B-LJE', 'B-LJF', 'B-LJG', 'B-LJH', 'B-LJI', 'B-LJJ', 'B-LJK']"
CX,CPA,MLE,VRMM,,2025-11-09 20:45:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7935'}, {'airline_code': 'KA', 'flight_number': '5601'}]",HKG,VHHH,1,2025-11-09 17:30:00+00:00,601,"['B-HLD', 'B-HLQ', 'B-HLR', 'B-HLS', 'B-HLW', 'B-LAC']"
CX,CPA,HKG,VHHH,1,2025-11-09 07:45:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7934'}, {'airline_code': 'KA', 'flight_number': '5602'}]",MLE,VRMM,,2025-11-09 22:05:00+00:00,602,"['B-HLD', 'B-HLQ', 'B-HLR', 'B-HLS', 'B-HLW', 'B-LAC']"
CX,CPA,HKG,VHHH,1,2025-11-09 08:05:00+00:00,"[{'airline_code': 'KA', 'flight_number': '5604'}]",MLE,VRMM,,2025-11-09 22:35:00+00:00,604,Unknown
CX,CPA,HKG,VHHH,1,2025-11-09 08:25:00+00:00,"[{'airline_code': 'KA', 'flight_number': '5610'}]",CMB,VCBI,,2025-11-09 00:30:00+00:00,610,"['B-HLM', 'B-HLP', 'B-HLQ', 'B-HLR', 'B-HLS', 'B-HLW', 'B-LAE', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAP', 'B-LAQ', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBJ']"
CX,CPA,CMB,VCBI,,2025-11-09 23:15:00+00:00,"[{'airline_code': 'KA', 'flight_number': '5611'}]",HKG,VHHH,1,2025-11-09 20:25:00+00:00,611,"['B-HLM', 'B-HLP', 'B-HLQ', 'B-HLR', 'B-HLS', 'B-HLW', 'B-LAE', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAP', 'B-LAQ', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBJ']"
CX,CPA,HKG,VHHH,1,2025-11-09 16:45:00+00:00,"[{'airline_code': 'PG', 'flight_number': '4569'}]",BKK,VTBS,,2025-11-09 13:05:00+00:00,614,Unknown
CX,CPA,BKK,VTBS,,2025-11-09 12:05:00+00:00,"[{'airline_code': 'PG', 'flight_number': '4568'}]",HKG,VHHH,1,2025-11-09 10:00:00+00:00,615,Unknown
CX,CPA,HKG,VHHH,1,2025-11-09 10:25:00+00:00,"[{'airline_code': 'PG', 'flight_number': '4571'}]",BKK,VTBS,,2025-11-09 06:40:00+00:00,616,"['B-HLF', 'B-HLM', 'B-HLN', 'B-HLS', 'B-HLV', 'B-LAG', 'B-LAH', 'B-LAQ', 'B-LBF', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBJ', 'B-HXH']"
CX,CPA,BKK,VTBS,,2025-11-09 23:15:00+00:00,"[{'airline_code': 'PG', 'flight_number': '4570'}]",HKG,VHHH,1,2025-11-09 21:25:00+00:00,617,"['B-HLQ', 'B-LAF', 'B-LAG', 'B-LAK', 'B-LBH', 'B-LBI']"
CX,CPA,HKG,VHHH,1,2025-11-09 15:55:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8959'}, {'airline_code': 'PG', 'flight_number': '4573'}, {'airline_code': 'S7', 'flight_number': '4856'}]",BKK,VTBS,,2025-11-09 12:10:00+00:00,618,Unknown
CX,CPA,BKK,VTBS,,2025-11-09 11:20:00+00:00,"[{'airline_code': 'PG', 'flight_number': '4552'}, {'airline_code': 'AA', 'flight_number': '8900'}]",HKG,VHHH,1,2025-11-09 09:10:00+00:00,619,Unknown
CX,CPA,HKG,VHHH,1,2025-11-09 09:25:00+00:00,"[{'airline_code': 'JL', 'flight_number': '7916'}, {'airline_code': 'KA', 'flight_number': '5622'}]",MLE,VRMM,,2025-11-09 00:10:00+00:00,622,Unknown
CX,CPA,MAA,VOMM,4,2025-11-09 00:10:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8949'}, {'airline_code': 'JL', 'flight_number': '7915'}]",HKG,VHHH,1,2025-11-09 21:20:00+00:00,631,"['B-HLD', 'B-HLR', 'B-HLW', 'B-LAC', 'B-LAD', 'B-LAF', 'B-LAH', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBJ']"
CX,CPA,HKG,VHHH,1,2025-11-09 09:35:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8946'}, {'airline_code': 'JL', 'flight_number': '7914'}]",MAA,VOMM,4,2025-11-09 01:40:00+00:00,632,"['B-HLD', 'B-HLR', 'B-HLW', 'B-LAC', 'B-LAD', 'B-LAE', 'B-LAF', 'B-LAH', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBJ']"
CX,CPA,SIN,WSSS,1,2025-11-09 20:00:00+00:00,Unknown,HKG,VHHH,1,2025-11-09 16:10:00+00:00,635,"['B-HLO', 'B-HLT', 'B-HLU', 'B-LAO', 'B-LBE', 'B-LBF', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBK', 'B-HXE', 'B-HXF', 'B-HUJ', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNL', 'B-HNE', 'B-HNG', 'B-HNH', 'B-HNI', 'B-HNJ', 'B-HNK', 'B-HNM', 'B-HNN', 'B-HNO', 'B-HNP', 'B-KQR']"
CX,CPA,HKG,VHHH,1,2025-11-09 00:10:00+00:00,Unknown,SIN,WSSS,1,2025-11-09 20:10:00+00:00,636,"['B-HLO', 'B-HLT', 'B-HLU', 'B-LAO', 'B-LBE', 'B-LBF', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBK', 'B-HXE', 'B-HXF', 'B-HUJ', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNL', 'B-HNE', 'B-HNH', 'B-HNI', 'B-HNJ', 'B-HNK', 'B-HNM', 'B-HNN', 'B-HNO', 'B-HNP', 'B-KQR']"
CX,CPA,HKG,VHHH,1,2025-11-09 09:40:00+00:00,Unknown,HYD,VOHS,,2025-11-09 01:50:00+00:00,646,"['B-HLD', 'B-HLP', 'B-HLR', 'B-HLT', 'B-HLW', 'B-LAH', 'B-LAI', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBG']"
CX,CPA,RUH,OERK,1,2025-11-09 20:50:00+00:00,Unknown,HKG,VHHH,1,2025-11-09 16:45:00+00:00,647,"['B-HLP', 'B-HLR', 'B-HLW', 'B-LAE', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC']"
CX,CPA,HKG,VHHH,1,2025-11-09 12:25:00+00:00,Unknown,RUH,OERK,1,2025-11-09 22:05:00+00:00,648,"['B-HLP', 'B-HLR', 'B-HLW', 'B-LAE', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC']"
CX,CPA,HYD,VOHS,,2025-11-09 00:30:00+00:00,Unknown,HKG,VHHH,1,2025-11-09 21:15:00+00:00,649,"['B-HLD', 'B-HLP', 'B-HLR', 'B-HLT', 'B-HLW', 'B-LAH', 'B-LAI', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBG']"
CX,CPA,HKG,VHHH,1,2025-11-09 10:40:00+00:00,Unknown,SIN,WSSS,1,2025-11-09 06:45:00+00:00,650,"['B-HLD', 'B-HLF', 'B-HLH', 'B-HLM', 'B-HLN', 'B-HLO', 'B-HLQ', 'B-HLR', 'B-HLS', 'B-HLT', 'B-HLU', 'B-HLV', 'B-LAF', 'B-LAK', 'B-LAQ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBF', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBK', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNL', 'B-HNG', 'B-HNJ', 'B-HNK', 'B-HNQ', 'B-KQS']"
CX,CPA,BKK,VTBS,,2025-11-09 13:50:00+00:00,"[{'airline_code': 'PG', 'flight_number': '4556'}]",HKG,VHHH,1,2025-11-09 12:05:00+00:00,653,"['B-HLF', 'B-HLN', 'B-HLR', 'B-HLT', 'B-HLU', 'B-HLV', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBF', 'B-LBK', 'B-HUJ', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNL', 'B-HNG', 'B-HNI', 'B-HNQ', 'B-KPX']"
CX,CPA,HKG,VHHH,1,2025-11-09 18:45:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8887'}, {'airline_code': 'PG', 'flight_number': '4563'}]",BKK,VTBS,,2025-11-09 14:55:00+00:00,654,"['B-HLF', 'B-HLH', 'B-HLP', 'B-HLS', 'B-HLT', 'B-LAJ', 'B-LAK', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBF', 'B-HUJ', 'B-HNL', 'B-KPX']"
CX,CPA,SIN,WSSS,1,2025-11-09 05:25:00+00:00,Unknown,HKG,VHHH,1,2025-11-09 01:45:00+00:00,659,"['B-HLD', 'B-HLF', 'B-HLH', 'B-HLM', 'B-HLN', 'B-HLO', 'B-HLQ', 'B-HLR', 'B-HLS', 'B-HLT', 'B-HLU', 'B-HLV', 'B-LAF', 'B-LAQ', 'B-LBA', 'B-LBB', 'B-LBC', 'B-LBF', 'B-LBG', 'B-LBH', 'B-LBI', 'B-LBK', 'B-HNA', 'B-HNB', 'B-HNC', 'B-HND', 'B-HNL', 'B-HNG', 'B-HNJ', 'B-HNK', 'B-HNQ', 'B-KQS']"
CX,CPA,AMS,EHAM,,2025-11-09 10:35:00+00:00,Unknown,FRA,EDDF,,2025-11-09 09:00:00+00:00,66,Unknown
CX,CPA,HKG,VHHH,1,2025-11-09 09:35:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8945'}, {'airline_code': 'JL', 'flight_number': '7912'}]",BOM,VABB,2,2025-11-09 01:05:00+00:00,660,"['B-HLP', 'B-HLQ', 'B-HLR', 'B-HLW', 'B-LAG', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC']"
CX,CPA,BOM,VABB,2,2025-11-09 23:55:00+00:00,"[{'airline_code': 'AA', 'flight_number': '8948'}, {'airline_code': 'JL', 'flight_number': '7913'}]",HKG,VHHH,1,2025-11-09 20:05:00+00:00,663,"['B-HLP', 'B-HLQ', 'B-HLR', 'B-HLW', 'B-LAG', 'B-LAJ', 'B-LAM', 'B-LAN', 'B-LAO', 'B-LAR', 'B-LAX', 'B-LAZ', 'B-LBA', 'B-LBB', 'B-LBC']"
CX,CPA,TLV,LLBG,3,2025-11-09 07:40:00+00:00,Unknown,HKG,VHHH,1,2025-11-09 01:00:00+00:00,675,Unknown
CX,CPA,HKG,VHHH,1,2025-11-09 05:10:00+00:00,Unknown,TLV,LLBG,3,2025-11-09 13:50:00+00:00,676,Unknown
