airline_iata,airline_icao,arrival_iata,arrival_icao,arrival_terminal,arrival_time,codeshares,departure_iata,departure_icao,departure_terminal,departure_time,flight_number,reg_number
VN,HVN,PEK,ZBAA,,2025-11-22 19:15:00+00:00,Unknown,NNG,ZGNN,,2025-11-22 16:15:00+00:00,1,Unknown
VN,HVN,SGN,VVTS,2,2025-11-22 06:05:00+00:00,"[{'airline_code': 'AZ', 'flight_number': '3003'}]",CDG,LFPG,2E,2025-11-22 13:10:00+00:00,10,"['VN-A886', 'VN-A887', 'VN-A888', 'VN-A889']"
VN,HVN,SGN,VVTS,1,2025-11-22 07:45:00+00:00,Unknown,DAD,VVDN,,2025-11-22 06:15:00+00:00,101,"['VN-A323', 'VN-A327', 'VN-A331', 'VN-A354', 'VN-A361', 'VN-A366', 'VN-A605', 'VN-A609']"
VN,HVN,SGN,VVTS,1,2025-11-22 08:25:00+00:00,Unknown,DAD,VVDN,,2025-11-22 06:55:00+00:00,103,"['VN-A338', 'VN-A357', 'VN-A367', 'VN-A601', 'VN-A611']"
VN,HVN,DAD,VVDN,,2025-11-22 07:15:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 05:55:00+00:00,104,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 09:35:00+00:00,Unknown,DAD,VVDN,,2025-11-22 08:05:00+00:00,105,['XU-350']
VN,HVN,DAD,VVDN,,2025-11-22 07:35:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 06:15:00+00:00,106,"['VN-A356', 'VN-A606']"
VN,HVN,SGN,VVTS,1,2025-11-22 09:55:00+00:00,Unknown,DAD,VVDN,,2025-11-22 08:25:00+00:00,107,"['VN-A332', 'VN-A376']"
VN,HVN,DAD,VVDN,,2025-11-22 08:45:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 07:25:00+00:00,108,['VN-A603']
VN,HVN,SGN,VVTS,1,2025-11-22 11:05:00+00:00,Unknown,DAD,VVDN,,2025-11-22 09:35:00+00:00,109,"['VN-A357', 'VN-A397', 'VN-A398']"
VN,HVN,CDG,LFPG,2E,2025-11-22 06:30:00+00:00,"[{'airline_code': 'AZ', 'flight_number': '3002'}]",SGN,VVTS,2,2025-11-22 23:00:00+00:00,11,"['VN-A886', 'VN-A887', 'VN-A888', 'VN-A889']"
VN,HVN,DAD,VVDN,,2025-11-22 09:55:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 08:35:00+00:00,110,['VN-A395']
VN,HVN,DAD,VVDN,,2025-11-22 19:00:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3301'}]",SGN,VVTS,1,2025-11-22 17:40:00+00:00,112,['VN-A331']
VN,HVN,SGN,VVTS,1,2025-11-22 00:30:00+00:00,Unknown,DAD,VVDN,,2025-11-22 23:00:00+00:00,113,"['VN-A332', 'VN-A339', 'VN-A363', 'XU-349']"
VN,HVN,DAD,VVDN,,2025-11-22 09:50:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 08:30:00+00:00,114,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 00:30:00+00:00,Unknown,DAD,VVDN,,2025-11-22 23:00:00+00:00,115,"['VN-A352', 'VN-A358', 'VN-A366', 'VN-A609', 'VN-A375']"
VN,HVN,DAD,VVDN,,2025-11-22 13:20:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 12:00:00+00:00,116,"['VN-A338', 'VN-A353']"
VN,HVN,SGN,VVTS,1,2025-11-22 15:40:00+00:00,"[{'airline_code': 'MU', 'flight_number': '8480'}]",DAD,VVDN,,2025-11-22 14:10:00+00:00,117,"['VN-A323', 'VN-A329', 'VN-A334', 'VN-A338', 'VN-A353', 'VN-A354', 'VN-A356', 'VN-A365', 'VN-A399', 'VN-A383']"
VN,HVN,SGN,VVTS,1,2025-11-22 11:55:00+00:00,Unknown,HPH,VVCI,,2025-11-22 09:50:00+00:00,1181,Unknown
VN,HVN,HPH,VVCI,,2025-11-22 09:30:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 07:30:00+00:00,1182,"['VN-A331', 'VN-A332', 'VN-A604']"
VN,HVN,SGN,VVTS,1,2025-11-22 12:00:00+00:00,Unknown,HPH,VVCI,,2025-11-22 10:05:00+00:00,1183,['VN-A613']
VN,HVN,HPH,VVCI,,2025-11-22 15:00:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 13:00:00+00:00,1186,"['VN-A329', 'VN-A332', 'VN-A338', 'VN-A344', 'VN-A601', 'VN-A614']"
VN,HVN,SGN,VVTS,1,2025-11-22 17:40:00+00:00,Unknown,HPH,VVCI,,2025-11-22 15:45:00+00:00,1187,"['VN-A329', 'VN-A331', 'VN-A603', 'XU-351']"
VN,HVN,HPH,VVCI,,2025-11-22 18:45:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 16:45:00+00:00,1188,"['VN-A329', 'VN-A332', 'VN-A352', 'VN-A392', 'VN-A393', 'VN-A396', 'VN-A601', 'VN-A609', 'VN-A612']"
VN,HVN,SGN,VVTS,1,2025-11-22 21:25:00+00:00,Unknown,HPH,VVCI,,2025-11-22 19:30:00+00:00,1189,"['VN-A603', 'VN-A609']"
VN,HVN,DAD,VVDN,,2025-11-22 16:15:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 14:55:00+00:00,120,"['VN-A323', 'VN-A605', 'VN-A615', 'VN-A371']"
VN,HVN,HAN,VVNB,1,2025-11-22 12:35:00+00:00,Unknown,VCA,,,2025-11-22 10:25:00+00:00,1200,"['VN-A399', 'VN-A615']"
VN,HVN,VCA,,,2025-11-22 09:40:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 07:30:00+00:00,1201,"['VN-A324', 'VN-A351', 'VN-A358', 'VN-A395']"
VN,HVN,HAN,VVNB,1,2025-11-22 19:00:00+00:00,Unknown,VCA,,,2025-11-22 16:50:00+00:00,1202,Unknown
VN,HVN,VCA,,,2025-11-22 16:05:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 13:55:00+00:00,1203,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 18:45:00+00:00,"[{'airline_code': 'EY', 'flight_number': '7769'}]",DAD,VVDN,,2025-11-22 17:15:00+00:00,121,"['VN-A332', 'VN-A334', 'VN-A360', 'VN-A362', 'VN-A363', 'VN-A365', 'VN-A602', 'VN-A613', 'XU-349', 'XU-351', 'VN-A371', 'VN-A376']"
VN,HVN,DAD,VVDN,,2025-11-22 17:10:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 15:50:00+00:00,122,"['VN-A335', 'VN-A606', 'VN-A610']"
VN,HVN,SGN,VVTS,1,2025-11-22 13:50:00+00:00,Unknown,DAD,VVDN,,2025-11-22 12:25:00+00:00,123,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 11:55:00+00:00,Unknown,PQC,VVPQ,,2025-11-22 09:50:00+00:00,1232,"['VN-A360', 'VN-A367']"
VN,HVN,PQC,VVPQ,,2025-11-22 09:05:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 07:00:00+00:00,1233,"['VN-A326', 'VN-A332', 'VN-A363']"
VN,HVN,HAN,VVNB,1,2025-11-22 19:05:00+00:00,Unknown,PQC,VVPQ,,2025-11-22 17:00:00+00:00,1234,"['VN-A332', 'VN-A344', 'VN-A354', 'VN-A356', 'VN-A357', 'VN-A359', 'VN-A360', 'VN-A363', 'VN-A365', 'VN-A604', 'VN-A611', 'VN-A613', 'VN-A371', 'VN-A375']"
VN,HVN,PQC,VVPQ,,2025-11-22 16:15:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 14:10:00+00:00,1235,"['VN-A350', 'VN-A365']"
VN,HVN,PQC,VVPQ,,2025-11-22 13:45:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 11:40:00+00:00,1237,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 16:35:00+00:00,Unknown,PQC,VVPQ,,2025-11-22 14:30:00+00:00,1238,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 14:25:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 13:05:00+00:00,124,"['VN-A362', 'VN-A365', 'VN-A397', 'VN-A603', 'VN-A610']"
VN,HVN,SGN,VVTS,1,2025-11-22 15:25:00+00:00,Unknown,DAD,VVDN,,2025-11-22 14:00:00+00:00,125,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 17:20:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 16:00:00+00:00,126,"['VN-A375', 'VN-A376', 'VN-A377', 'VN-A378', 'VN-A381']"
VN,HVN,VII,VVVH,,2025-11-22 08:40:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 06:55:00+00:00,1262,"['VN-A329', 'VN-A395']"
VN,HVN,SGN,VVTS,1,2025-11-22 11:20:00+00:00,Unknown,VII,VVVH,,2025-11-22 09:35:00+00:00,1263,['VN-A603']
VN,HVN,VII,VVVH,,2025-11-22 13:00:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 11:15:00+00:00,1264,['VN-A350']
VN,HVN,SGN,VVTS,1,2025-11-22 15:30:00+00:00,Unknown,VII,VVVH,,2025-11-22 13:45:00+00:00,1265,"['VN-A350', 'VN-A398']"
VN,HVN,VII,VVVH,,2025-11-22 19:45:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 18:00:00+00:00,1266,['VN-A603']
VN,HVN,SGN,VVTS,1,2025-11-22 22:15:00+00:00,Unknown,VII,VVVH,,2025-11-22 20:30:00+00:00,1267,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 00:10:00+00:00,Unknown,VII,VVVH,,2025-11-22 22:20:00+00:00,1269,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 19:50:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3307'}]",DAD,VVDN,,2025-11-22 18:20:00+00:00,127,"['VN-A390', 'VN-A371', 'VN-A375', 'VN-A376', 'VN-A377', 'VN-A378', 'VN-A379', 'VN-A381']"
VN,HVN,THD,,,2025-11-22 14:05:00+00:00,Unknown,SGN,VVTS,,2025-11-22 12:10:00+00:00,1270,['VN-A323']
VN,HVN,SGN,VVTS,,2025-11-22 16:50:00+00:00,Unknown,THD,,,2025-11-22 14:55:00+00:00,1271,"['VN-A357', 'VN-A395']"
VN,HVN,THD,,,2025-11-22 19:45:00+00:00,Unknown,SGN,VVTS,,2025-11-22 17:50:00+00:00,1272,Unknown
VN,HVN,SGN,VVTS,,2025-11-22 22:30:00+00:00,Unknown,THD,,,2025-11-22 20:35:00+00:00,1273,['VN-A327']
VN,HVN,DAD,VVDN,,2025-11-22 20:10:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 18:50:00+00:00,128,"['VN-A335', 'VN-A354', 'VN-A360', 'VN-A601']"
VN,HVN,SGN,VVTS,1,2025-11-22 22:30:00+00:00,Unknown,DAD,VVDN,,2025-11-22 21:00:00+00:00,129,"['VN-A604', 'VN-A610', 'VN-A613', 'VN-A371']"
VN,HVN,DAD,VVDN,,2025-11-22 21:30:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 20:10:00+00:00,130,['VN-A614']
VN,HVN,SGN,VVTS,1,2025-11-22 19:30:00+00:00,Unknown,DAD,VVDN,,2025-11-22 18:00:00+00:00,131,"['VN-A329', 'XU-351', 'VN-A377']"
VN,HVN,DAD,VVDN,,2025-11-22 17:50:00+00:00,"[{'airline_code': 'EY', 'flight_number': '7760'}]",SGN,VVTS,1,2025-11-22 16:30:00+00:00,132,"['VN-A322', 'VN-A361', 'VN-A365', 'VN-A367', 'VN-A396']"
VN,HVN,SGN,VVTS,1,2025-11-22 00:01:00+00:00,Unknown,DAD,VVDN,,2025-11-22 22:30:00+00:00,133,['VN-A326']
VN,HVN,CXR,,,2025-11-22 06:35:00+00:00,Unknown,SGN,VVTS,,2025-11-22 05:30:00+00:00,1344,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 07:10:00+00:00,Unknown,CXR,,,2025-11-22 06:10:00+00:00,1345,Unknown
VN,HVN,CXR,,,2025-11-22 13:00:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3324'}]",SGN,VVTS,,2025-11-22 11:55:00+00:00,1346,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 07:40:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3305'}]",CXR,,,2025-11-22 06:40:00+00:00,1347,Unknown
VN,HVN,CXR,,,2025-11-22 13:30:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3308'}]",SGN,VVTS,,2025-11-22 12:25:00+00:00,1348,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 08:00:00+00:00,Unknown,CXR,,,2025-11-22 07:00:00+00:00,1349,Unknown
VN,HVN,CXR,,,2025-11-22 16:55:00+00:00,Unknown,SGN,VVTS,,2025-11-22 15:50:00+00:00,1350,Unknown
VN,HVN,SGN,VVTS,,2025-11-22 13:10:00+00:00,Unknown,CXR,,,2025-11-22 12:15:00+00:00,1351,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 08:20:00+00:00,Unknown,CXR,,,2025-11-22 07:20:00+00:00,1353,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 14:40:00+00:00,Unknown,CXR,,,2025-11-22 13:40:00+00:00,1355,Unknown
VN,HVN,CXR,,,2025-11-22 13:15:00+00:00,Unknown,SGN,VVTS,,2025-11-22 12:10:00+00:00,1356,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 15:00:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3305'}]",CXR,,,2025-11-22 14:05:00+00:00,1357,Unknown
VN,HVN,CXR,,,2025-11-22 18:20:00+00:00,Unknown,SGN,VVTS,,2025-11-22 17:15:00+00:00,1358,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 15:20:00+00:00,Unknown,CXR,,,2025-11-22 14:20:00+00:00,1359,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 19:20:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 18:00:00+00:00,136,Unknown
VN,HVN,CXR,,,2025-11-22 23:25:00+00:00,Unknown,SGN,VVTS,,2025-11-22 22:20:00+00:00,1360,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 17:40:00+00:00,Unknown,CXR,,,2025-11-22 16:40:00+00:00,1361,Unknown
VN,HVN,CXR,,,2025-11-22 19:05:00+00:00,Unknown,SGN,VVTS,,2025-11-22 18:00:00+00:00,1362,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 08:25:00+00:00,Unknown,CXR,,,2025-11-22 07:30:00+00:00,1363,Unknown
VN,HVN,CXR,,,2025-11-22 11:25:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3308'}]",SGN,VVTS,,2025-11-22 10:20:00+00:00,1364,['VN-A356']
VN,HVN,SGN,VVTS,1,2025-11-22 10:40:00+00:00,Unknown,CXR,,,2025-11-22 09:45:00+00:00,1365,['VN-A615']
VN,HVN,HUI,VVPB,,2025-11-22 08:50:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 07:30:00+00:00,1370,['VN-A358']
VN,HVN,SGN,VVTS,1,2025-11-22 10:50:00+00:00,Unknown,HUI,VVPB,,2025-11-22 09:30:00+00:00,1371,Unknown
VN,HVN,HUI,VVPB,,2025-11-22 13:00:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3310'}]",SGN,VVTS,1,2025-11-22 11:40:00+00:00,1372,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 15:00:00+00:00,Unknown,HUI,VVPB,,2025-11-22 13:40:00+00:00,1373,Unknown
VN,HVN,HUI,VVPB,,2025-11-22 17:20:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3320'}]",SGN,VVTS,1,2025-11-22 16:00:00+00:00,1374,"['VN-A361', 'VN-A601']"
VN,HVN,SGN,VVTS,1,2025-11-22 19:20:00+00:00,Unknown,HUI,VVPB,,2025-11-22 18:00:00+00:00,1375,Unknown
VN,HVN,HUI,VVPB,,2025-11-22 21:30:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 20:10:00+00:00,1376,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 23:30:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3311'}]",HUI,VVPB,,2025-11-22 22:10:00+00:00,1377,"['VN-A336', 'VN-A367', 'VN-A609']"
VN,HVN,DLI,VVDL,,2025-11-22 07:20:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 06:30:00+00:00,1380,"['VN-A329', 'VN-A339']"
VN,HVN,SGN,VVTS,1,2025-11-22 08:45:00+00:00,Unknown,DLI,VVDL,,2025-11-22 08:00:00+00:00,1381,Unknown
VN,HVN,DLI,VVDL,,2025-11-22 18:35:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 17:45:00+00:00,1382,['VN-A331']
VN,HVN,SGN,VVTS,1,2025-11-22 20:00:00+00:00,Unknown,DLI,VVDL,,2025-11-22 19:15:00+00:00,1383,Unknown
VN,HVN,DLI,VVDL,,2025-11-22 11:50:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 11:00:00+00:00,1384,Unknown
VN,HVN,UIH,VVPC,,2025-11-22 08:40:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 07:30:00+00:00,1392,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 10:30:00+00:00,Unknown,UIH,VVPC,,2025-11-22 09:25:00+00:00,1393,Unknown
VN,HVN,UIH,VVPC,,2025-11-22 11:40:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 10:30:00+00:00,1394,Unknown
VN,HVN,UIH,VVPC,,2025-11-22 16:05:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 14:55:00+00:00,1396,['VN-A334']
VN,HVN,SGN,VVTS,1,2025-11-22 18:00:00+00:00,Unknown,UIH,VVPC,,2025-11-22 16:55:00+00:00,1397,Unknown
VN,HVN,VDH,,,2025-11-22 09:05:00+00:00,Unknown,SGN,VVTS,,2025-11-22 07:30:00+00:00,1400,Unknown
VN,HVN,SGN,VVTS,,2025-11-22 11:20:00+00:00,Unknown,VDH,,,2025-11-22 09:50:00+00:00,1401,Unknown
VN,HVN,BMV,VVBM,,2025-11-22 07:50:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 06:30:00+00:00,1414,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 09:40:00+00:00,Unknown,BMV,VVBM,,2025-11-22 08:25:00+00:00,1415,Unknown
VN,HVN,BMV,VVBM,,2025-11-22 11:20:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 10:30:00+00:00,1416,['VN-A390']
VN,HVN,SGN,VVTS,1,2025-11-22 12:55:00+00:00,Unknown,BMV,VVBM,,2025-11-22 12:05:00+00:00,1417,Unknown
VN,HVN,PXU,VVPK,,2025-11-22 12:35:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 11:30:00+00:00,1426,['VN-A398']
VN,HVN,SGN,VVTS,1,2025-11-22 22:45:00+00:00,Unknown,PXU,VVPK,,2025-11-22 21:40:00+00:00,1427,Unknown
VN,HVN,PXU,VVPK,,2025-11-22 17:00:00+00:00,Unknown,SGN,VVTS,1,2025-11-22 16:00:00+00:00,1428,Unknown
VN,HVN,SGN,VVTS,1,2025-11-22 18:55:00+00:00,Unknown,PXU,VVPK,,2025-11-22 17:50:00+00:00,1429,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 07:10:00+00:00,Unknown,DAD,VVDN,,2025-11-22 05:50:00+00:00,154,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 12:00:00+00:00,Unknown,HUI,VVPB,,2025-11-22 10:50:00+00:00,1540,Unknown
VN,HVN,HUI,VVPB,,2025-11-22 10:10:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3304'}]",HAN,VVNB,1,2025-11-22 09:00:00+00:00,1541,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 19:30:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3321'}]",HUI,VVPB,,2025-11-22 18:20:00+00:00,1542,Unknown
VN,HVN,HUI,VVPB,,2025-11-22 17:40:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 16:30:00+00:00,1543,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 22:55:00+00:00,Unknown,HUI,VVPB,,2025-11-22 21:45:00+00:00,1544,Unknown
VN,HVN,HUI,VVPB,,2025-11-22 21:05:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 19:55:00+00:00,1545,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 07:10:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 05:50:00+00:00,155,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 08:10:00+00:00,Unknown,CXR,,,2025-11-22 06:25:00+00:00,1550,['VN-A351']
VN,HVN,HAN,VVNB,1,2025-11-22 08:40:00+00:00,Unknown,CXR,,,2025-11-22 06:55:00+00:00,1552,Unknown
VN,HVN,CXR,,,2025-11-22 18:05:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 16:20:00+00:00,1553,['VN-A392']
VN,HVN,HAN,VVNB,1,2025-11-22 18:15:00+00:00,Unknown,CXR,,,2025-11-22 16:30:00+00:00,1554,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 16:40:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3319'}]",CXR,,,2025-11-22 14:55:00+00:00,1556,Unknown
VN,HVN,CXR,,,2025-11-22 14:10:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3318'}]",HAN,VVNB,1,2025-11-22 12:25:00+00:00,1557,['VN-A399']
VN,HVN,HAN,VVNB,1,2025-11-22 15:10:00+00:00,Unknown,CXR,,,2025-11-22 13:20:00+00:00,1558,Unknown
VN,HVN,CXR,,,2025-11-22 16:00:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 14:15:00+00:00,1559,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 07:35:00+00:00,Unknown,DAD,VVDN,,2025-11-22 06:15:00+00:00,156,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 16:25:00+00:00,Unknown,CXR,,,2025-11-22 14:35:00+00:00,1560,Unknown
VN,HVN,CXR,,,2025-11-22 19:30:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 17:40:00+00:00,1563,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 16:35:00+00:00,Unknown,DLI,VVDL,,2025-11-22 14:50:00+00:00,1564,['VN-A395']
VN,HVN,DLI,VVDL,,2025-11-22 14:10:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 12:20:00+00:00,1565,['VN-A397']
VN,HVN,DAD,VVDN,,2025-11-22 07:45:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 06:25:00+00:00,157,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 10:30:00+00:00,Unknown,DLI,VVDL,,2025-11-22 08:40:00+00:00,1572,Unknown
VN,HVN,DLI,VVDL,,2025-11-22 11:00:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 09:10:00+00:00,1573,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 16:35:00+00:00,Unknown,DLI,VVDL,,2025-11-22 14:50:00+00:00,1576,Unknown
VN,HVN,DLI,VVDL,,2025-11-22 14:10:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 12:20:00+00:00,1577,Unknown
VN,HVN,HPH,VVCI,,2025-11-22 10:05:00+00:00,Unknown,CXR,,,2025-11-22 08:20:00+00:00,1580,['VN-A613']
VN,HVN,CXR,,,2025-11-22 12:35:00+00:00,Unknown,HPH,VVCI,,2025-11-22 10:50:00+00:00,1581,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 09:50:00+00:00,Unknown,VDH,,,2025-11-22 08:50:00+00:00,1592,Unknown
VN,HVN,VDH,,,2025-11-22 08:00:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 07:00:00+00:00,1593,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 09:05:00+00:00,Unknown,DAD,VVDN,,2025-11-22 07:45:00+00:00,160,['VN-A392']
VN,HVN,HAN,VVNB,1,2025-11-22 10:55:00+00:00,Unknown,BMV,VVBM,,2025-11-22 09:15:00+00:00,1600,Unknown
VN,HVN,BMV,VVBM,,2025-11-22 09:10:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 07:30:00+00:00,1601,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 07:20:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 06:00:00+00:00,161,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 11:20:00+00:00,Unknown,PXU,VVPK,,2025-11-22 09:50:00+00:00,1612,Unknown
VN,HVN,PXU,VVPK,,2025-11-22 09:00:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 07:25:00+00:00,1613,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 09:30:00+00:00,Unknown,DAD,VVDN,,2025-11-22 08:10:00+00:00,162,['VN-A363']
VN,HVN,HAN,VVNB,1,2025-11-22 11:15:00+00:00,Unknown,UIH,VVPC,,2025-11-22 09:45:00+00:00,1620,Unknown
VN,HVN,UIH,VVPC,,2025-11-22 09:00:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 07:25:00+00:00,1621,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 10:55:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3316'}]",HAN,VVNB,1,2025-11-22 09:35:00+00:00,163,['VN-A363']
VN,HVN,HAN,VVNB,1,2025-11-22 13:05:00+00:00,"[{'airline_code': 'MU', 'flight_number': '8478'}]",DAD,VVDN,,2025-11-22 11:45:00+00:00,164,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 16:40:00+00:00,Unknown,VCL,,,2025-11-22 15:15:00+00:00,1640,Unknown
VN,HVN,VCL,,,2025-11-22 14:30:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 13:00:00+00:00,1641,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 12:30:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 11:15:00+00:00,165,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 14:40:00+00:00,Unknown,DAD,VVDN,,2025-11-22 13:20:00+00:00,166,['VN-A354']
VN,HVN,DAD,VVDN,,2025-11-22 12:30:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 11:10:00+00:00,167,Unknown
VN,HVN,HPH,VVCI,,2025-11-22 11:40:00+00:00,Unknown,DAD,VVDN,,2025-11-22 10:30:00+00:00,1672,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 13:40:00+00:00,Unknown,HPH,VVCI,,2025-11-22 12:30:00+00:00,1673,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 11:50:00+00:00,Unknown,DAD,VVDN,,2025-11-22 10:30:00+00:00,168,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 15:30:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 14:10:00+00:00,169,['VN-A351']
VN,HVN,HAN,VVNB,1,2025-11-22 07:40:00+00:00,Unknown,DAD,VVDN,,2025-11-22 06:20:00+00:00,170,Unknown
VN,HVN,DAD,VVDN,,2025-11-22 17:00:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 15:40:00+00:00,171,['VN-A381']
VN,HVN,HAN,VVNB,1,2025-11-22 21:25:00+00:00,Unknown,VII,VVVH,,2025-11-22 20:35:00+00:00,1714,Unknown
VN,HVN,VII,VVVH,,2025-11-22 19:50:00+00:00,Unknown,HAN,VVNB,1,2025-11-22 19:00:00+00:00,1715,Unknown
VN,HVN,HAN,VVNB,1,2025-11-22 19:20:00+00:00,"[{'airline_code': 'AF', 'flight_number': '3323'}]",DAD,VVDN,,2025-11-22 18:00:00+00:00,172,"['VN-A375', 'VN-A378', 'VN-A379', 'VN-A383']"
