status,aircraft_iata_code,aircraft_icao24,aircraft_icao_code,aircraft_reg_number,airline_iata_code,airline_icao_code,arrival_iata_code,arrival_icao_code,departure_iata_code,departure_icao_code,flight_iata_number,flight_icao_number,flight_number,geography_altitude,geography_direction,geography_latitude,geography_longitude,speed_horizontal,speed_is_ground,speed_vspeed,system_squawk,system_updated
en-route,XXA,XXC,XXA,XXB,,,,,,,XXD,IGO7324,XXF,617.22,98.0,29.0452,79.3822,296.32,0.0,0.0,,2025-11-22 07:55:25+00:00
started,XXA,XXC,XXA,XXB,,,,,,,XXD,UIA8921,XXF,0.0,227.0,24.4243,118.351,22.224,1.0,0.0,,2025-11-22 07:55:25+00:00
started,XXA,XXC,XXA,XXB,,,,,,,XXD,RNA225,XXF,0.0,292.0,27.7,85.3584,0.0,1.0,0.0,,2025-11-22 07:55:25+00:00
started,XXA,XXC,XXA,XXB,,,,,,,XXD,APG359,XXF,0.0,120.0,9.5691,123.772,0.0,1.0,0.0,,2025-11-22 07:55:26+00:00
en-route,XXA,XXC,XXA,XXB,,,,,,,XXD,9NANL,XXF,1988.82,288.0,27.4607,85.9666,238.908,0.0,0.0,,2025-11-22 07:55:26+00:00
Unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,PL862,XXF,0.0,59.0,43.67,-79.5989,1.852,1.0,0.0,,2025-11-22 07:55:26+00:00
en-route,XXA,XXC,XXA,XXB,,,,,,,XXD,SHRSH71,XXF,7315.2,207.0,27.3039,69.0373,429.664,0.0,0.0,,2025-11-22 07:55:26+00:00
landed,XXA,XXC,XXA,XXB,,,,,,,XXD,S0R670,XXF,0.0,151.0,-17.0468,15.6881,0.0,1.0,0.0,,2025-11-22 07:55:26+00:00
started,XXA,XXC,XXA,XXB,,,,,,,XXD,SVI1500,XXF,0.0,227.0,30.1116,31.4085,1.852,1.0,0.0,,2025-11-22 07:55:26+00:00
landed,XXA,XXC,XXA,XXB,,,,,,,XXD,BHA811,XXF,0.0,281.0,27.5043,83.4144,31.484,1.0,0.0,,2025-11-22 07:55:27+00:00
landed,XXA,XXC,XXA,XXB,,,,,,,XXD,ACP8501,XXF,0.0,303.0,25.3337,55.513,0.0,1.0,0.0,4710.0,2025-11-22 07:55:27+00:00
en-route,XXA,XXC,XXA,XXB,,,,,,,XXD,9NAMQ,XXF,2720.34,336.0,27.6869,86.7291,16.668,0.0,0.0,,2025-11-22 07:55:27+00:00
started,XXA,XXC,XXA,XXB,,,,,,,XXD,ABX2021,XXF,0.0,0.0,39.0367,-84.6549,0.0,1.0,0.0,,2025-11-22 07:55:29+00:00
en-route,A321,8881E0,A321,VN-A227,QH,BAV,HAN,VVNB,DLI,VVDL,QH1422,BAV1422,1422,3649.98,24.99,20.7996,105.535,543.528,0.0,-17.568,,2025-11-22 07:59:55+00:00
en-route,A320,682308,A320,JU-1410,QH,BAV,SGN,VVTS,HAN,VVNB,QH251,BAV251,251,9410.7,181.0,12.6742,108.123,863.032,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A321,8881A2,A321,VN-A597,QH,BAV,CXR,VVCR,MFM,VMMC,QH9583,BAV9589,9583,9144.0,236.0,18.3078,111.281,777.84,0.0,0.0,,2025-11-22 07:59:53+00:00
