status,aircraft_iata_code,aircraft_icao24,aircraft_icao_code,aircraft_reg_number,airline_iata_code,airline_icao_code,arrival_iata_code,arrival_icao_code,departure_iata_code,departure_icao_code,flight_iata_number,flight_icao_number,flight_number,geography_altitude,geography_direction,geography_latitude,geography_longitude,speed_horizontal,speed_is_ground,speed_vspeed,system_squawk,system_updated
en-route,B789,88812A,B789,VN-A870,VN,HVN,HAN,VVNB,HND,RJTT,VN385,HVN385,385,4076.7,275.31,35.4843,139.502,559.872,0.0,37.44,3205.0,2025-11-22 07:59:55+00:00
en-route,A359,888167,A359,VN-A898,VN,HVN,SGN,VVTS,SYD,YSSY,VN772,HVN772,772,11582.4,311.0,4.1242,115.467,903.776,0.0,0.0,,2025-11-22 08:00:20+00:00
en-route,A359,888168,A359,VN-A899,VN,HVN,SGN,VVTS,MEL,YMML,VN780,HVN780,780,11582.4,305.0,7.0979,111.795,937.112,0.0,0.0,,2025-11-22 08:00:19+00:00
landed,B789,8880E0,B789,VN-A862,VN,HVN,LHR,EGLL,SGN,VVTS,VN51,HVN51,51,0.0,331.0,51.4577,-0.4505,0.0,1.0,0.0,3250.0,2025-11-22 07:55:57+00:00
landed,A321,888099,A321,VN-A335,VN,HVN,SGN,VVTS,KTI,VDKT,VN921,HVN921,921,0.0,95.0,10.8152,106.661,0.0,1.0,0.0,,2025-11-22 07:58:29+00:00
en-route,A359,888152,A359,VN-A896,VN,HVN,HAN,VVNB,SYD,YSSY,VN786,HVN786,786,11582.4,338.0,-16.2749,130.524,872.292,0.0,0.0,,2025-11-22 07:59:35+00:00
en-route,A359,8880E6,A359,VN-A888,VN,HVN,SGN,VVTS,HAN,VVNB,VN251,HVN251,251,4472.94,259.0,11.0614,107.641,575.972,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,B789,88812B,B789,VN-A871,VN,HVN,HAN,VVNB,SIN,WSSS,VN660,HVN660,660,11262.4,0.67,19.0902,106.103,944.568,0.0,-8.208,,2025-11-22 07:59:55+00:00
en-route,A21N,88816A,A21N,VN-A619,VN,HVN,CAN,ZGGG,HAN,VVNB,VN506,HVN506,506,891.54,13.0,23.227,113.234,342.62,0.0,0.0,,2025-11-22 07:58:56+00:00
unknown,A321,88808B,A321,VN-A324,VN,HVN,HAN,VVNB,CXR,VVCR,VN1552,HVN1552,1552,342.9,107.0,21.244,105.728,266.688,0.0,0.0,,2025-11-22 07:46:20+00:00
en-route,B78X,88818E,B78X,VN-A879,VN,HVN,SGN,VVTS,HAN,VVNB,VN213,HVN213,213,11125.2,166.0,16.2582,107.878,877.848,0.0,0.0,,2025-11-22 07:59:53+00:00
en-route,A20N,8881B6,A20N,VN-A514,VN,HVN,HAN,VVNB,UIH,VVPC,VN1622,HVN1622,1622,5021.58,357.15,20.6571,105.639,483.984,0.0,-17.568,,2025-11-22 07:59:54+00:00
en-route,A21N,888164,A21N,VN-A616,VN,HVN,HAN,VVNB,HKG,VHHH,VN593,HVN593,593,9174.48,259.2,22.5734,107.6,771.12,0.0,0.0,,2025-11-22 07:59:54+00:00
en-route,A321,8880A4,A321,VN-A396,VN,HVN,THD,VVTX,SGN,VVTS,VN1266,HVN1266,1266,10241.3,10.0,12.2631,107.626,829.696,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A20N,8881F6,A20N,VN-A515,VN,HVN,SGN,VVTS,VCL,VVCA,VN1465,HVN1465,1465,1036.32,279.0,10.8773,106.864,379.66,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A321,888052,A321,VN-A356,VN,HVN,SGN,VVTS,THD,VVTX,VN1265,HVN1265,1265,6743.7,262.0,11.121,108.196,761.172,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A321,8880AE,A321,VN-A603,VN,HVN,SGN,VVTS,DAD,VVDN,VN127,HVN127,127,9753.6,182.0,13.5489,108.167,868.588,0.0,0.0,,2025-11-22 08:00:00+00:00
en-route,A321,8880C0,A321,VN-A608,VN,HVN,SGN,VVTS,CGK,WIII,VN630,HVN630,630,3535.68,326.0,-5.8038,106.371,648.2,0.0,0.0,,2025-11-22 08:00:19+00:00
Unknown,A321,8880AB,A321,VN-A399,VN,HVN,HAN,VVNB,DAD,VVDN,VN170,HVN170,170,22.86,107.0,21.228,105.783,266.688,0.0,0.0,,2025-11-22 07:58:50+00:00
en-route,A321,88808A,A321,VN-A323,VN,HVN,SGN,VVTS,BKK,VTBS,VN604,HVN604,604,6080.76,129.0,13.6158,101.678,787.1,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A21N,88816D,A21N,VN-A622,VN,HVN,SIN,WSSS,SGN,VVTS,VN655,HVN655,655,9753.6,200.0,6.8318,105.494,875.996,0.0,0.0,,2025-11-22 08:00:19+00:00
Unknown,A321,8880C5,A321,VN-A609,VN,HVN,SGN,VVTS,PQC,VVPQ,VN1826,HVN1826,1826,0.0,185.0,10.1643,103.998,0.0,1.0,0.0,,2025-11-22 07:54:54+00:00
en-route,A20N,8881B5,A20N,VN-A513,VN,HVN,HAN,VVNB,DLI,VVDL,VN1574,HVN1574,1574,9448.8,1.0,14.075,107.873,848.216,0.0,0.0,,2025-11-22 08:00:02+00:00
Unknown,A321,8880AD,A321,VN-A602,VN,HVN,SGN,VVTS,CAN,ZGGG,VN503,HVN503,503,3230.88,220.0,23.5977,113.095,629.68,0.0,0.0,,2025-11-22 07:59:39+00:00
en-route,A321,888098,A321,VN-A334,VN,HVN,SGN,VVTS,HAN,VVNB,VN7255,HVN7255,7255,9753.6,156.0,18.4848,107.04,872.292,0.0,0.0,,2025-11-22 07:59:54+00:00
en-route,A321,888051,A321,VN-A354,VN,HVN,SGN,VVTS,DAD,VVDN,VN6037,PIC6037,6037,6995.16,203.0,15.1082,108.191,813.028,0.0,0.0,,2025-11-22 07:59:53+00:00
en-route,A321,888055,A321,VN-A359,VN,HVN,HPH,VVCI,SGN,VVTS,VN6440,PIC6440,6440,7620.0,359.0,18.5878,106.596,866.736,0.0,0.0,,2025-11-22 07:59:54+00:00
en-route,A321,888054,A321,VN-A358,VN,HVN,TSN,ZBTJ,CXR,VVCR,VN500,HVN500,500,7292.34,355.0,13.5254,109.081,803.768,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A321,88812C,A321,VN-A398,VN,HVN,SGN,VVTS,DAD,VVDN,VN129,HVN129,129,8679.18,181.0,12.3781,108.117,901.924,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A321,88808D,A321,VN-A326,VN,HVN,DAD,VVDN,HAN,VVNB,VN171,HVN171,171,8534.4,156.0,19.1607,106.726,914.888,0.0,0.0,,2025-11-22 07:59:53+00:00
landed,A321,8880A1,A321,VN-A393,VN,HVN,DAD,VVDN,SGN,VVTS,VN132,HVN132,132,0.0,81.0,16.0537,108.202,0.0,1.0,0.0,,2025-11-22 07:55:20+00:00
en-route,A321,8880A5,A321,VN-A397,VN,HVN,HKG,VHHH,SGN,VVTS,VN594,HVN594,594,10058.4,6.0,15.2129,109.196,870.44,0.0,0.0,,2025-11-22 07:59:52+00:00
en-route,A359,888124,A359,VN-A891,VN,HVN,SGN,VVTS,PVG,ZSPD,VN525,HVN525,525,2293.62,257.0,31.3409,121.666,511.152,0.0,0.0,,2025-11-22 07:59:54+00:00
en-route,A21N,888194,A21N,VN-A508,VN,HVN,HAN,VVNB,KHH,RCKH,VN583,HVN583,583,899.16,192.0,21.3227,105.639,383.364,0.0,0.0,,2025-11-22 07:59:54+00:00
en-route,A321,8880F0,A321,VN-A614,VN,HVN,HAN,VVNB,ICN,RKSI,VN5417,HVN5417,5417,10401.3,218.0,25.5728,114.561,738.948,0.0,0.0,,2025-11-22 07:59:46+00:00
en-route,B789,8880F7,B789,VN-A867,VN,HVN,SGN,VVTS,HAN,VVNB,VN233,HVN233,233,11582.4,159.0,17.8834,107.51,877.848,0.0,0.0,,2025-11-22 07:59:53+00:00
en-route,A321,888141,A321,VN-A644,VJ,VJC,SGN,VVTS,DAD,VVDN,VJ635,VJC635,635,3314.7,253.0,11.0088,107.372,592.64,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A320,888096,A320,VN-A668,VJ,VJC,HAN,VVNB,DLI,VVDL,VJ408,VJC408,408,10058.4,334.39,19.3917,106.168,844.092,0.0,-67.896,,2025-11-22 07:59:54+00:00
en-route,A321,88811A,A321,VN-A667,VJ,VJC,SGN,VVTS,THD,VVTX,VJ251,VJC251,251,510.54,249.0,10.8539,106.74,307.432,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A321,8881A7,A321,VN-A522,VJ,VJC,HAN,VVNB,SGN,VVTS,VJ198,VJC198,198,388.62,107.0,21.2463,105.72,266.688,0.0,0.0,,2025-11-22 08:00:00+00:00
en-route,A333,8881DD,A333,VN-A816,VJ,VJC,SGN,VVTS,SYD,YSSY,VJ86,VJC86,86,11887.2,359.0,2.3834,114.858,837.104,0.0,0.0,,2025-11-22 08:00:18+00:00
en-route,A321,885967,A321,HS-VKG,VJ,VJC,BKK,VTBS,TPE,RCTP,VZ567,TVJ567,567,9144.0,225.0,23.9127,119.598,805.62,0.0,0.0,2662.0,2025-11-22 07:59:54+00:00
landed,A320,8880EE,A320,VN-A656,VJ,VJC,SGN,VVTS,HAN,VVNB,VJ129,VJC129,129,0.0,70.0,10.8156,106.653,35.188,1.0,0.0,,2025-11-22 07:59:52+00:00
en-route,A21N,8881D9,A21N,VN-A528,VJ,VJC,HAN,VVNB,DPS,WADD,VJ900,VJC900,900,11254.7,345.0,10.5778,108.161,853.772,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A21N,88817D,A21N,VN-A536,VJ,VJC,SGN,VVTS,HKT,VTSP,VJ808,VJC808,808,7551.42,52.0,8.896,99.4076,792.656,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A333,8881C7,A333,VN-A812,VJ,VJC,MEL,YMML,SGN,VVTS,VJ81,VJC81,81,11887.2,139.0,-12.467,117.322,898.22,0.0,0.0,,2025-11-22 08:00:18+00:00
en-route,A21N,888171,A21N,VN-A525,VJ,VJC,HKG,VHHH,PQC,VVPQ,VJ986,VJC986,986,10066.0,56.0,18.0147,111.415,901.924,0.0,0.0,,2025-11-22 07:59:46+00:00
en-route,A321,885968,A321,HS-VKH,VJ,VJC,BKK,VTBS,HKT,VTSP,VZ305,TVJ305,305,8435.34,14.0,12.554,100.329,818.584,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A320,885962,A320,HS-VKB,VJ,VJC,CEI,VTCT,BKK,VTBS,VZ132,TVJ132,132,1165.86,28.0,19.8183,99.8045,309.284,0.0,0.0,,2025-11-22 07:59:52+00:00
landed,A320,888126,A320,VN-A675,VJ,VJC,SGN,VVTS,KUL,WMKK,VJ826,VJC826,826,0.0,5.0,10.8119,106.661,0.0,1.0,0.0,,2025-11-22 07:59:44+00:00
en-route,A21N,8881EE,A21N,VN-A539,VJ,VJC,ICN,RKSI,SGN,VVTS,VJ860,VJC860,860,10050.8,8.29,22.9962,120.185,847.8,0.0,0.0,5636.0,2025-11-22 07:59:55+00:00
Unknown,A321,88596A,A321,HS-VKJ,VJ,VJC,BKK,VTBS,HDY,VTSS,VZ325,TVJ325,325,9745.98,1.0,12.2708,100.453,768.58,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A21N,88815B,A21N,VN-A674,VJ,VJC,SGN,VVTS,DPS,WADD,VJ894,VJC894,894,9136.38,309.0,5.7772,112.608,896.368,0.0,0.0,,2025-11-22 08:00:18+00:00
en-route,A320,88596F,A320,HS-VKO,VJ,VJC,HKT,VTSP,BKK,VTBS,VZ2300,TVJ2300,2300,7978.14,200.0,13.1727,99.9784,825.992,0.0,0.0,4220.0,2025-11-22 08:00:01+00:00
en-route,A321,888175,A321,VN-A670,VJ,VJC,HPH,VVCI,BMV,VVBM,VJ670,VJC670,670,9456.42,334.0,16.5592,107.593,861.18,0.0,0.0,,2025-11-22 07:59:53+00:00
en-route,A321,888125,A321,VN-A673,VJ,VJC,HAN,VVNB,SIN,WSSS,VJ916,VJC916,916,8983.98,352.0,3.6488,104.35,850.068,0.0,0.0,,2025-11-22 08:00:20+00:00
en-route,A320,88811C,A320,VN-A672,VJ,VJC,HAN,VVNB,CGK,WIII,VJ928,VJC928,928,2438.4,327.0,-6.0081,106.44,522.264,0.0,0.0,,2025-11-22 08:00:19+00:00
en-route,A321,888174,A321,VN-A661,VJ,VJC,TPE,RCTP,SGN,VVTS,VJ842,VJC842,842,10058.4,35.0,13.7666,108.906,868.588,0.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A321,885972,A321,HS-VKR,VJ,VJC,BKK,VTBS,CNX,VTCC,VZ111,TVJ111,111,9441.18,162.45,15.4832,100.23,872.136,0.0,0.0,,2025-11-22 07:59:55+00:00
en-route,A321,8881B1,A321,VN-A535,VJ,VJC,DAD,VVDN,HAN,VVNB,VJ513,VJC513,513,0.0,351.0,16.0445,108.198,170.384,1.0,0.0,,2025-11-22 08:00:02+00:00
en-route,A321,888151,A321,VN-A639,VJ,VJC,SGN,VVTS,HPH,VVCI,VJ275,VJC275,275,8427.72,218.0,11.7984,108.013,861.18,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A321,8881AA,A321,VN-A542,VJ,VJC,SGN,VVTS,DPS,WADD,VJ898,VJC898,898,8900.16,351.0,-7.2961,114.946,846.364,0.0,0.0,,2025-11-22 08:00:19+00:00
en-route,A333,8881DB,A333,VN-A814,VJ,VJC,SGN,VVTS,HAN,VVNB,VJ143,VJC143,143,12192.0,170.0,15.2814,108.142,829.696,0.0,0.0,,2025-11-22 07:59:52+00:00
en-route,A320,8880DC,A320,VN-A658,VJ,VJC,HAN,VVNB,SGN,VVTS,VJ144,VJC144,144,10668.0,336.0,16.5753,107.454,859.328,0.0,0.0,,2025-11-22 07:59:52+00:00
en-route,A21N,888143,A21N,VN-A646,VJ,VJC,SGN,VVTS,PER,YPPH,VJ92,VJC92,92,10355.6,314.0,5.4484,113.067,866.736,0.0,0.0,,2025-11-22 08:00:19+00:00
en-route,A320,8880EA,A320,VN-A655,VJ,VJC,HAN,VVNB,VCA,VVCT,VJ462,VJC462,462,10668.0,359.0,13.9234,107.661,877.848,0.0,0.0,,2025-11-22 08:00:02+00:00
started,A321,888041,A321,VN-A687,VJ,VJC,SGN,VVTS,RMQ,RCMQ,VJ853,VJC853,853,0.0,19.0,24.2546,120.601,0.0,1.0,0.0,,2025-11-22 07:58:57+00:00
en-route,A320,8880B0,A320,VN-A699,VJ,VJC,SGN,VVTS,VCL,VVCA,VJ373,VJC373,373,5638.8,269.0,11.0228,107.924,714.872,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A320,885973,A320,HS-VKS,VJ,VJC,CNX,VTCC,BKK,VTBS,VZ106,TVJ106,106,480.06,359.0,18.722,98.9627,268.54,0.0,0.0,,2025-11-22 08:00:01+00:00
unknown,A320,88811B,A320,VN-A671,VJ,VJC,HAN,VVNB,DLI,VVDL,VJ404,VJC404,404,708.66,87.0,21.2668,105.637,333.36,0.0,0.0,,2025-11-22 07:51:05+00:00
unknown,A21N,8881F2,A21N,VN-A547,VJ,VJC,HAN,VVNB,CXR,VVCR,VJ774,VJC774,774,0.0,107.0,21.2254,105.792,250.02,0.0,0.0,,2025-11-22 07:58:20+00:00
en-route,A21N,888218,A21N,VN-A578,VJ,VJC,DAD,VVDN,HAN,VVNB,VJ511,VJC511,511,8702.04,154.77,19.8057,106.408,890.604,0.0,28.08,,2025-11-22 07:59:55+00:00
unknown,A321,888128,A321,VN-A677,VJ,VJC,HAN,VVNB,KUL,WMKK,VJ906,VJC906,906,0.0,107.0,21.2256,105.791,257.428,0.0,0.0,,2025-11-22 07:46:21+00:00
en-route,A320,885963,A320,HS-VKC,VJ,VJC,BKK,VTBS,TPE,RCTP,VZ571,TVJ571,571,10363.2,243.0,20.5133,115.761,775.988,0.0,0.0,2677.0,2025-11-22 07:59:50+00:00
en-route,A320,885964,A320,HS-VKD,VJ,VJC,CNX,VTCC,HKT,VTSP,VZ417,TVJ417,417,10965.2,347.0,14.3116,100.103,874.144,0.0,0.0,7247.0,2025-11-22 08:00:02+00:00
en-route,A320,888097,A320,VN-A669,VJ,VJC,VCL,VVCA,SGN,VVTS,VJ374,VJC374,374,9448.8,14.0,12.5958,107.661,846.364,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,A321,88596C,A321,HS-VKL,VJ,VJC,BKK,VTBS,ICN,RKSI,VZ851,TVJ851,851,10348.0,257.0,15.479,105.869,801.916,0.0,0.0,,2025-11-22 07:59:54+00:00
en-route,A321,888040,A321,VN-A685,VJ,VJC,BMV,VVBM,HAN,VVNB,VJ1491,VJC1491,1491,6553.2,154.74,20.2419,106.191,802.764,0.0,35.1,,2025-11-22 07:59:55+00:00
en-route,A321,88803E,A321,VN-A683,VJ,VJC,DAD,VVDN,KUL,WMKK,VJ824,VJC824,824,10660.4,29.0,10.2887,106.45,857.476,0.0,0.0,,2025-11-22 08:00:01+00:00
en-route,B38M,885B41,B38M,HS-VZA,VJ,VJC,CTS,RJCC,ANC,PANC,VZ9986,TVJ9968,9986,9753.6,252.0,50.2586,163.14,759.32,0.0,0.0,,2025-11-22 07:59:37+00:00
unknown,AT75,888076,AT75,VN-B223,0V,VFC,VCS,VVCS,SGN,VVTS,VN1897,HVN1897,1897,1805.94,187.0,8.9387,106.471,444.48,0.0,0.0,,2025-11-22 08:01:10+00:00
en-route,AT75,48C5EB,AT75,SP-SPL,P8,SRN,OSL,ENGM,TOS,ENTC,P8522,SRN522,522,2926.08,216.0,60.6183,11.5157,446.332,0.0,0.0,,2025-11-22 08:00:16+00:00
en-route,XXA,XXC,XXA,XXB,,,,,,,XXD,2233,XXF,11887.2,38.0,-30.1556,-30.1455,883.404,0.0,0.0,,2025-11-22 07:41:02+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,5XMAU,XXF,2598.42,335.0,1.4463,31.9502,166.68,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,MEECLBM,XXF,708.66,68.0,37.7021,-2.6536,81.488,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,PBD6548,XXF,830.58,220.0,56.0086,37.6452,322.248,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,ZUTLC,XXF,1562.1,7.0,-25.9803,28.3426,133.344,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,B7906,XXF,1493.52,86.0,31.3978,105.43,146.308,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,CSS258,XXF,10675.6,82.0,22.6549,94.8542,968.596,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,UUG,XXF,137.16,61.0,-42.8238,147.464,214.832,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,ZSMID,XXF,1463.04,72.0,-26.4306,26.4952,196.312,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,5YGCA,XXF,3840.48,235.0,-0.9498,35.9874,275.948,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,N4O7MZ,XXF,2087.88,270.0,35.8813,-106.272,12.964,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,N92995,XXF,243.84,264.0,26.6096,-81.8557,127.788,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,ZULZR,XXF,1181.1,96.0,-25.6534,28.2198,31.484,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,N2438J,XXF,609.6,123.0,43.2904,-88.4939,155.568,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,RCH5099,XXF,152.4,82.0,49.432,7.5722,212.98,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,B12SY,XXF,6888.48,1.0,36.9919,109.511,444.48,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,GJS4581,XXF,586.74,54.0,39.8702,-84.2929,218.536,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,5YDRM,XXF,9144.0,226.0,6.0573,44.0571,818.584,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,VTRJH,XXF,982.98,215.0,29.9892,78.0935,253.724,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,FGLKO,XXF,647.7,274.0,48.6951,6.9659,613.012,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,960,XXF,1508.76,310.0,17.5811,78.3752,185.2,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,TCTGD,XXF,1051.56,268.0,38.6771,29.5334,159.272,0.0,0.0,,2025-11-22 07:41:04+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,OAO9101,XXF,106.68,318.06,64.4459,40.4132,171.792,0.0,14.04,,2025-11-22 07:44:54+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,RAM545,XXF,10363.2,333.0,16.0356,-1.0561,722.28,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,B9617,XXF,68.58,331.0,19.1177,110.467,207.424,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,N135LL,XXF,388.62,336.0,36.3078,-94.184,12.964,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,N208LS,XXF,274.32,1.0,34.8545,-86.5527,216.684,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,5YSLL,XXF,1691.64,257.0,-1.4379,35.093,188.904,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,CHC355D,XXF,53.34,96.0,21.2428,110.465,98.156,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,7QSTA,XXF,2141.22,122.0,0.1843,25.7612,296.32,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,APK7150,XXF,647.7,167.0,5.5299,7.1835,279.652,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,RHINO26,XXF,1996.44,237.0,24.203,52.6489,503.744,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,5YCKG,XXF,2918.46,45.0,-0.385,36.9699,296.32,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,LBK30,XXF,739.14,356.0,33.9173,71.5205,251.872,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,HSPSL,XXF,1981.2,165.0,7.27,100.583,457.444,0.0,0.0,,2025-11-22 07:46:20+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,A2OKH,XXF,2484.12,316.0,-18.783,22.2421,309.284,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,APG358,XXF,723.9,210.0,9.7008,123.846,312.988,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,VTCHO,XXF,2286.0,79.0,24.5993,76.7184,188.904,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,NHX12,XXF,228.6,275.0,51.9842,3.288,183.348,0.0,0.0,7000.0,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,CAV470,XXF,579.12,240.0,55.825,-97.7834,194.46,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,CHX38,XXF,175.26,33.0,51.0141,14.054,25.928,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,XGL,XXF,449.58,90.0,-27.5645,151.798,1.852,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,N505MT,XXF,1524.0,244.0,31.4721,-103.291,238.908,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,4XHLR,XXF,83.82,259.0,31.9671,34.7454,198.164,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,TCTKU,XXF,762.0,306.0,39.9472,32.6996,166.68,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,PBD6919,XXF,11582.4,280.0,44.4789,46.916,829.696,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,ICNTF,XXF,213.36,21.0,45.7147,9.5909,79.636,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,AYV,XXF,548.64,162.0,-17.615,139.49,338.916,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,VHOCH,XXF,76.2,294.0,-28.7907,114.7,22.224,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,4LGHG,XXF,2209.8,347.0,40.0224,46.3352,87.044,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,B124G,XXF,1775.46,187.0,30.7365,105.292,224.092,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,TCAYN,XXF,335.28,234.0,41.0026,28.5207,203.72,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,FGJZI,XXF,548.64,190.0,45.8875,4.6562,170.384,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,VTKTC,XXF,213.36,220.0,22.8118,69.7643,166.68,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,DTB,XXF,403.86,274.0,-36.8504,145.213,170.384,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,LEA,XXF,1097.28,26.0,-37.48,144.311,229.648,0.0,0.0,,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,JDV,XXF,441.96,217.0,-37.7119,144.404,159.272,0.0,0.0,1200.0,2025-11-22 07:46:21+00:00
unknown,XXA,XXC,XXA,XXB,,,,,,,XXD,AERO71,XXF,5798.82,326.0,8.7729,39.0372,559.304,0.0,0.0,,2025-11-22 07:46:21+00:00
