GMT,airportId,codeIataAirport,codeIataCity,codeIcaoAirport,codeIso2Country,geonameId,latitudeAirport,longitudeAirport,nameAirport,nameCountry,phone,timezone
7,4609,LXG,LXG,VLLN,LA,7668611,21.05,101.46667,Luang Namtha,Laos,,Asia/Vientiane
7,5379,NEU,NEU,VLSN,LA,7730220,20.416668,104.066666,Sam Neua,Laos,,Asia/Vientiane
7,5678,ODY,ODY,VLOS,LA,7731360,20.583332,104.166664,Oudomxai,Laos,,Asia/Vientiane
7,5885,OUI,OUI,VLHS,LA,7668610,18.936111,102.67083,Ban Houei,Laos,,Asia/Vientiane
7,5999,PCQ,PCQ,,LA,8260755,21.645832,101.90583,Bounneua,Laos,,Asia/Vientiane
7,6149,PKS,PKS,,LA,0,18.366667,103.683334,Paksane,Laos,,Asia/Vientiane
7,6155,PKZ,PKZ,VLPS,LA,7730219,15.136257,105.781296,Pakse,Laos,,Asia/Vientiane
7,7227,SND,SND,,LA,0,16.666668,105.01667,Seno,Laos,,Asia/Vientiane
7,7686,THK,THK,VLTK,LA,6301111,17.4,104.816666,Thakhek,Laos,,Asia/Vientiane
7,8068,UDO,UDO,,LA,0,19.133333,103.816666,Udomxay,Laos,,Asia/Vientiane
7,8157,UON,UON,,LA,0,20.7,101.98333,Muong Sai,Laos,,Asia/Vientiane
7,8294,VGG,VGG,,LA,0,62.53,11.07,Vangrieng,Laos,,Asia/Vientiane
7,8351,VNA,VNA,VLSV,LA,6301110,15.692778,106.42611,Saravane,Laos,,Asia/Vientiane
7,8355,VNG,VNG,,LA,7648323,18.933332,102.5,Viengxay,Laos,,Asia/Vientiane
7,8400,VTE,VTE,VLVT,LA,6301112,17.975431,102.56772,Wattay,Laos,,Asia/Vientiane
7,8672,XAY,XAY,,LA,0,18.666668,104.71667,Xayabury,Laos,,Asia/Vientiane
7,8802,XIE,XIE,,LA,0,19.65,100.833336,Xienglom,Laos,,Asia/Vientiane
7,8850,XKH,XKH,VLXK,LA,7731637,19.3,103.36667,Xieng Khouang,Laos,,Asia/Vientiane
7,9648,ZBY,ZBY,VLSB,LA,6301108,19.25,101.7,Sayaboury,Laos,,Asia/Vientiane
7,9992,ZVK,ZVK,VLSK,LA,6301109,16.553612,104.7625,Savannakhet,Laos,,Asia/Vientiane
2,640,BEY,BEY,OLBA,LB,276781,33.826073,35.49308,Beirut Rafic Hariri Airport,Lebanon,,Asia/Beirut
2,4142,KYE,KYE,OLKA,LB,7668392,34.58611,36.002777,Kleyate,Lebanon,,Asia/Beirut
-4,7192,SLU,SLU,TLPC,LC,3576407,14.020417,-60.99441,George F L Charles,Saint Lucia,,America/St_Lucia
-4,8220,UVF,SLU,TLPL,LC,3576674,13.735556,-60.95222,Hewanorra,Saint Lucia,,America/St_Lucia
5.30,58,ACJ,ACJ,VCCA,LK,1251081,8.35,80.38333,Anuradhapura,Sri Lanka,,Asia/Colombo
5.30,87,ADP,ADP,,LK,6301061,7.336389,81.625275,Ampara,Sri Lanka,,Asia/Colombo
5.30,118,AFK,ADP,,LK,0,40.668888,-96.00694,Kondavattavan Tank,Sri Lanka,,Asia/Colombo
5.30,506,AYY,AYY,,LK,8298885,6.855,81.8311,Arugam Bay SPB,Sri Lanka,,Asia/Colombo
5.30,757,BJT,BJT,,LK,0,6.483333,79.98333,Bentota River,Sri Lanka,,Asia/Colombo
5.30,971,BTC,BTC,VCCB,LK,6301062,7.703333,81.67861,Batticaloa,Sri Lanka,,Asia/Colombo
5.30,1097,BYV,CMB,,LK,0,6.927468,79.848358,Beira Lake SPB,Sri Lanka,,Asia/Colombo
5.30,1396,CMB,CMB,VCBI,LK,6301060,7.174112,79.8865,Bandaranaike International,Sri Lanka,011-225-2861,Asia/Colombo
5.30,1715,DBU,DBU,,LK,0,7.86,80.651665,Dambulu Oya Tank,Sri Lanka,,Asia/Colombo
5.30,1764,DGM,DGM,,LK,0,23.03,113.74,Dongguan,Sri Lanka,,Asia/Colombo
5.30,1798,DIW,DIW,,LK,0,5.990751,80.73323,Mawella Lagoon,Sri Lanka,,Asia/Colombo
5.30,2611,GIU,GIU,VCCS,LK,7731056,7.9564084,80.7595754,Sigiriya Slaf Base,Sri Lanka,,Asia/Colombo
5.30,2703,GOY,GOY,VCCG,LK,7730209,7.333333,81.61667,Amparai,Sri Lanka,,Asia/Colombo
5.30,2875,HBT,HRI,,LK,0,27.911552,45.522972,Hafr Albatin,Sri Lanka,,Asia/Colombo
5.30,2953,HIM,HIM,VCCH,LK,1244108,8.05,80.97111,Hingurakgoda,Sri Lanka,,Asia/Colombo
5.30,3058,HRI,HRI,,LK,5731078,45.82791,-119.26029,Mattala Rajapaksa International Airport,Sri Lanka,,Asia/Colombo
5.30,3351,IRU,IRU,,LK,0,35.921055,139.50674,Iranamadu SPB,Sri Lanka,,Asia/Colombo
5.30,3435,JAF,JAF,VCCJ,LK,7730210,9.791667,80.075,Kankesanturai,Sri Lanka,,Asia/Colombo
5.30,3733,KCT,KCT,VCCK,LK,7730211,5.983056,80.33305,Koggala,Sri Lanka,,Asia/Colombo
5.30,3756,KDW,KDW,,LK,1241622,7.3,80.63333,Vic. Resevour Kandy,Sri Lanka,,Asia/Colombo
5.30,3758,KDY,KDY,,LK,0,7.466667,80.51667,Mahaweli,Sri Lanka,,Asia/Colombo
5.30,3759,KDZ,KDZ,,LK,1240994,7.330555,80.64167,Polgolla Reservoir,Sri Lanka,,Asia/Colombo
5.30,3785,KEZ,KEZ,,LK,1240622,6.983333,79.916664,Kelaniya River,Sri Lanka,,Asia/Colombo
5.30,4077,KTY,KTY,,LK,8299039,6.0,80.3,Katukurunda Slaf Base,Sri Lanka,,Asia/Colombo
5.30,4977,MNH,MNH,,LK,7731283,7.75,83.0,Minneriya,Sri Lanka,,Asia/Colombo
5.30,5572,NUA,NUA,,LK,8261059,6.966667,80.76667,Gregory's Lake,Sri Lanka,,Asia/Colombo
5.30,5576,NUF,NUF,,LK,1244596,6.8916,80.5955,Castlereigh Reservoir,Sri Lanka,,Asia/Colombo
5.30,6278,PQD,BTC,,LK,0,7.71,81.68,Pasikudha SPB,Sri Lanka,,Asia/Colombo
5.30,6762,RML,CMB,VCCC,LK,6301870,6.819444,79.8875,Ratmalana,Sri Lanka,,Asia/Colombo
5.30,7698,THW,TRR,,LK,0,8.569151,81.23291,Harbour SPB,Sri Lanka,,Asia/Colombo
5.30,7907,TRR,TRR,VCCT,LK,6301063,8.536944,81.183334,China Bay,Sri Lanka,,Asia/Colombo
5.30,7960,TTW,TTW,,LK,5858556,63.39111,-148.95556,Tissa Tank,Sri Lanka,,Asia/Colombo
5.30,8598,WRZ,WRZ,VCCW,LK,7668582,6.251667,81.238335,Wirawila,Sri Lanka,,Asia/Colombo
0,1088,BYL,BYL,,LR,2278729,7.366667,-10.0,Bella Yella,Liberia,,Africa/Monrovia
0,1472,CPA,CPA,GLCP,LR,2276492,4.376667,-7.695556,A. Tubman,Liberia,,Africa/Monrovia
0,2397,FOY,FOY,,LR,8298935,8.366667,-10.216667,Foya,Liberia,,Africa/Monrovia
0,2718,GRC,GRC,,LR,2276625,4.6,-8.166667,Grand Cess,Liberia,,Africa/Monrovia
0,4941,MLW,MLW,GLMR,LR,2274895,6.289444,-10.758333,Sprigg Payne,Liberia,,Africa/Monrovia
0,5414,NIA,NIA,,LR,0,7.491111,-8.591667,Nimba,Liberia,,Africa/Monrovia
0,6789,ROB,MLW,GLRB,LR,2597313,6.239722,-10.358889,Roberts International,Liberia,,Africa/Monrovia
0,6879,RVC,RVC,,LR,2274288,5.466667,-9.583333,Rivercess,Liberia,,Africa/Monrovia
0,6931,SAZ,SAZ,,LR,0,4.666667,-8.433333,Sasstown,Liberia,,Africa/Monrovia
0,7232,SNI,SNI,,LR,2276600,5.033056,-9.063611,R.E. Murray,Liberia,,Africa/Monrovia
0,7680,THC,THC,,LR,0,6.066667,-8.133333,Tchien,Liberia,,Africa/Monrovia
0,7881,TPT,TPT,,LR,0,6.483333,-8.866667,Tapeta,Liberia,,Africa/Monrovia
0,8059,UCN,UCN,,LR,2278158,5.95,-10.033333,Buchanan,Liberia,,Africa/Monrovia
0,8366,VOI,VOI,GLVA,LR,7730580,8.416667,-9.75,Voinjama,Liberia,,Africa/Monrovia
2,4266,LEF,LEF,FXLK,LS,7730534,-29.783333,28.583332,Lebakeng,Lesotho,,Africa/Maseru
2,4279,LES,LES,LEUT,LS,7730536,-29.666668,27.666668,Lesobeng,Lesotho,,Africa/Maseru
2,4492,LRB,LRB,FXLR,LS,7730535,-28.966667,28.0,Leribe,Lesotho,,Africa/Maseru
2,4773,MFC,MFC,FXMF,LS,7730537,-29.75,27.3,Mafeteng,Lesotho,,Africa/Maseru
2,4901,MKH,MKH,FXMK,LS,7730538,-29.166668,29.166668,Mokhotlong,Lesotho,,Africa/Maseru
2,5097,MSG,MSG,,LS,932472,-29.733334,28.75,Matsaile,Lesotho,,Africa/Maseru
2,5111,MSU,MSU,FXMM,LS,6297128,-29.30139,27.505556,Moshoeshoe International,Lesotho,,Africa/Maseru
2,5443,NKU,NKU,FXNK,LS,7730539,-29.5,28.0,Nkaus,Lesotho,,Africa/Maseru
2,6036,PEL,PEL,FXPG,LS,7730540,-30.55,27.916668,Pelaneng,Lesotho,,Africa/Maseru
2,7083,SHK,SHK,FXSH,LS,7730543,-29.475,27.833332,Sehonghong,Lesotho,,Africa/Maseru
2,7098,SHZ,SHZ,FXSS,LS,7730546,-29.166668,28.0,Seshutes,Lesotho,,Africa/Maseru
2,7163,SKQ,SKQ,FXSK,LS,7730544,-29.65,28.166668,Sekakes,Lesotho,,Africa/Maseru
2,7260,SOK,SOK,FXSM,LS,7730545,-29.833332,28.5,Semongkong,Lesotho,,Africa/Maseru
2,7679,THB,THB,FXTA,LS,7730547,-28.833332,29.5,Thaba-Tseka,Lesotho,,Africa/Maseru
2,7753,TKO,TKO,FXTK,LS,7730548,-29.233334,28.883333,Tlokoeng,Lesotho,,Africa/Maseru
2,8147,UNE,UNE,FXQN,LS,7730542,-30.166668,27.166668,Qachas Nek,Lesotho,,Africa/Maseru
2,8198,UTG,UTG,FXQG,LS,7730541,-30.5,27.6,Quthing,Lesotho,,Africa/Maseru
2,4090,KUN,KUN,EYKA,LT,598317,54.9,23.916668,Kaunas,Lithuania,,Europe/Vilnius
2,6169,PLQ,PLQ,EYPA,LT,596239,55.95,21.083332,Palanga International,Lithuania,,Europe/Vilnius
2,6223,PNV,PNV,EYPP,LT,596129,55.733334,24.383333,Panevezys,Lithuania,,Europe/Vilnius
2,7311,SQQ,SQQ,EYSA,LT,594742,55.933334,23.316668,Siauliai International,Lithuania,,Europe/Vilnius
2,8356,VNO,VNO,EYVI,LT,6296876,54.643078,25.279606,Vilnius,Lithuania,,Europe/Vilnius
2,8831,XJK,PLQ,,LT,0,55.7108026,21.1318065,Klaipeda Bus Station,Lithuania,,Europe/Vilnius
1,4579,LUX,LUX,ELLX,LU,6296718,49.63111,6.209539,Findel,Luxembourg,,Europe/Luxembourg
2,1767,DGP,DGP,EVDA,LV,460413,55.88333,26.533333,Daugavpils,Latvia,,Europe/Riga
2,4485,LPX,LPX,EVLA,LV,457953,56.516666,21.1,Liepaja,Latvia,,Europe/Riga
2,6718,RIX,RIX,EVRA,LV,456172,56.92208,23.979807,Riga International,Latvia,,Europe/Riga
2,8359,VNT,VNT,EVVA,LV,454310,27.3,87.2,Ventspils,Latvia,,Europe/Riga
2,207,AKF,AKF,HLKF,LY,6297329,24.2,23.333332,Kufrah,Libya,,Africa/Tripoli
2,583,BCQ,BCQ,,LY,7730317,27.683332,14.216667,Brack,Libya,,Africa/Tripoli
2,630,BEN,BEN,HLLB,LY,6297330,32.085423,20.26489,Benina International,Libya,,Africa/Tripoli
2,1850,DNF,DNF,,LY,7730981,32.55,22.766666,Martuba,Libya,,Africa/Tripoli
2,2598,GHT,GHT,HLGT,LY,6297328,24.966667,10.166667,Ghat,Libya,,Africa/Tripoli
2,3114,HUQ,HUQ,HLON,LY,7730619,29.5,15.5,Houn,Libya,,Africa/Tripoli
2,4182,LAQ,LAQ,HLLQ,LY,7668297,32.788612,21.964167,La Braq,Libya,,Africa/Tripoli
2,4414,LMQ,LMQ,HLMB,LY,7668298,30.379444,19.579445,Marsa Brega,Libya,,Africa/Tripoli
2,4538,LTD,LTD,HLTD,LY,6297333,30.129168,9.509722,Ghadames,Libya,,Africa/Tripoli
2,4877,MJI,TIP,HLLM,LY,7730096,32.89722,13.277778,Mitiga,Libya,,Africa/Tripoli
2,5067,MRA,MRA,,LY,7731292,32.4,15.066667,Misurata,Libya,,Africa/Tripoli
2,5387,NFR,NFR,,LY,8260872,29.216667,21.583332,Nafoora,Libya,,Africa/Tripoli
2,6530,QUB,QUB,,LY,7731449,26.6,12.766667,Ubari,Libya,,Africa/Tripoli
2,7005,SEB,SEB,HLLS,LY,6297331,27.016666,14.4625,Sebha,Libya,,Africa/Tripoli
2,7341,SRX,SRX,HLGD,LY,7730095,31.060917,16.612036,Sert,Libya,,Africa/Tripoli
2,7840,TOB,TOB,HLGN,LY,7730618,31.854168,23.917221,Tobruk,Libya,,Africa/Tripoli
2,8444,WAX,WAX,HLZW,LY,7730620,51.216667,-55.38333,Zwara,Libya,,Africa/Tripoli
2,10518,ZIS,,HLZN,LY,,31.774878,12.25006,"Alzintan Airport
",Libya,,
2,10561,TIP,,HLLT,LY,6297332,32.6635017395,13.1590003967,"Tripoli International Airport
",Libya,,
0,128,AGA,AGA,GMAD,MA,6297198,30.378326,-9.555895,Agadir Almassira,Morocco,,Africa/Casablanca
0,165,AHU,AHU,GMTA,MA,6297218,35.17972,-3.836944,Charif Al Idrissi,Morocco,,Africa/Casablanca
0,1140,CAS,CAS,GMMC,MA,6297207,33.559723,-7.663056,Anfa,Morocco,,Africa/Casablanca
0,1408,CMN,CAS,GMMN,MA,6297212,33.36667,-7.586667,Mohamed V,Morocco,05 22 53 90 4,Africa/Casablanca
0,2165,ERH,ERH,GMFK,MA,7280528,31.95,-4.4,Moulay Ali Cherif,Morocco,,Africa/Casablanca
0,2196,ESU,ESU,GMMI,MA,2549264,31.3975,-9.681667,Essaouira,Morocco,,Africa/Casablanca
0,2212,EUN,EUN,GMML,MA,6297211,27.133333,-13.216667,Hassan I,Morocco,,Africa/Casablanca
0,2302,FEZ,FEZ,GMFF,MA,6297200,33.93079,-4.982138,Sais,Morocco,,Africa/Casablanca
0,2639,GLN,GLN,,MA,7731062,29.016666,-10.066667,Goulimime,Morocco,,Africa/Casablanca
0,2654,GMD,GMD,GMMB,MA,2555519,33.61297,-7.12079,Ben Slimane,Morocco,,Africa/Casablanca
0,4755,MEK,MEK,GMFM,MA,6297203,33.88333,-5.533333,Meknes,Morocco,,Africa/Casablanca
0,5363,NDR,NDR,GMFN,MA,0,34.988888,-3.028333,Nador,Morocco,,Africa/Casablanca
0,5474,NNA,NNA,GMMY,MA,2544572,34.266666,-6.666667,NAF,Morocco,,Africa/Casablanca
0,5881,OUD,OUD,GMFO,MA,6297205,34.783333,-1.933333,Les Anglades,Morocco,,Africa/Casablanca
0,5926,OZG,OZG,,MA,8261015,30.267143,-5.852456,Zagora,Morocco,,Africa/Casablanca
0,5933,OZZ,OZZ,GMMZ,MA,6297217,30.916668,-6.916667,Ouarzazate,Morocco,,Africa/Casablanca
0,6583,RAK,RAK,GMMX,MA,6297215,31.601875,-8.026902,Menara,Morocco,05 24 447910,Africa/Casablanca
0,6597,RBA,RBA,GMME,MA,2538476,34.036137,-6.748619,Sale,Morocco,,Africa/Casablanca
0,7106,SII,SII,GMMF,MA,6297209,29.4,-10.2,Sidi Ifni,Morocco,,Africa/Casablanca
0,7220,SMW,SMW,GMMA,MA,7668281,26.733334,-11.683333,Smara,Morocco,,Africa/Casablanca
0,7820,TNG,TNG,GMTT,MA,6297220,35.726288,-5.912898,Boukhalef,Morocco,,Africa/Casablanca
0,7941,TTA,TTA,GMAT,MA,6297199,28.45,-11.083333,Tan Tan,Morocco,,Africa/Casablanca
0,7959,TTU,TTU,GMTN,MA,6297219,35.583332,-5.316667,Sania Ramel,Morocco,,Africa/Casablanca
0,8044,UAR,UAR,,MA,2555157,51.15371,51.538563,Bouarfa,Morocco,,Africa/Casablanca
0,8313,VIL,VIL,GMMH,MA,7668282,23.713333,-15.935,Dakhla,Morocco,,Africa/Casablanca
1,4705,MCM,MCM,LNMC,MC,2993458,43.733334,7.416667,Fontvieille Heliport,Monaco,,Europe/Monaco
2,1120,BZY,BZY,,MD,6299774,47.75,27.933332,Beltsy,Moldova,,Europe/Chisinau
2,3854,KIV,KIV,LUKK,MD,6299776,46.935444,28.934967,International Airport Chisinau,Moldova,,Europe/Chisinau
2,10573,RMO,KIV,LUKK,MD,6299776,46.935444,28.934967,International Airport Chisinau,Moldova,,Europe/Chisinau
1,3391,IVG,IVG,,ME,3199071,42.839027,19.862028,Ivangrad,Montenegro,,Europe/Podgorica
1,7659,TGD,TGD,LYPG,ME,6299781,42.368023,19.246023,Golubovci,Montenegro,,Europe/Podgorica
1,7720,TIV,TIV,LYTV,ME,3220313,42.40361,18.725555,Tivat,Montenegro,,Europe/Podgorica
1,9636,ZBK,ZBK,,ME,7731649,43.15,19.116667,Zabljak,Montenegro,,Europe/Podgorica
-4,1177,CCE,SFG,,MF,0,18.05,-63.11667,Grand Case,Saint Martin,,America/Marigot
-4,5093,MSB,SFG,,MF,0,18.066668,-63.066666,Marigot SPB,Saint Martin,,America/Marigot
-4,7031,SFG,SFG,TFFG,MF,0,18.100555,-63.04889,Esperance,Saint Martin,,America/Marigot
3,167,AHY,AHY,,MG,0,-20.016666,45.533333,Ambatolahy,Madagascar,,Indian/Antananarivo
3,253,AMB,AMB,,MG,0,-13.183333,48.983334,Ambilobe,Madagascar,,Indian/Antananarivo
3,265,AMP,AMP,FMSY,MG,7730515,-24.7,44.733334,Ampanihy,Madagascar,,Indian/Antananarivo
3,274,AMY,AMY,,MG,8299261,-17.683332,45.666668,Ambatomainty,Madagascar,,Indian/Antananarivo
3,287,ANM,ANM,FMNH,MG,6297045,-15.0,50.316666,Antsirabato,Madagascar,,Indian/Antananarivo
3,409,ATJ,ATJ,FMME,MG,1069186,-19.85,47.016666,Antsirabe,Madagascar,,Indian/Antananarivo
3,782,BKU,BKU,,MG,1066310,-23.732222,44.39111,Betioky,Madagascar,,Indian/Antananarivo
3,815,BMD,BMD,FMML,MG,1067532,-20.733334,44.05,Belo,Madagascar,,Indian/Antananarivo
3,900,BPY,BPY,FMNQ,MG,1066703,-16.75,44.483334,Besalampy,Madagascar,,Indian/Antananarivo
3,964,BSV,BSV,,MG,8299242,-15.666667,47.066666,Besakoa,Madagascar,,Indian/Antananarivo
3,1111,BZM,BZM,,MG,8260376,51.466667,4.3,Woensdrecht,Madagascar,,Indian/Antananarivo
3,1784,DIE,DIE,FMNA,MG,1075634,-12.346111,49.2925,Antsiranana/Arrachart,Madagascar,,Indian/Antananarivo
3,1868,DOA,DOA,,MG,1065501,-14.366667,49.5,Doany,Madagascar,,Indian/Antananarivo
3,1952,DVD,DVD,,MG,8260679,-22.078333,43.259167,Andavadoaka,Madagascar,,Indian/Antananarivo
3,1961,DWB,DWB,,MG,1056487,-16.1,45.36667,Soalala,Madagascar,,Indian/Antananarivo
3,2440,FTU,FTU,FMSD,MG,6297052,-25.038055,46.955555,Marillac,Madagascar,,Indian/Antananarivo
3,3123,HVA,HVA,FMNL,MG,6297046,-14.633333,47.766666,Analalava,Madagascar,,Indian/Antananarivo
3,3231,IHO,IHO,FMSI,MG,7730514,-22.416668,46.11667,Ihosy,Madagascar,,Indian/Antananarivo
3,3258,ILK,ILK,FMMQ,MG,7730509,-20.333332,47.166668,Ilaka,Madagascar,,Indian/Antananarivo
3,3389,IVA,IVA,,MG,0,-13.642222,48.45778,Ambanja,Madagascar,,Indian/Antananarivo
3,3649,JVA,JVA,,MG,1072915,-18.8,45.283333,Ankavandra,Madagascar,,Indian/Antananarivo
3,4870,MJA,MJA,FMSJ,MG,1060682,-21.416668,44.316666,Manja,Madagascar,,Indian/Antananarivo
3,4882,MJN,MJN,FMNM,MG,6297047,-15.665833,46.353058,Amborovy,Madagascar,,Indian/Antananarivo
3,4979,MNJ,MNJ,FMSM,MG,6297055,-21.2,48.36667,Mananjary,Madagascar,,Indian/Antananarivo
3,5008,MOQ,MOQ,FMMV,MG,1058382,-20.283611,44.318333,Morondava,Madagascar,,Indian/Antananarivo
3,5228,MXM,MXM,FMSR,MG,1058391,-21.75,43.36667,Morombe,Madagascar,,Indian/Antananarivo
3,5234,MXT,MXT,FMMO,MG,1061913,-18.047777,44.03278,Maintirano,Madagascar,,Indian/Antananarivo
3,5441,NKO,NKO,,MG,8299298,-16.583332,-44.45,Ankokoambo,Madagascar,,Indian/Antananarivo
3,5502,NOS,NOS,FMNN,MG,6297048,-13.311111,48.31389,Fascene,Madagascar,,Indian/Antananarivo
3,5705,OHB,OHB,,MG,1058532,-18.94948,48.23007,Ambohibary,Madagascar,,Indian/Antananarivo
3,5895,OVA,OVA,,MG,1067982,-24.2325,45.305,Bekily,Madagascar,,Indian/Antananarivo
3,6751,RLR,RLR,,MG,0,-22.645277,45.323612,Relais de la Reine,Madagascar,,Indian/Antananarivo
3,6878,RVA,RVA,FMSG,MG,1065160,-22.801945,47.819443,Farafangana,Madagascar,,Indian/Antananarivo
3,7216,SMS,SMS,FMMS,MG,6297040,-17.083332,49.816666,Sainte Marie,Madagascar,,Indian/Antananarivo
3,7417,SVB,SVB,FMNS,MG,6297050,-14.276944,50.175,Sambava,Madagascar,,Indian/Antananarivo
3,7620,TDV,TDV,,MG,0,-21.7,43.733334,Tanandava,Madagascar,,Indian/Antananarivo
3,7769,TLE,TLE,FMST,MG,6297058,-23.389723,43.724167,Tulear,Madagascar,,Indian/Antananarivo
3,7801,TMM,TMM,FMMT,MG,1055977,-18.11,49.392223,Tamatave,Madagascar,,Indian/Antananarivo
3,7831,TNR,TNR,FMMI,MG,1070940,-18.799631,47.47503,Ivato International Airport,Madagascar,,Indian/Antananarivo
3,7957,TTS,TTS,,MG,1055059,-16.733334,47.6,Tsaratanana,Madagascar,,Indian/Antananarivo
3,7985,TVA,TVA,,MG,1058563,-17.849443,44.919167,Morafenobe,Madagascar,,Indian/Antananarivo
3,8032,TZO,TZO,,MG,8181799,-18.34797,45.01266,Tsimiroro,Madagascar,,Indian/Antananarivo
3,8249,VAT,VAT,FMMY,MG,7730510,-19.283333,48.833332,Vatomandry,Madagascar,,Indian/Antananarivo
3,8353,VND,VND,,MG,1054329,-23.35,47.566666,Vangaindrano,Madagascar,,Indian/Antananarivo
3,8365,VOH,VOH,FMNV,MG,6297051,-13.366667,50.0,Vohemar,Madagascar,,Indian/Antananarivo
3,8411,VVB,VVB,FMMH,MG,6297037,-19.833332,48.8,Mahanoro,Madagascar,,Indian/Antananarivo
3,8425,WAD,WAD,,MG,0,-17.45,47.516666,Andriamena,Madagascar,,Indian/Antananarivo
3,8430,WAI,WAI,,MG,0,-14.916667,47.95,Antsohihy,Madagascar,,Indian/Antananarivo
3,8432,WAK,WAK,,MG,1072879,-22.3,44.533333,Ankazoabo,Madagascar,,Indian/Antananarivo
3,8434,WAM,WAM,FMMZ,MG,7730511,-17.8,48.433334,Ambatondrazaka,Madagascar,,Indian/Antananarivo
3,8438,WAQ,WAQ,,MG,1069579,-18.7,44.61667,Antsalova,Madagascar,,Indian/Antananarivo
3,8450,WBD,WBD,,MG,0,-15.2,48.483334,Befandriana,Madagascar,,Indian/Antananarivo
3,8451,WBE,WBE,,MG,1068670,-14.533333,48.7,Bealanana,Madagascar,,Indian/Antananarivo
3,8457,WBO,WBO,FMSB,MG,7730512,-21.6,45.13333,Beroroha,Madagascar,,Indian/Antananarivo
3,8485,WFI,WFI,FMSF,MG,1064891,-21.466667,47.083332,Fianarantsoa,Madagascar,,Indian/Antananarivo
3,8542,WMA,WMA,,MG,1061028,-15.833333,48.833332,Mandritsara,Madagascar,,Indian/Antananarivo
3,8545,WMD,WMD,FMSC,MG,7730513,-21.033333,44.95,Mandabe,Madagascar,,Indian/Antananarivo
3,8550,WML,WML,,MG,1061831,-20.35,45.55,Malaimbandy,Madagascar,,Indian/Antananarivo
3,8551,WMN,WMN,FMNR,MG,7730077,-15.433333,49.683334,Maroantsetra,Madagascar,,Indian/Antananarivo
3,8553,WMP,WMP,,MG,1061700,-16.075,47.59722,Mampikony,Madagascar,,Indian/Antananarivo
3,8554,WMR,WMR,FMNC,MG,6453435,-16.161943,49.770557,Mananara,Madagascar,,Indian/Antananarivo
3,8555,WMV,WMV,,MG,1062869,-16.45,46.566666,Madirovalo,Madagascar,,Indian/Antananarivo
3,8575,WOR,WOR,,MG,1071712,-14.883333,47.283333,Moramba,Madagascar,,Indian/Antananarivo
3,8580,WPB,WPB,,MG,1057995,-15.55,47.666668,Port Berge,Madagascar,,Indian/Antananarivo
3,8615,WTA,WTA,,MG,1055953,-17.483334,43.966667,Tambohorano,Madagascar,,Indian/Antananarivo
3,8625,WTS,WTS,,MG,1054463,-18.757221,46.054443,Tsiroanomandidy,Madagascar,,Indian/Antananarivo
3,8641,WVK,WVK,,MG,1061605,-22.116667,48.016666,Manakara,Madagascar,,Indian/Antananarivo
3,9984,ZVA,ZVA,,MG,1059051,-19.5,45.466667,Miandrivazo,Madagascar,,Indian/Antananarivo
3,9995,ZWA,ZWA,FMND,MG,6297044,-14.65,49.61667,Andapa,Madagascar,,Indian/Antananarivo
12,171,AIC,AIC,,MH,0,7.5,170.83333,Airok,Marshall Islands,,Pacific/Majuro
12,180,AIM,AIM,,MH,0,10.2,169.98334,Ailuk Island,Marshall Islands,,Pacific/Majuro
12,183,AIP,AIP,,MH,0,7.266667,168.81667,Ailinglapalap Island,Marshall Islands,,Pacific/Majuro
12,267,AMR,AMR,,MH,0,7.033333,171.23334,Arno,Marshall Islands,,Pacific/Majuro
12,436,AUL,AUL,,MH,0,8.133333,171.16667,Aur Island,Marshall Islands,,Pacific/Majuro
12,723,BII,BII,,MH,0,11.525081,165.56512,Enyu Airfield,Marshall Islands,,Pacific/Majuro
12,1985,EAL,EAL,,MH,0,9.333333,166.84723,Elenak,Marshall Islands,,Pacific/Kwajalein
12,2000,EBN,EBN,,MH,7304466,9.333333,166.8,Ebadon,Marshall Islands,,Pacific/Kwajalein
12,2001,EBO,EBO,,MH,7306512,4.6,168.75,Ebon Airport,Marshall Islands,,Pacific/Majuro
12,2068,EJT,EJT,,MH,0,6.083333,171.95,Enijet,Marshall Islands,,Pacific/Majuro
12,2136,ENT,ENT,,MH,7303959,11.5,162.25,Enewetak Island,Marshall Islands,,Pacific/Majuro
12,3274,IMI,IMI,,MH,8298939,6.983333,171.61667,Ine Island,Marshall Islands,,Pacific/Majuro
12,3448,JAT,JAT,,MH,0,7.75,168.96666,Jabot,Marshall Islands,,Pacific/Majuro
12,3494,JEJ,JEJ,,MH,2080636,7.569916,168.96513,Jeh,Marshall Islands,,Pacific/Majuro
12,3707,KBT,KBT,,MH,0,9.166667,170.91667,Kaben,Marshall Islands,,Pacific/Majuro
12,3847,KIO,KIO,,MH,0,5.65,169.2,Kili Island,Marshall Islands,,Pacific/Majuro
12,4114,KWA,KWA,PKWA,MH,7303962,8.720843,167.72195,Kwajalein,Marshall Islands,,Pacific/Kwajalein
12,4342,LIK,LIK,,MH,0,9.816667,169.31667,Likiep Island,Marshall Islands,,Pacific/Majuro
12,4409,LML,LML,,MH,0,8.916667,166.25,Lae Island,Marshall Islands,,Pacific/Majuro
12,4447,LOF,LOF,,MH,0,7.916667,169.91667,Loen,Marshall Islands,,Pacific/Majuro
12,4650,MAJ,MAJ,PKMJ,MH,4040398,7.068717,171.2825,Amata Kabua International,Marshall Islands,,Pacific/Majuro
