status,type,aircraft.icao24,aircraft.icaoCode,aircraft.regNumber,airline.iataCode,airline.icaoCode,airline.name,arrival.actualRunway,arrival.actualTime,arrival.baggage,arrival.delay,arrival.estimatedRunway,arrival.estimatedTime,arrival.gate,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.terminal,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.airline.name,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,codeshared.flight.number,departure.actualRunway,departure.actualTime,departure.baggage,departure.delay,departure.estimatedRunway,departure.estimatedTime,departure.gate,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.terminal,flight.iataNumber,flight.icaoNumber,flight.number,codeshared
landed,arrival,040188,B789,ET-AXL,NH,ANA,ANA,2025-11-14T12:20:00.000,2025-11-14T12:20:00.000,20,,2025-11-14T12:20:00.000,2025-11-14T12:18:00.000,S119,BKK,VTBS,2025-11-14T12:30:00.000,1,et,eth,ethiopian airlines,et608,eth608,608,2025-11-14T00:30:00.000,2025-11-14T00:30:00.000,,35,2025-11-14T00:30:00.000,,,ADD,HAAB,2025-11-13T23:55:00.000,2,NH5344,ANA5344,5344,
landed,arrival,040188,B789,ET-AXL,SQ,SIA,Singapore Airlines,2025-11-14T12:20:00.000,2025-11-14T12:20:00.000,20,,2025-11-14T12:20:00.000,2025-11-14T12:18:00.000,S119,BKK,VTBS,2025-11-14T12:30:00.000,1,et,eth,ethiopian airlines,et608,eth608,608,2025-11-14T00:30:00.000,2025-11-14T00:30:00.000,,35,2025-11-14T00:30:00.000,,,ADD,HAAB,2025-11-13T23:55:00.000,2,SQ6078,SIA6078,6078,
landed,arrival,040188,B789,ET-AXL,ET,ETH,Ethiopian Airlines,2025-11-14T12:20:00.000,2025-11-14T12:20:00.000,20,,2025-11-14T12:20:00.000,2025-11-14T12:18:00.000,S119,BKK,VTBS,2025-11-14T12:30:00.000,1,,,,,,,2025-11-14T00:30:00.000,2025-11-14T00:30:00.000,,35,2025-11-14T00:30:00.000,,,ADD,HAAB,2025-11-13T23:55:00.000,2,ET608,ETH608,608,
landed,arrival,040188,B789,ET-AXL,OZ,AAR,Asiana Airlines,2025-11-14T12:20:00.000,2025-11-14T12:20:00.000,20,,2025-11-14T12:20:00.000,2025-11-14T12:18:00.000,S119,BKK,VTBS,2025-11-14T12:30:00.000,1,et,eth,ethiopian airlines,et608,eth608,608,2025-11-14T00:30:00.000,2025-11-14T00:30:00.000,,35,2025-11-14T00:30:00.000,,,ADD,HAAB,2025-11-13T23:55:00.000,2,OZ9766,AAR9766,9766,
landed,arrival,4CAC16,A21N,EI-KGG,JL,JTL,Jet Linx Aviation,2025-11-14T08:35:00.000,2025-11-14T08:35:00.000,8,,2025-11-14T08:35:00.000,2025-11-14T08:35:00.000,D8,BKK,VTBS,2025-11-14T08:55:00.000,1,kc,kzr,air astana,kc931,kzr931,931,2025-11-14T00:18:00.000,2025-11-14T00:18:00.000,,3,2025-11-14T00:18:00.000,,,ALA,UAAA,2025-11-14T00:15:00.000,2,JL4784,JTL4784,4784,
landed,arrival,4CAC16,A21N,EI-KGG,CX,CPA,Cathay Pacific,2025-11-14T08:35:00.000,2025-11-14T08:35:00.000,8,,2025-11-14T08:35:00.000,2025-11-14T08:35:00.000,D8,BKK,VTBS,2025-11-14T08:55:00.000,1,kc,kzr,air astana,kc931,kzr931,931,2025-11-14T00:18:00.000,2025-11-14T00:18:00.000,,3,2025-11-14T00:18:00.000,,,ALA,UAAA,2025-11-14T00:15:00.000,2,CX6235,CPA6235,6235,
landed,arrival,4CAC16,A21N,EI-KGG,KC,KZR,Air Astana,2025-11-14T08:35:00.000,2025-11-14T08:35:00.000,8,,2025-11-14T08:35:00.000,2025-11-14T08:35:00.000,D8,BKK,VTBS,2025-11-14T08:55:00.000,1,,,,,,,2025-11-14T00:18:00.000,2025-11-14T00:18:00.000,,3,2025-11-14T00:18:00.000,,,ALA,UAAA,2025-11-14T00:15:00.000,2,KC931,KZR931,931,
landed,arrival,4851F5,B77W,PH-BVR,AF,AFR,Air France,2025-11-14T09:56:00.000,2025-11-14T09:56:00.000,17,,2025-11-14T09:56:00.000,2025-11-14T09:46:00.000,E7,BKK,VTBS,2025-11-14T10:05:00.000,1,kl,klm,klm,kl843,klm843,843,2025-11-13T17:21:00.000,2025-11-13T17:21:00.000,,22,2025-11-13T17:21:00.000,,9,AMS,EHAM,2025-11-13T17:00:00.000,,AF3237,AFR3237,3237,
landed,arrival,4851F5,B77W,PH-BVR,QF,QFA,Qantas,2025-11-14T09:56:00.000,2025-11-14T09:56:00.000,17,,2025-11-14T09:56:00.000,2025-11-14T09:46:00.000,E7,BKK,VTBS,2025-11-14T10:05:00.000,1,kl,klm,klm,kl843,klm843,843,2025-11-13T17:21:00.000,2025-11-13T17:21:00.000,,22,2025-11-13T17:21:00.000,,9,AMS,EHAM,2025-11-13T17:00:00.000,,QF4232,QFA4232,4232,
landed,arrival,899037,B77W,B-16732,TG,THA,Thai Airways International,2025-11-14T14:42:00.000,2025-11-14T14:42:00.000,16,2,2025-11-14T14:42:00.000,2025-11-14T14:40:00.000,E7,BKK,VTBS,2025-11-14T14:40:00.000,1,br,eva,eva air,br76,eva76,76,2025-11-13T22:01:00.000,2025-11-13T22:01:00.000,,42,2025-11-13T22:01:00.000,2025-11-13T21:39:00.000,28,AMS,EHAM,2025-11-13T21:20:00.000,,TG6385,THA6385,6385,
landed,arrival,4851F5,B77W,PH-BVR,SK,SAS,SAS,2025-11-14T09:56:00.000,2025-11-14T09:56:00.000,17,,2025-11-14T09:56:00.000,2025-11-14T09:46:00.000,E7,BKK,VTBS,2025-11-14T10:05:00.000,1,kl,klm,klm,kl843,klm843,843,2025-11-13T17:21:00.000,2025-11-13T17:21:00.000,,22,2025-11-13T17:21:00.000,,9,AMS,EHAM,2025-11-13T17:00:00.000,,SK6836,SAS6836,6836,
landed,arrival,899037,B77W,B-16732,BR,EVA,EVA Air,2025-11-14T14:42:00.000,2025-11-14T14:42:00.000,16,2,2025-11-14T14:42:00.000,2025-11-14T14:40:00.000,E7,BKK,VTBS,2025-11-14T14:40:00.000,1,,,,,,,2025-11-13T22:01:00.000,2025-11-13T22:01:00.000,,42,2025-11-13T22:01:00.000,2025-11-13T21:39:00.000,28,AMS,EHAM,2025-11-13T21:20:00.000,,BR76,EVA76,76,
landed,arrival,4851F5,B77W,PH-BVR,KL,KLM,KLM,2025-11-14T09:56:00.000,2025-11-14T09:56:00.000,17,,2025-11-14T09:56:00.000,2025-11-14T09:46:00.000,E7,BKK,VTBS,2025-11-14T10:05:00.000,1,,,,,,,2025-11-13T17:21:00.000,2025-11-13T17:21:00.000,,22,2025-11-13T17:21:00.000,,9,AMS,EHAM,2025-11-13T17:00:00.000,,KL843,KLM843,843,
landed,arrival,89662B,B77W,A6-ETA,UX,AEA,Air Europa,2025-11-14T07:02:00.000,2025-11-14T07:02:00.000,9,,2025-11-14T07:02:00.000,2025-11-14T07:03:00.000,,BKK,VTBS,2025-11-14T07:10:00.000,,ey,etd,etihad airways,ey402,etd402,402,2025-11-13T22:12:00.000,2025-11-13T22:12:00.000,,17,2025-11-13T22:12:00.000,2025-11-13T22:07:00.000,C35,AUH,OMAA,2025-11-13T21:55:00.000,A,UX2729,AEA2729,2729,
landed,arrival,89662B,B77W,A6-ETA,PG,BKP,Bangkok Airways,2025-11-14T07:02:00.000,2025-11-14T07:02:00.000,9,,2025-11-14T07:02:00.000,2025-11-14T07:03:00.000,,BKK,VTBS,2025-11-14T07:10:00.000,,ey,etd,etihad airways,ey402,etd402,402,2025-11-13T22:12:00.000,2025-11-13T22:12:00.000,,17,2025-11-13T22:12:00.000,2025-11-13T22:07:00.000,C35,AUH,OMAA,2025-11-13T21:55:00.000,A,PG4011,BKP4011,4011,
landed,arrival,89662B,B77W,A6-ETA,EY,ETD,Etihad Airways,2025-11-14T07:02:00.000,2025-11-14T07:02:00.000,9,,2025-11-14T07:02:00.000,2025-11-14T07:03:00.000,,BKK,VTBS,2025-11-14T07:10:00.000,,,,,,,,2025-11-13T22:12:00.000,2025-11-13T22:12:00.000,,17,2025-11-13T22:12:00.000,2025-11-13T22:07:00.000,C35,AUH,OMAA,2025-11-13T21:55:00.000,A,EY402,ETD402,402,
landed,arrival,89662B,B77W,A6-ETA,MS,MSR,EgyptAir,2025-11-14T07:02:00.000,2025-11-14T07:02:00.000,9,,2025-11-14T07:02:00.000,2025-11-14T07:03:00.000,,BKK,VTBS,2025-11-14T07:10:00.000,,ey,etd,etihad airways,ey402,etd402,402,2025-11-13T22:12:00.000,2025-11-13T22:12:00.000,,17,2025-11-13T22:12:00.000,2025-11-13T22:07:00.000,C35,AUH,OMAA,2025-11-13T21:55:00.000,A,MS8128,MSR8128,8128,
landed,arrival,89662B,B77W,A6-ETA,GA,GIA,Garuda Indonesia,2025-11-14T07:02:00.000,2025-11-14T07:02:00.000,9,,2025-11-14T07:02:00.000,2025-11-14T07:03:00.000,,BKK,VTBS,2025-11-14T07:10:00.000,,ey,etd,etihad airways,ey402,etd402,402,2025-11-13T22:12:00.000,2025-11-13T22:12:00.000,,17,2025-11-13T22:12:00.000,2025-11-13T22:07:00.000,C35,AUH,OMAA,2025-11-13T21:55:00.000,A,GA9036,GIA9036,9036,
scheduled,arrival,896353,B77W,A6-ETP,EY,ETD,Etihad Airways,,,,,,,,BKK,VTBS,2025-11-14T18:00:00.000,1,,,,,,,,,,25,,2025-11-14T09:10:00.000,C35,AUH,OMAA,2025-11-14T08:45:00.000,A,EY406,ETD406,406,
landed,arrival,89409F,B789,A9C-FH,GF,GFA,Gulf Air,2025-11-14T09:24:00.000,2025-11-14T09:24:00.000,19,5,2025-11-14T09:24:00.000,2025-11-14T09:22:00.000,G5,BKK,VTBS,2025-11-14T09:20:00.000,1,,,,,,,2025-11-13T23:13:00.000,2025-11-13T23:13:00.000,,28,2025-11-13T23:13:00.000,2025-11-13T22:45:00.000,E,BAH,OBBI,2025-11-13T22:45:00.000,,GF152,GFA152,152,
landed,arrival,89409F,B789,A9C-FH,TG,THA,Thai Airways International,2025-11-14T09:24:00.000,2025-11-14T09:24:00.000,19,5,2025-11-14T09:24:00.000,2025-11-14T09:22:00.000,G5,BKK,VTBS,2025-11-14T09:20:00.000,1,gf,gfa,gulf air,gf152,gfa152,152,2025-11-13T23:13:00.000,2025-11-13T23:13:00.000,,28,2025-11-13T23:13:00.000,2025-11-13T22:45:00.000,E,BAH,OBBI,2025-11-13T22:45:00.000,,TG4654,THA4654,4654,
active,arrival,800B62,A320,VT-EXD,IX,AXB,Air India Express,,,19,,,2025-11-14T16:04:00.000,E9,BKK,VTBS,2025-11-14T16:05:00.000,1,,,,,,,2025-11-14T11:04:00.000,2025-11-14T11:04:00.000,,29,2025-11-14T11:04:00.000,2025-11-14T10:35:00.000,C9,BLR,VOBL,2025-11-14T10:35:00.000,2,IX882,AXB882,882,
landed,arrival,801805,A21N,VT-NCZ,6E,IGO,IndiGo,2025-11-14T08:46:00.000,2025-11-14T08:46:00.000,21,,2025-11-14T08:46:00.000,2025-11-14T08:44:00.000,F5,BKK,VTBS,2025-11-14T09:10:00.000,1,,,,,,,2025-11-14T03:53:00.000,2025-11-14T03:53:00.000,,8,2025-11-14T03:53:00.000,2025-11-14T03:45:00.000,C7,BLR,VOBL,2025-11-14T03:45:00.000,2,6E1055,IGO1055,1055,
scheduled,arrival,7C6BC0,B788,VH-VKI,JQ,JST,Jetstar,,,,,,,,BKK,VTBS,2025-11-14T19:30:00.000,1,,,,,,,,,,,,2025-11-14T13:30:00.000,73,BNE,YBBN,2025-11-14T13:30:00.000,I,JQ65,JST65,65,
landed,arrival,801775,A21N,VT-NCI,6E,IGO,IndiGo,2025-11-14T09:52:00.000,2025-11-14T09:52:00.000,22,2,2025-11-14T09:52:00.000,2025-11-14T09:45:00.000,F3,BKK,VTBS,2025-11-14T09:50:00.000,1,,,,,,,2025-11-14T04:23:00.000,2025-11-14T04:23:00.000,,28,2025-11-14T04:23:00.000,,,BOM,VABB,2025-11-14T03:55:00.000,2,6E1051,IGO1051,1051,
landed,arrival,800C89,A20N,VT-CIQ,AI,AIC,Air India,2025-11-14T13:16:00.000,2025-11-14T13:16:00.000,23,,2025-11-14T13:16:00.000,2025-11-14T13:13:00.000,F4,BKK,VTBS,2025-11-14T13:35:00.000,1,,,,,,,2025-11-14T07:47:00.000,2025-11-14T07:47:00.000,,17,2025-11-14T07:47:00.000,2025-11-14T07:31:00.000,,BOM,VABB,2025-11-14T07:30:00.000,2,AI2354,AIC2354,2354,
landed,arrival,800C89,A20N,VT-CIQ,BR,EVA,EVA Air,2025-11-14T13:16:00.000,2025-11-14T13:16:00.000,23,,2025-11-14T13:16:00.000,2025-11-14T13:13:00.000,F4,BKK,VTBS,2025-11-14T13:35:00.000,1,ai,aic,air india,ai2354,aic2354,2354,2025-11-14T07:47:00.000,2025-11-14T07:47:00.000,,17,2025-11-14T07:47:00.000,2025-11-14T07:31:00.000,,BOM,VABB,2025-11-14T07:30:00.000,2,BR3702,EVA3702,3702,
scheduled,arrival,,32Q,,6E,IGO,IndiGo,,,,,,,,BKK,VTBS,2025-11-14T21:05:00.000,1,,,,,,,,,,,,,,BOM,VABB,2025-11-14T15:10:00.000,2,6E1059,IGO1059,1059,
scheduled,arrival,800C87,A20N,VT-CIO,AI,AIC,Air India,,,,,,,,BKK,VTBS,2025-11-14T19:35:00.000,1,,,,,,,,,,,,,,BOM,VABB,2025-11-14T13:30:00.000,2,AI2337,AIC2337,2337,
landed,arrival,895058,A20N,V8-RBC,TG,THA,Thai Airways International,2025-11-14T12:50:00.000,2025-11-14T12:50:00.000,12,,2025-11-14T12:50:00.000,2025-11-14T12:48:00.000,G5,BKK,VTBS,2025-11-14T13:05:00.000,1,bi,rba,royal brunei airlines,bi513,rba513,513,2025-11-14T11:28:00.000,2025-11-14T11:28:00.000,,9,2025-11-14T11:28:00.000,,,BWN,WBSB,2025-11-14T11:20:00.000,,TG4602,THA4602,4602,
landed,arrival,895058,A20N,V8-RBC,BI,RBA,Royal Brunei Airlines,2025-11-14T12:50:00.000,2025-11-14T12:50:00.000,12,,2025-11-14T12:50:00.000,2025-11-14T12:48:00.000,G5,BKK,VTBS,2025-11-14T13:05:00.000,1,,,,,,,2025-11-14T11:28:00.000,2025-11-14T11:28:00.000,,9,2025-11-14T11:28:00.000,,,BWN,WBSB,2025-11-14T11:20:00.000,,BI513,RBA513,513,
active,arrival,885157,B772,HS-TJW,TG,THA,Thai Airways International,,,7,,,2025-11-14T16:36:00.000,C10,BKK,VTBS,2025-11-14T17:10:00.000,1,,,,,,,2025-11-14T15:05:00.000,2025-11-14T15:05:00.000,,16,2025-11-14T15:05:00.000,,A151,CAN,ZGGG,2025-11-14T14:50:00.000,2,TG669,THA669,669,
active,arrival,7807C4,A320,B-6816,CZ,CSN,China Southern Airlines,,,14,,,2025-11-14T16:40:00.000,,BKK,VTBS,2025-11-14T17:05:00.000,1,,,,,,,2025-11-14T15:13:00.000,2025-11-14T15:13:00.000,,18,2025-11-14T15:13:00.000,,A144,CAN,ZGGG,2025-11-14T14:55:00.000,2,CZ8023,CSN8023,8023,
landed,arrival,7822BA,A20N,B-32N6,CZ,CSN,China Southern Airlines,2025-11-14T14:32:00.000,2025-11-14T14:32:00.000,14,3,2025-11-14T14:32:00.000,2025-11-14T14:28:00.000,E5,BKK,VTBS,2025-11-14T14:30:00.000,1,,,,,,,2025-11-14T13:00:00.000,2025-11-14T13:00:00.000,,35,2025-11-14T13:00:00.000,2025-11-14T13:02:00.000,A169,CAN,ZGGG,2025-11-14T12:25:00.000,2,CZ3081,CSN3081,3081,
landed,arrival,7813D9,A21N,B-1088,CZ,CSN,China Southern Airlines,2025-11-14T09:53:00.000,2025-11-14T09:53:00.000,20,,2025-11-14T09:53:00.000,2025-11-14T09:46:00.000,E5,BKK,VTBS,2025-11-14T10:10:00.000,1,,,,,,,2025-11-14T08:16:00.000,2025-11-14T08:16:00.000,,11,2025-11-14T08:16:00.000,2025-11-14T08:22:00.000,A70,CAN,ZGGG,2025-11-14T08:05:00.000,2,CZ357,CSN357,357,
landed,arrival,7813D9,A21N,B-1088,3U,CSC,Sichuan Airlines,2025-11-14T09:53:00.000,2025-11-14T09:53:00.000,20,,2025-11-14T09:53:00.000,2025-11-14T09:46:00.000,E5,BKK,VTBS,2025-11-14T10:10:00.000,1,cz,csn,china southern airlines,cz357,csn357,357,2025-11-14T08:16:00.000,2025-11-14T08:16:00.000,,11,2025-11-14T08:16:00.000,2025-11-14T08:22:00.000,A70,CAN,ZGGG,2025-11-14T08:05:00.000,2,3U7037,CSC7037,7037,
landed,arrival,7822BA,A20N,B-32N6,3U,CSC,Sichuan Airlines,2025-11-14T14:32:00.000,2025-11-14T14:32:00.000,14,3,2025-11-14T14:32:00.000,2025-11-14T14:28:00.000,E5,BKK,VTBS,2025-11-14T14:30:00.000,1,cz,csn,china southern airlines,cz3081,csn3081,3081,2025-11-14T13:00:00.000,2025-11-14T13:00:00.000,,35,2025-11-14T13:00:00.000,2025-11-14T13:02:00.000,A169,CAN,ZGGG,2025-11-14T12:25:00.000,2,3U7061,CSC7061,7061,
landed,arrival,781740,B38M,B-20CS,3U,CSC,Sichuan Airlines,2025-11-14T12:23:00.000,2025-11-14T12:23:00.000,14,,2025-11-14T12:23:00.000,2025-11-14T12:19:00.000,E5,BKK,VTBS,2025-11-14T12:55:00.000,1,cz,csn,china southern airlines,cz8099,csn8099,8099,2025-11-14T10:50:00.000,2025-11-14T10:50:00.000,,11,2025-11-14T10:50:00.000,2025-11-14T10:59:00.000,A70,CAN,ZGGG,2025-11-14T10:40:00.000,2,3U7069,CSC7069,7069,
landed,arrival,78080D,A320,B-6840,9C,CQH,Spring Airlines,2025-11-14T10:45:00.000,2025-11-14T10:45:00.000,12,,2025-11-14T10:45:00.000,2025-11-14T10:45:00.000,S124,BKK,VTBS,2025-11-14T11:00:00.000,1,,,,,,,2025-11-14T09:14:00.000,2025-11-14T09:14:00.000,,15,2025-11-14T09:14:00.000,2025-11-14T09:19:00.000,A104,CAN,ZGGG,2025-11-14T09:00:00.000,1,9C7419,CQH7419,7419,
landed,arrival,781740,B38M,B-20CS,CZ,CSN,China Southern Airlines,2025-11-14T12:23:00.000,2025-11-14T12:23:00.000,14,,2025-11-14T12:23:00.000,2025-11-14T12:19:00.000,E5,BKK,VTBS,2025-11-14T12:55:00.000,1,,,,,,,2025-11-14T10:50:00.000,2025-11-14T10:50:00.000,,11,2025-11-14T10:50:00.000,2025-11-14T10:59:00.000,A70,CAN,ZGGG,2025-11-14T10:40:00.000,2,CZ8099,CSN8099,8099,
scheduled,arrival,,321,,CZ,CSN,China Southern Airlines,,,,,,,,BKK,VTBS,2025-11-14T17:55:00.000,1,,,,,,,,,,,,,,CAN,ZGGG,2025-11-14T15:45:00.000,2,CZ363,CSN363,363,
scheduled,arrival,,319,,W2,FXT,FlexFlight,,,,,,,,BKK,VTBS,2025-11-14T16:05:00.000,1,,,,,,,,,,,,,,CCU,VECC,2025-11-14T11:55:00.000,,W2520,FXT520,520,
scheduled,arrival,68000A,A319,A5-RIM,B3,BTN,Bhutan Airlines,,,7,27,,2025-11-14T16:31:00.000,,BKK,VTBS,2025-11-14T16:05:00.000,1,,,,,,,2025-11-14T12:41:00.000,2025-11-14T12:41:00.000,,47,2025-11-14T12:41:00.000,2025-11-14T12:38:00.000,,CCU,VECC,2025-11-14T11:55:00.000,,B3700,BTN700,700,
landed,arrival,39D2A8,A359,F-HUVI,AF,AFR,Air France,2025-11-14T10:03:00.000,2025-11-14T10:03:00.000,22,49,2025-11-14T10:03:00.000,2025-11-14T09:56:00.000,E8,BKK,VTBS,2025-11-14T09:15:00.000,1,,,,,,,2025-11-13T16:30:00.000,2025-11-13T16:30:00.000,,26,2025-11-13T16:30:00.000,,E10,CDG,LFPG,2025-11-13T16:05:00.000,2E,AF198,AFR198,198,
landed,arrival,39D2A8,A359,F-HUVI,KL,KLM,KLM,2025-11-14T10:03:00.000,2025-11-14T10:03:00.000,22,49,2025-11-14T10:03:00.000,2025-11-14T09:56:00.000,E8,BKK,VTBS,2025-11-14T09:15:00.000,1,af,afr,air france,af198,afr198,198,2025-11-13T16:30:00.000,2025-11-13T16:30:00.000,,26,2025-11-13T16:30:00.000,,E10,CDG,LFPG,2025-11-13T16:05:00.000,2E,KL2152,KLM2152,2152,
landed,arrival,39D2A8,A359,F-HUVI,QF,QFA,Qantas,2025-11-14T10:03:00.000,2025-11-14T10:03:00.000,22,49,2025-11-14T10:03:00.000,2025-11-14T09:56:00.000,E8,BKK,VTBS,2025-11-14T09:15:00.000,1,af,afr,air france,af198,afr198,198,2025-11-13T16:30:00.000,2025-11-13T16:30:00.000,,26,2025-11-13T16:30:00.000,,E10,CDG,LFPG,2025-11-13T16:05:00.000,2E,QF4225,QFA4225,4225,
landed,arrival,39D2A8,A359,F-HUVI,SK,SAS,SAS,2025-11-14T10:03:00.000,2025-11-14T10:03:00.000,22,49,2025-11-14T10:03:00.000,2025-11-14T09:56:00.000,E8,BKK,VTBS,2025-11-14T09:15:00.000,1,af,afr,air france,af198,afr198,198,2025-11-13T16:30:00.000,2025-11-13T16:30:00.000,,26,2025-11-13T16:30:00.000,,E10,CDG,LFPG,2025-11-13T16:05:00.000,2E,SK9970,SAS9970,9970,
active,arrival,88530F,A320,HS-TXO,TG,THA,Thai Airways International,,,2,,,2025-11-14T15:49:00.000,B2,BKK,VTBS,2025-11-14T15:55:00.000,1,,,,,,,2025-11-14T14:37:00.000,2025-11-14T14:37:00.000,,13,2025-11-14T14:37:00.000,2025-11-14T14:23:00.000,,CEI,VTCT,2025-11-14T14:25:00.000,,TG133,THA133,133,
landed,arrival,885305,A320,HS-TXE,TG,THA,Thai Airways International,2025-11-14T11:38:00.000,2025-11-14T11:38:00.000,3,,2025-11-14T11:38:00.000,2025-11-14T11:34:00.000,B5,BKK,VTBS,2025-11-14T11:45:00.000,1,,,,,,,2025-11-14T10:25:00.000,2025-11-14T10:25:00.000,,11,2025-11-14T10:25:00.000,2025-11-14T10:16:00.000,,CEI,VTCT,2025-11-14T10:15:00.000,,TG131,THA131,131,
landed,arrival,88596F,A320,HS-VKO,VJ,VJC,VietJet Air,2025-11-14T09:44:00.000,2025-11-14T09:44:00.000,4,,2025-11-14T09:44:00.000,2025-11-14T09:42:00.000,,BKK,VTBS,2025-11-14T09:55:00.000,1,,,,,,,2025-11-14T08:26:00.000,2025-11-14T08:26:00.000,,,2025-11-14T08:26:00.000,2025-11-14T08:14:00.000,,CEI,VTCT,2025-11-14T08:30:00.000,,VJ131,VJC131,131,
landed,arrival,885305,A320,HS-TXE,BR,EVA,EVA Air,2025-11-14T11:38:00.000,2025-11-14T11:38:00.000,3,,2025-11-14T11:38:00.000,2025-11-14T11:34:00.000,B5,BKK,VTBS,2025-11-14T11:45:00.000,1,tg,tha,thai airways international,tg131,tha131,131,2025-11-14T10:25:00.000,2025-11-14T10:25:00.000,,11,2025-11-14T10:25:00.000,2025-11-14T10:16:00.000,,CEI,VTCT,2025-11-14T10:15:00.000,,BR3421,EVA3421,3421,
landed,arrival,880C4D,A320,HS-CBM,AK,AXM,AirAsia,2025-11-14T10:14:00.000,2025-11-14T10:14:00.000,3,14,2025-11-14T10:14:00.000,2025-11-14T10:13:00.000,A6,BKK,VTBS,2025-11-14T10:00:00.000,1,,,,,,,2025-11-14T09:00:00.000,2025-11-14T09:00:00.000,,20,2025-11-14T09:00:00.000,,,CEI,VTCT,2025-11-14T08:40:00.000,,AK4151,AXM4151,4151,
landed,arrival,885305,A320,HS-TXE,MH,MAS,Malaysia Airlines,2025-11-14T11:38:00.000,2025-11-14T11:38:00.000,3,,2025-11-14T11:38:00.000,2025-11-14T11:34:00.000,B5,BKK,VTBS,2025-11-14T11:45:00.000,1,tg,tha,thai airways international,tg131,tha131,131,2025-11-14T10:25:00.000,2025-11-14T10:25:00.000,,11,2025-11-14T10:25:00.000,2025-11-14T10:16:00.000,,CEI,VTCT,2025-11-14T10:15:00.000,,MH5627,MAS5627,5627,
landed,arrival,885305,A320,HS-TXE,GF,GFA,Gulf Air,2025-11-14T11:38:00.000,2025-11-14T11:38:00.000,3,,2025-11-14T11:38:00.000,2025-11-14T11:34:00.000,B5,BKK,VTBS,2025-11-14T11:45:00.000,1,tg,tha,thai airways international,tg131,tha131,131,2025-11-14T10:25:00.000,2025-11-14T10:25:00.000,,11,2025-11-14T10:25:00.000,2025-11-14T10:16:00.000,,CEI,VTCT,2025-11-14T10:15:00.000,,GF6391,GFA6391,6391,
landed,arrival,885305,A320,HS-TXE,TK,THY,Turkish Airlines,2025-11-14T11:38:00.000,2025-11-14T11:38:00.000,3,,2025-11-14T11:38:00.000,2025-11-14T11:34:00.000,B5,BKK,VTBS,2025-11-14T11:45:00.000,1,tg,tha,thai airways international,tg131,tha131,131,2025-11-14T10:25:00.000,2025-11-14T10:25:00.000,,11,2025-11-14T10:25:00.000,2025-11-14T10:16:00.000,,CEI,VTCT,2025-11-14T10:15:00.000,,TK8393,THY8393,8393,
scheduled,arrival,885974,A320,HS-VKT,VJ,VJC,VietJet Air,,,4,,,,A4,BKK,VTBS,2025-11-14T16:45:00.000,1,,,,,,,,,,,,2025-11-14T14:42:00.000,,CEI,VTCT,2025-11-14T15:20:00.000,,VJ133,VJC133,133,
scheduled,arrival,,320,,TG,THA,Thai Airways International,,,,,,,,BKK,VTBS,2025-11-14T20:25:00.000,1,,,,,,,,,,,,,,CEI,VTCT,2025-11-14T18:55:00.000,,TG137,THA137,137,
scheduled,arrival,,320,,FD,AIQ,Thai AirAsia,,,,,,,,BKK,VTBS,2025-11-14T17:50:00.000,1,,,,,,,,,,,,,,CEI,VTCT,2025-11-14T16:25:00.000,,FD4153,AIQ4153,4153,
active,arrival,8850B6,A333,HS-TEV,TG,THA,Thai Airways International,,,12,,,2025-11-14T16:23:00.000,S109,BKK,VTBS,2025-11-14T16:35:00.000,1,,,,,,,2025-11-14T13:24:00.000,2025-11-14T13:24:00.000,,20,2025-11-14T13:24:00.000,,,CGK,WIII,2025-11-14T13:05:00.000,3,TG434,THA434,434,
landed,arrival,8A0243,B738,PK-GFI,6E,IGO,IndiGo,2025-11-14T12:38:00.000,2025-11-14T12:38:00.000,22,,2025-11-14T12:38:00.000,2025-11-14T12:37:00.000,G1,BKK,VTBS,2025-11-14T13:10:00.000,1,ga,gia,garuda indonesia,ga866,gia866,866,2025-11-14T09:30:00.000,2025-11-14T09:30:00.000,,1,2025-11-14T09:30:00.000,,,CGK,WIII,2025-11-14T09:30:00.000,3,6E4265,IGO4265,4265,
landed,arrival,8A0243,B738,PK-GFI,PG,BKP,Bangkok Airways,2025-11-14T12:38:00.000,2025-11-14T12:38:00.000,22,,2025-11-14T12:38:00.000,2025-11-14T12:37:00.000,G1,BKK,VTBS,2025-11-14T13:10:00.000,1,ga,gia,garuda indonesia,ga866,gia866,866,2025-11-14T09:30:00.000,2025-11-14T09:30:00.000,,1,2025-11-14T09:30:00.000,,,CGK,WIII,2025-11-14T09:30:00.000,3,PG4300,BKP4300,4300,
landed,arrival,8A0243,B738,PK-GFI,SV,SVA,Saudia,2025-11-14T12:38:00.000,2025-11-14T12:38:00.000,22,,2025-11-14T12:38:00.000,2025-11-14T12:37:00.000,G1,BKK,VTBS,2025-11-14T13:10:00.000,1,ga,gia,garuda indonesia,ga866,gia866,866,2025-11-14T09:30:00.000,2025-11-14T09:30:00.000,,1,2025-11-14T09:30:00.000,,,CGK,WIII,2025-11-14T09:30:00.000,3,SV6376,SVA6376,6376,
